,lyric,youtube,melon,bugs,genie,total
잠기,0,0,0,0,1,1.0
거닐다,0,1,0,0,1,2.0
일단,0,0,0,0,1,1.0
가을,0,1,0,1,5,7.0
극성,0,1,0,0,0,1.0
들이다,0,0,0,0,1,1.0
잠시,0,0,0,1,1,2.0
울다,0,1,0,0,0,1.0
이기다,0,0,0,1,1,2.0
인,0,0,0,1,0,1.0
강의실,0,0,0,1,0,1.0
보고,0,6,0,1,7,14.0
배경,0,0,0,0,1,1.0
자장,3,0,0,0,0,3.0
벨소리,0,0,0,0,1,1.0
노후,0,0,0,0,1,1.0
남친,0,0,0,0,2,2.0
벚태식,0,0,0,1,5,6.0
아리랑,0,0,0,0,2,2.0
트윗,0,0,0,0,1,1.0
막,0,0,0,0,7,7.0
취미,0,0,0,0,1,1.0
실감,0,0,0,0,1,1.0
조만간,0,0,0,0,1,1.0
존재,0,0,0,0,1,1.0
구,0,0,0,0,1,1.0
가라,0,1,0,0,1,2.0
근무,0,0,0,0,1,1.0
찍다,0,0,0,0,8,8.0
함정,0,0,0,0,2,2.0
복,0,0,0,0,1,1.0
까먹다,0,0,0,0,1,1.0
자의,0,0,0,1,0,1.0
블러,0,0,0,0,1,1.0
지리다,0,0,0,0,2,2.0
돌아오다,0,2,0,4,19,25.0
뜨다,0,0,0,1,8,9.0
오늘이,0,0,0,0,1,1.0
노랜,0,0,0,0,2,2.0
실어,0,0,0,2,0,2.0
쿨타임,0,0,0,0,1,1.0
알림,0,0,0,0,3,3.0
마이,0,0,0,0,1,1.0
신년,0,1,0,0,0,1.0
렄,0,0,0,0,1,1.0
해드리다,0,0,0,1,0,1.0
다가오다,0,0,0,4,5,9.0
여의도,0,0,0,0,2,2.0
아쉽다,0,0,0,0,1,1.0
꾸다,0,0,0,2,0,2.0
응답,0,1,0,0,0,1.0
일어나다,0,0,0,1,0,1.0
취사,0,0,0,0,1,1.0
솔직하다,0,0,0,2,1,3.0
맞다,0,2,0,2,5,9.0
바뀌다,0,0,0,0,2,2.0
굳다,0,0,0,3,0,3.0
곧다,0,0,0,0,1,1.0
봄,0,15,0,42,329,386.0
알람,0,0,0,0,4,4.0
이군,0,0,0,0,2,2.0
초월,0,0,0,0,1,1.0
마음속,0,1,0,0,1,2.0
이루다,0,0,0,0,1,1.0
왔숩니,0,0,0,0,1,1.0
등,0,0,0,1,1,2.0
도,0,1,0,1,2,4.0
없다,9,5,0,4,40,58.0
젠,0,0,0,0,3,3.0
타령,0,0,0,0,2,2.0
바가지,0,0,0,0,1,1.0
댓글,0,3,0,2,9,14.0
겹,6,0,0,2,1,9.0
무엇,0,1,0,0,1,2.0
명실,0,0,0,0,1,1.0
죽다,0,0,0,0,1,1.0
지나가다,0,1,0,0,3,4.0
외우다,0,0,0,1,0,1.0
회상,0,0,0,0,3,3.0
바이러스,0,1,0,0,0,1.0
카페,0,0,0,0,1,1.0
찾아듣다,0,0,0,0,1,1.0
하모니,0,0,0,1,0,1.0
쭈우우우욱쭈,0,0,0,1,0,1.0
버졲첸딩,0,0,0,0,1,1.0
나가다,0,0,0,1,3,4.0
알리다,0,0,0,0,1,1.0
많다,9,3,0,0,4,16.0
하필,0,0,0,0,1,1.0
신조어,0,0,0,0,1,1.0
코맹맹이,0,0,0,1,0,1.0
고려시대,0,1,0,0,0,1.0
애잔하다,0,0,0,0,1,1.0
갈다,0,2,0,0,4,6.0
김형태,0,0,0,0,1,1.0
즐기다,0,0,0,0,2,2.0
특유,0,0,0,0,1,1.0
듯,0,1,0,2,8,11.0
살랑이다,0,0,0,0,1,1.0
랍니,0,0,0,0,1,1.0
바퀴벌레,0,0,0,0,1,1.0
불꽃놀이,0,0,0,0,1,1.0
촌스럽다,0,0,0,2,0,2.0
천사,0,0,0,0,1,1.0
메뉴,0,0,0,0,1,1.0
마음,0,0,0,0,5,5.0
날다,0,1,0,0,0,1.0
머무르다,0,0,0,0,1,1.0
집,0,0,0,0,4,4.0
어제,0,0,0,0,2,2.0
고백,0,0,0,0,1,1.0
여수,0,0,0,1,2,3.0
처량하다,0,0,0,0,1,1.0
가사,0,1,0,1,1,3.0
어처피,0,1,0,0,0,1.0
몇,0,2,0,1,0,3.0
수원,0,0,0,0,1,1.0
이렇다,0,0,0,5,10,15.0
창,0,1,0,0,1,2.0
만들다,0,2,0,1,7,10.0
계절,0,2,0,1,22,25.0
그립다,0,0,0,0,1,1.0
당,0,0,0,0,1,1.0
효자,0,0,0,1,1,2.0
얼마,0,0,0,0,2,2.0
우리,6,2,0,1,9,18.0
모두,0,1,0,0,4,5.0
가즈,0,0,0,6,12,18.0
파월,0,0,0,0,1,1.0
힘들다,0,0,0,1,2,3.0
이후,0,0,0,0,2,2.0
