,melon_id,댓글
543,luffy778,블핑이 1위 못하는 이유 나만 봄 재생버튼 누르면 알게됨
544,탈퇴한 회원,아니 무슨 아직도 이용자 수 100만이냐? 이게 대중성인가
545,은버11,항상 느끼는 거지만 볼빨간사춘기음악은 바닐라 아이스크림 먹는느낌이에요 ㅎㅎ 넘좋네요
546,탈퇴한 회원,"블핑 타이틀이랑 댓글 수만 500개가 넘는 차이가 나는데, 그런 곡을 지탱하고 1위에 있네 ;; 대중성이 뭔지 확실히 알고 간다"
547,종이잉간,바보션샤인으로 들리네
548,Bollove,응 블랙핑크 볼사한테 못이겨
549,뿌숭뿌슝,봄스러운 노래..자꾸 멜로디가 생각나..
550,lovejlove,"나만 후렴구 바보선샤인 으로 들리냐?
진심 야들 곡은 좋은게 몇인긴한데
영어발음이 졸1라 이상해 저번곡도 생리통 으로 들리고 에휴...."
551,지수레게노,이용자수 100만 넘은거 실화!!?
552,10월의_망개,노래 진짜 너무 좋아요ㅠㅜ
553,탈퇴한 회원,대박이당 무조건1위얌 기여운 볼사언니들~~♡♡
554,designerkk,다른 싸람 타 사라쳐라 나만 폼
555,주매미씨,절대 안듣기 기능은 없나?
556,월드와이드핸섬_,근래 1위 찍은 곡들 중 제일 내 취향이에요~
557,태-,벌써 티비에 나오네 좋다ㅠㅠ
558,망개남,"이것도좋지만 별보러갈래가 대박임
1,2위 둘다먹즈아
재생 다운로드
별 보러 갈래?
볼빨간사춘기
사춘기집Ⅰ 꽃기운"
559,찐만두두개,예전부터 느낀건데 바닐라맨이 진짜 음악성이 뛰어난거같아영 천재라는걸 실감
560,노논노가,"목소리가 그냥 아무거나 불러도 다 좋다.

봄처럼 상큼해진다. 뭘 불러도."
561,이연우,목소리가 넘 좋아여 :)
562,닉네임 없음,무슨노래든 음색이 다 똑같은 빨춘기
563,야채더미,"이 노래 표절인거같은데??????

후렴부분 나만 봄이랑 우연히봄 완전빼박!

20초부분
재생 다운로드
우연히 봄
로꼬, 유주 (여자친구)
아티스트 더보기
냄새를 보는 소녀 OST Part.2"
564,K-HOPE,다들 화이팅 해서 쭉~ 1위 지켜봐요!!!!!
565,무지1w128a,조아요 ❤
566,spring2051,진짜 좋다!!!
567,인둥이,그녀들이 오고있슴다 열스밍합시당
568,이승원,블핑팬인데 이노래는 진짜 좋네요 ㅎㅎ
569,야경속으로,"노래 참 좋네요..
벚꽃도 뭐고 다 필요 없오~"
570,탈퇴한 회원,아직도 이용자 수 100만 넘네 ㄷㄷ
571,독도리1,"너도, 봄☆

♤
봄봄&&"
572,탈퇴한 회원,계속 쭉 1위 가즈아~~
573,habaro,노래가 너무 이쁘다 넘 조아
574,rlawjddntkfkdgo,진짜 봄이 옴을 느끼게 해주는 노래❤️
575,SeWooo,이게 진짜지..힐링하고갑니다
576,9end.2out,"댓글 잘 안남기는데
띵곡이다 띵곡
설레네요~"
577,iama882,와 지금 햇살 따뜻할 때 들으니까 이게 힐링인가 싶음. 진짜 봄 오는 느낌..
578,EnNaSeng,킬링파트:딱붙어서~~
579,유e나,블핑도 막는 볼사!!!
580,나는흰둥이다,이번 앨범 뭔가 다른 앨범들 보다 다 가사가 잘들린당 노래 너무 좋앙요ㅠㅠㅠㅠㅠㅠㅠ
581,하태양,"봄에 듣기 진짜 좋아요 필수로 다운 해야하는 노래에용!! 남자 볼빨간사춘기!!
재생 다운로드
우리의 봄
KANU (하태양)
우리의 봄"
582,jp.p,이분들이 인기가 많아지긴했나보군 질투공격글들 보니
583,wlsah839,"오랜 기다림에 만난 곡
듣다보면 저절로 미소 짓게 되고 기분이 좋아져요
행복해지는 노래에요
정말 좋아해요"
584,doebfo,나만 봄보다 별보러 갈레 노래가 더 봄 노래 같다고 하시는데 어짜피 둘다 타이틀이니 상관없다는것! 노래 넘 좋다!
585,할머니3912,"이거 시작 도입부가 익숙하다 싶었는데,
GOT7 HEY랑 비슷하네...!
재생 다운로드
HEY
GOT7 (갓세븐)
FLIGHT LOG : TURBULENCE"
586,킹맥콜,뭐라는지 모르겠어서 가사보니깐 플라워 선샤인 완벽한 하루를이었네
587,화짱나,봄 햇살 맞으며 벚꽃 비 내리는 거리 걷는데 이 노래 들으니까 너무 행복하다
588,ki8695,노래 내주어서 감사합니다
589,JaysonTatum,"나만 봄 이거의미가 나만 그사람 본다는거랑
그 사람을 나만 바라보니까 나만 봄(계절)이라는 뜻 2가지
맞나여??
이거 땜시 짝사랑 하면 겁나 공감되는듯요ㅠㅠ
노래 좋아요"
590,노래노랭ㅇ,개조앙
591,낸내_,역시 일단 믿고 듣는다
592,ljh13027,아 노래 너무 잘나왔다
593,seraphic_00,"도입부 이거랑 비슷한거같당
재생 다운로드
하기나 해 (Feat. Loco)
GRAY (그레이)
grayground. 01"
594,얼짱명키,"요약하면 구걸신라충 일루미나티답게 다급히 인간상전들 앞에서 봄 타령하는 자리바꾸기 구걸용 발버둥에, 나머지 정상적인 인간상전들을 혐오하는 '다른 사람은 필요없다.'에 인간상전들의 진취성으로 세계에 기여한 일본에 대한 열폭성 자기혐오를 벚꽃도 필요없다고 드러낸 거죠?

곤충만도 못한 견쌍도이천년구걸족 종특이 물씬~❤️"
595,얼짱명키,[선플] 각본대로 만들어진 구걸신라충 일루미나티 주제에 너무 분수넘게 인간상전들 앞에서 봄 운운하네.
596,skgkdkfk,ㅋㅋㅋㅋㄱ
597,정영도,치.. 안나가
598,슈저이이,미칭 노래 개져아ㅠ ㅠ 기분좋다 봄이 왔구나~~~
599,Holyfuxxking__,왜 나는 맨처음부분에 음란마귀가 꼈는가
600,Vs원,살다살다 100만 넘은건 처음보네 좋으다...♡
601,딩슈,상큼하니 너무 조아용!!♡♡
602,물파스다마셔,그냥 좋다
603,하하하하하씨이바아아알,진쩌 노래 너뮤 좋아요 빨리 외워서 부르고싶다
604,황인범,매년 볼사노래는 신이랑같이만든건가. 비트랑 계절완전 어울리네
605,케라와잉,깍붙어서 |~~보길ㄹ다
606,케라와잉,애인적으로 딱붙어서 가 듣기싫다
607,꽃길만걷는달뇽탱,노래가 사랑스러워요~!!
608,느아아앙아앙,치유된다
609,진_수연,사랑이 뭔데 듣다가 이 노래 들었는데 도입부 감성이 비슷해서 노래 안넘어간줄 알았네요ㅋㅋ
610,omar1121,"가사가 너무 공감되서 좋아요ㅠㅠ
진짜 짝사랑하는 사람있으면 공감되는 노래 ㅠㅠ"
611,탈퇴한 회원,너무 좋음 ㅠㅠ 안지영 작사 어쩔
612,플로나잇,오래 기다렸지않녕 그거생각난다
613,BTOB_mellody._.,진짜볼빨간 사춘기 노래는 언제나 차트 정복 노래 너뮤 됴아❤️
614,오늘은어제의내일,딱부터서~
615,Daniel_cho,사춘기 소녀감성 그대로 계속 갑시다~! 응원해요♡
616,수호^^,"노래 너무 좋아요~~
상큼(?) 해요.
연예세포가 다시 살아나게 하는 노래네요...."
617,인텐션,노래진짜좋아요
618,규묭묭,왜이리 아무것도 안했는데 설레지 ><~
619,쵯지수,"노래 너무 좋다 ㅠㅠㅠㅠ
취향저격"
620,ll링크볼리ll,"아니 ㅋㅋㅋ
악플을 왜 거의 다 똑같은 사람이 다는데
볼빨사 깔려고 그러나 초반 도입부는 돌려쓸수잇어요ㅋㅋㅋ
다 초반 도입부는 만든 사람이 허락하면 너도 쓰고 나도 쓰고 하는거죠"
621,봉블리야,"도입 인트로 5초
재생 다운로드
사랑이 뭔데
서현진, 유승우
또 오해영 OST Part.3"
622,주약동고릴라,"볼빨간 좋은데 소속사에서 너무 혹사시키지 않았으면. 행사왔는데 진짜 가수라고 하기엔.. 못들어줄 정도의 목상태였음..
그날만 그런게 아니라 속속들이 들려왔었음 목상태 안좋다고... 롱런 해야지요 한철 뽑아먹고 목 맛가면 안되잖아요 ~~"
623,drch1360,"볼사 1위 너무 자랑스럽다~
항상 응원해~><"
624,봉블리야,"초반 인트로가 또 오해영 ost랑 너무 똑같은데;
곡 1절 끊기는거랑 2절들어가는부분이나
중간중간 오묘하게 수정해서 바꿔버린 느낌
근데..표절이라고 하기엔 딱 애매한 경계선을 지켜서 샘플링한 느낌이라고 해야되나..
인트로는 불과 몇초밖에안되지만 그 몇초의 멜로디가 그 곡의 좋고 나쁨을 가릅니다 엄청중요한건데..
들어보세요
사랑이뭔데-서현진,유승우"
625,탈퇴한 회원,이제 봄캐롤은 이노래다 ㅋㅋㅋ
626,고.자,우와 노래 개좋음!
627,IIIIISSSSSu,이번노래 개잘뽑았네 ㅇㅈ한다
628,남베리,여행 이후로 비슷한 노래 스타일 아니게 된거같은데? 노래도 좋긴 한데 솔직히 음색이나 창법이 거의 8할인듯ㅋㅋㅋㅋ 굿굿
629,whatever_you_do,이번 노래도 성공적..! 너무좋음 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
630,잠_,볼빨간 사춘기 노래 개인적으로는 좋아하지 않은데 이번곡은 진짜 괜찮네요! 잘듣겠습니다!
631,sjsi,영원히 딱 붙어주세요
632,NadiaCassel,갓빨간 사춘기 기다렸습니다!
633,짜냥하는여친,첫날부터 이용자 수 100만... 대단
634,평범한유저얌,"하....진짜 이 노래 들을때마다 너무 좋다..
매일듣는데도 새로운기분
역시 볼빨간사춘기 짱짱!!
계속 흥해라~~!^-^"
635,훈발롬,사랑해요 노래 진심 개좋앙ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
636,yonggary0525,"봄마다 들을 플레이리스트 추가요
설레는 봄노래 만들어줘서 고마워요"
637,Ubermcht,너무 좋은거 아니야?
638,hyo--ni,"얼마나 좋을까
좋아한다고 말하기가 무서워서
이부분 무슨노래랑 비슷한데 뭔지 아시는분"
639,보라빛향수,"볼사만의 감성은 따라잡을수가 없다
나중에 성인이 되서 10대를 생각할때 볼사 노래들 몇개는 떠오를거같음 이번 노래도 달달하고 좋아요!
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운"
640,ssumi9090,"항상 느끼지만
볼빨간은 보컬,멜로디에 비해
가사가 너무 유치하고
거기서 거기..
가사 진짜 못 쓴다"
641,맘에쏙들어,볼사 누나들 덕분에 올해 봄이 너무 행복할 것 같아요ㅎㅎㅎ 노래해줘서 고마워요!!
642,재현아제발결혼하자,안지영 진짜 잘 짓는다......ㅠㅠ 나만 봄이 이중의미네 진짜 대박 ㅠㅠㅠ
643,yci,볼사 노래는 안좋은 노래가 하나도 없어...봄에도 정말 잘어울린다ㅠㅠㅠ앞으로 더더 승승장구 했으면 좋겠구 남이 뭐라하든 볼사 하고싶은대로 맘껏해!!
644,duswo3804,"믿듣볼!!♡ 우주를줄게 발매 했을때부터 신곡 꾸준히 들어왔어요!! 좋은노래 고마워요! 열심히 활동해주세요!!♡
볼사 사랑해요♡♡"
645,낮눙,노래 진짜 개좋다ㅜㅠㅠㅠㅠㅠㅠㅠㅜㅠㅠㅠ 이거 듣느라 공부 못하는 중ㅜㅠㅠㅠㅠㅠㅠ
646,탈퇴한 회원,바보 선샤인??.. 저만 이렇게 들리나요?? 그 와중에 노래 넘나좋다
647,탈퇴한 회원,135
648,으아그아앙,와 타이틀곡이 3개네.. 신기하다!! 노래 좋아요
649,중앙경찰학교,ㄹㅇ 개띵곡 볼사 음색이 봄에 잘어울리는듯
650,앗살라말라이큠,ㅋㅋ 댓글들 개더럽네 팬코부터 비공테러까지; 얼마나 질투나면 ㅋㅋ
651,omar1121,노래 가사가 너무 예뻐요 ㅠㅠ
652,채워니2020,노래가 다 비슷비슷
653,앚엑,에휴...비추부터 악플까지 다양하다..첸 노래 좋은거 누가 모르냐...나도 첸 좋아하는데 이건 아니잖아...1위 못 해서 글케 ㅂㄷㅂㄷ거리면 니네가 스밍을 열심히 돌리세요^^ 어떤 사람은 볼사랑 팬맺어놓고 어떤 사람은 첸 노래 듣지도 않고 이럼;;
654,탈퇴한 회원,134만
655,대진이왤케많아,딱 붙어서어~
656,txemin,노래개조티 ㅠㅠ
657,재민아밥먹어,노래 완전 달달하고 맘이 간질간질 멜로디도 ㅈㅏ꾸 흥얼거리게 되는게 완전 명곡이당
658,YEYOON_,와아ㅠ넘 좋아요ㅠ♥
659,Bostonmit,130만 미쳤다 ...
660,꼬부기예링,"""나만 봄~"" 이 파트 듣고 역시 띵곡이구나 말하게 만들어버리는 갓볼빨사"
661,지예ㅇ,ㅎㅇ요
662,탈퇴한 회원,왕! 좋다ㅎㅎㅎㅎ 벚꽃 보고 있는 기분 쿨럭ㅋㅋㅋㅋㅋ음색 진짜 압살이네 볼사는ㅋㅋㅋㅋㅋ
663,Cafferatte,노래가 살랑살랑하이 좋구먼 허헣
664,황인범,아시ㅂ 진짜 나만봄이네 ....
665,대가리깨져도송형준,실화냐 ㅋㅋㅋㅋㅋ
666,luving_hyun56,노래 진짜 개 좋다 앨범 언제나오나 기다렸어요ㅠㅠ
667,지구젤리인싸템,이젠 그냥 믿고 듣는 볼빨간사춘기
668,scrrim,볼빨간도 벚꽃연금 가즈아
669,아무일도없엇당,"내가 아는사람 얘기해줄게
재생 다운로드
아는사람 얘기
San E
'Not' Based On The True Story"
670,남권,뭔가 봄에하는 오해영같은 그런 달달한 드라마에서 나올듯하당 너무좋네
671,doebfo,"나는 왜케 볼사가 좋은걸까? 넘 좋은곳
볼사 곡 나오면 타이틀 말고도 다른곡도 다 다운받고 듣는데 엄청 다 좋음! 이번 엘범도 좋다!!"
672,Miracle_Buddy,지붕킥 5회 지렸다 진짜...
673,탈퇴한 회원,이용자수 120만명 돌파 ㄷㄷ 역시 대중픽
674,효나비나,차트미쳤당...!!!!!!!
675,명곡저격수,"봄 버전 ♡
재생 다운로드
좋다고 말해
볼빨간사춘기
Full Album RED PLANET 'Hidden Track'"
676,XXXTentacion-,씽나 ~ 나만 씽나??
677,lIllIlIIIIl,믿듣볼
678,Gkstlove,볼빨언니들 목소리는 상큼한 딸기케이크같아...노래 들을때마다 좋아하는 사람한테 고백하고싶다
679,Jinwooking,선 좋아요 후 감상
680,지너,"나만, 미세먼지?"
681,shinelp,넘모 조아요 오홍홍
682,KSJ00,요즘 이별 노래 밖에 없어서 봄 느낌 없었는데..역시 볼빨간사춘기~~봄 느낌이 나는구나. 막 설레~
683,보글뽀글1,딱 붙어서~~ 이부분 너무 좋다..
684,마음가는대로_,누가 들어도 볼사 노래당
685,녀이녀이,아 진짜 노래 너무좋다ㅠㅠㅜㅠㅠㅠㅜㅜ
686,Seesaw.,볼사ㅠㅠ 오랜만이라 더 좋다...봄에 좋은 곡으로 와줘서 고마워요
687,tes07124,반주나오자마자 다운받았다
688,baby_s_vely,미쳤어..
689,승쓰__,따뿌터서어어~♬
690,YUJIN1227,오빠 차트 떨어져서 어떡하냐 ㅜㅜ 할 줄 아는거라곤 악플밖에
691,엄씨몽.,가장 볼사스러운 노래라서 가장 좋은듯! 나만 봄~
692,탈퇴한 회원,"Officially missing you - Tamia
곡과 후렴부분 코드체인지가 같아서 자꾸 들리네요"
693,May_S,미쳤다.. 진짜 좋잖아!!
694,방뚜방뚜,"선댓후 5곡 다 듣겠습니다 ㅎ
볼사 화이팅!"
695,01.S.Y,이젠 봄에는 이 노래군 ㅋㅋ
696,bright0100,"노래 너무 좋은데 갑자기 울컥한 게 올라온다ㅠㅠㅠㅠㅠ
슬픈데 애써 밝게 지내려 하는 느낌..
이런 노래가 젤 좋다"
697,lililliilliil,믿고듣는다 ㅠㅠㅠ
698,음악이좋다오,ㅋㅋㅋㅋㅋㅋㅋ비추충들 지금 자기 오빠 노래가 순위 더 낮다고 비추누르면서 부들대는거 봐라 ㅋㅋㅋㅋㅋㅋㅋ어쩌니 볼빨간사춘기 노래가 좋은걸 ㅠㅠ
699,워너원좋아함,노래 진짜 좋네요
700,99정지희,귀호강 ㅠㅠㅠ 녹아내리는중 ❤️
701,DPRLive,줫 병 -신들 지네 오빠 누나들 차트에서 떨어지니까 얼굴 홍익인간 되서 억지로라도 껀덕지 하나 잡아서 선동하는거봐라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 더 떨어 지길 기원합니다
702,최강현,볼빨간도 볼빨간인데 바닐라맨은 대체 얼마를 버는 거냐
703,갓이유__,와 역시 다 꺾고 1등 찍어버리네!
704,수수민수깡,와 노래 진짜 좋다
705,Axiyo0516,너무 좋으니까 매년 봄될때마다 역주행했음 좋겠다 볼빨간 사춘기 사랑해요~~!!
706,amyvely,"꺄아아아ㅏ아앙 마음이 간질간질 해진당 ㅎㅎ
좋은곡 감사합니당:)!
출근길에 들으면 나도 몰래 콩콩 스탭밟을듯한 노래 :)!"
707,시즈니와미라클,너무좋다 ㅜㅜㅜ
708,fjqm1199,오피셜리미씽유 아는사람얘기 우연히봄 등등등 이 코드로 쓴 노래 셀수없이 많으니까 어디서 들은것 같은데 하고 표절 소리 하지말긔~
709,달달무슨달쟁반같이둥군달,노래 진짜 좋다ㅠㅠㅠ대박ㅠㅠ
710,민지_b_b,첨부분 그레이 하기나해 인줄 알았따
711,흐잇짜아,4월 음원경쟁 볼빨간사춘기님이 제일 무서움~~이번에도 너무 좋으네요~
712,윾리둥절,볼적볼
713,엉엉ㅀ,볼빨간사춘기 진짜 간질간질한 음악 독보적이다b 게다가 프로 작곡러
714,wellseetoto,보컬빨..
715,윾리둥절,24시간 이용자수 폭발할듯 ㅋㅋㅋ 얼마나 나올라나
716,so-daily,"작사,작곡 미쳤다ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 지영님 노래 정말 힐링되고 아침에 딱 들으면 저절로 미소지으면서 출근하게되요 흥얼흥얼"
717,강.경민,최정우 사랑해
718,새벽별30,나만봄
719,대가리깨져도송형준,진짜 존11111111111121111나 좋네 씨111111231111121발 욕이 절로 나와버리네;
720,GwakDDo,진짜 존222나 좋네 시이12발 욕이절로 나와버리네;;
721,이수욕하면뚝배기깸,"벚꽃도 뭐고 ->이부분
벚꽃이고 뭐고,벚꽃도 뭐도
이렇게 고쳐야되는거 아님?
벚꽃도 뭐고 약간 뭔가 어색하지않음?"
722,PCSJA11,"지나가는 엑소엘인데 역시 믿듣입니닿ㅎ!ㅠ
볼빨간사춘기 노래 1일1듣하고 있은데 이번노래듀 넘 좋아ㅏ유ㅠ 대박나세뇨❤️"
723,탈퇴한 회원,"사랑해요 언니들,,,,,,"
724,tmftmftmftmf,♡♡♡
725,nooooop,"요즘 멜론 줄서기 없으니 들을곡도 많고, 좋은 곡도 많이 알게되고 너무좋다"
726,지욤아,와 타팬덤이지만 볼사는 인정하지않을수가 없다.. 노래가 너무좋아
727,양은규,노래 나올때마다 멜론을 점령하는 볼사....당신들은 도대체......
728,더블-트리,우리 동네는 벚꽃 벌써 다 떨어졌지만 그래도 괜히 공원 걸으면서 들을 듯ㅋㅋㅋ
729,aapp419,6시부터 반복 재생하다가 딱 한 번만 더 듣고 자야지 하다가 벌써 두 시..^-^
730,cjstkvb,노래 너무 좋다아아
731,gamsungchoong,근데 노래나오고 바로 1등하는 사람들 보면 진짜 대단한듯
732,하하하하하씨이바아아알,와 노래 너무 좋아요.....!!!
733,나는이안,선하트 후감상
734,Wilpainting,"나만,봄 들으면서 떠올랐던 기억이 두사랑 들으면서 떠올린기억이랑 비슷하게 떠오르네
재생 다운로드
두사랑 (Feat. 매드클라운)
다비치
두사랑"
735,송맹하,이야 노래 죽인다
736,Love_,드디어!!!
737,감성돋이,새앨범 나왔네요 노래좋다~~ㅎㅎ
738,세르히나,"들을수록 너무 좋아요!!
재생 다운로드
Spark (Feat. DONO)
JADE KEY (제이드 키)
Hard Mode"
739,Melodrama,"후렴구가 너무 비슷...
재생 다운로드
Officially Missing You
긱스 (Geeks)
Officially Missing You"
740,9416_.,하여튼 사람들 말 한번 예쁘게 못해서 안달임; 싫으면 안들으면 되지 얘네는 우리 많이 들으라고 노래 하나하나 애써서 만들었을텐데 고작 듣는 말 하고는 진짜
741,임현식내꺼,사랑해 볼사!!!!♥️♥️♥️♥️♥️
742,hutazone0721,너무 좋아!!!
743,어메쥬,도입부 장인ㅠㅠ .
744,딩유3,좀 의심되는데..
745,부먹이진리지,볼사는 원래 나올 때마다 1위였어여~~사재기 늘어나니까 원음원강자가 오해를 받네ㄷㄷ
746,kashy,볼빨간 사춘기 화이팅 !!!~
747,통장스틸,차트계속바뀌는 것 봐..왕
748,뚠뚠-박자,볼사 최고야.... 역시 음원강자님들 사랑해요♡
749,1.bin_,우리 학교 축제 때 왔었는데 라이브가.. 기대를 너무 많이 했나봐요
750,tkfogo2,"생일에 볼빨간 사춘기 노래라니
너무좋아"
751,rnjsgj,나만 오프닝에서 사랑이 뭔데 노래 생각남?
752,nOtsObAd,"officially missingyou 샘플링인듯..?
전혀모르다가 다끝나고 후주나올때야 알았네요"
753,Hyungjoon673,볼태식이 돌아왔구나ㅠㅠ
754,dbscksdud00,볼사는 대중픽
755,행우니니니,진짜 볼사 노래 너무 좋아요ㅠㅠㅠㅠㅠㅠ 요즘 딱 제마음같은 노래네요
756,Heyoulove,노래너무예뻐요ㅠㅠㅠ
757,또향쓰,볼사다 ㅠㅜㅜㅠㅠㅠㅠㅠㅠㅠㅠ
758,2재빈,헉 1등하셨네요 어느 노래던 항상 좋은노래 들려주셔서 감사합니다 이번 봄에 잘 들을게요 이쁘세요
759,탈퇴한 회원,직시작곡 다 안지영❣ㅜㅜㅜㅜ 진짜 능력 갑...
760,xoon.a,비공테러 언년이냐진짜 ㅋㅋ
761,mshhjj,"1등이다 ㅜㅜㅜ 컨셉이 너무 좋다
콘서트 재밌게 보고올게요 좋은곡 내줘서 감사해요❤❤❤"
762,앚엑,목소리가..진짜..너무 이쁘다..
763,ki213y,거의 힙합만 듣다가 차트1위에 있어서 들어봤더니 신세계네..
764,ooper12,진짜 노래 너무 좋잖아요...ㅠㅠㅠㅠ❣️
765,운즈ssss,"곡 1,2,3위 퍼팩트킬가자!!!"
766,molommlon,ㅠㅠ 사랑해요 이제 고등학교 첫시험이 곧 시작인데 이 노래 듣고 힘내서 시험 잘 볼게요!
767,앗살라말라이큠,목소리 녹네요..! (๑ ̆ꇴ ̆๑)
768,사랑해taco,ㅋㅋㅋㅋㅋ비공테러 오지네 누구팬들임
769,임한솔,역시 믿듣볼사 이번 노래도 넘나 좋은것 ㅜㅜ❤❤❤❤❤❤
770,크레이프케잌,볼사가 돌아왔다!
771,탈퇴한 회원,생일날 볼사 컴백이라니 너무좋네요
772,사랑___하자,볼빨간사춘기는 진짜 노래 나오는것마다 듣는거같네 음색 진짜 좋고 내년 봄에도 들을거같다ㅠㅜ
773,멋지게살자100,방금 라이브원 보고 또 들으러 온사람! ㅎㅎㅎ
774,hangumylove,아니 우지윤? 그 분은 왜 파트가 없는거지?? 우주를 줄게 이후로 단독 파트 있는 걸 본 적이 없는 것 같음.. 이럴거면 그룹으로 하지 말던가; 쇼케이스 때도 안지영만 비추던데 보기 좀 그럼;
775,Miracle_Buddy,1위가 되고나서부터 댓글 비추쟁이들 늘어나는거봐라 ㅋㅋㅋ 니들 노래만 1위하라는법있니?^^ 니들 수준이 딱 그런거야^^
776,류가장,"처음부분 이노래 생각나면서 추억에 젖는느낌~~ 좋네요
재생 다운로드
쿨밤
슬리피, 송지은
쿨밤"
777,기부니가조아욧,너무좋아요 안지영 최공
778,이름없음.1,볼빨간 사춘기 노래는 늘 좋은듯
779,권민철,"영주 자랑스럽다 ㅎㅎㅎ
안지영 누나 꿀 보이스
믿고 듣는 볼빨~
Up
Up
Up
Up"
780,KANG__E,딱 붙어서~~~ 할 때 너무 좋다
781,sin_s__h,귀가 녹았어... 노래 너모 좋아ㅠㅠㅠㅠ
782,버디린,"나만, 봄! 이 곡이 정말 대박이네요❣
볼사하면 떠오를 수 있는 정말 밝고 예쁜 노래!"
783,아이유-사랑해,"나만,봄 노래 너무 좋아요~ 이제 완전히 봄이 되면 매일 들어야겠어요!~
물론 지금도 들어야죠!~"
784,난너의구찌,"이거 안들어 보신분 들어보세요ㅠㅠ 이것도 띵곡임
재생 다운로드
나의 사춘기에게
볼빨간사춘기
Red Diary Page.1"
785,마멜공주님,역시 이 곡이 1등 ㅠ ㅠ
786,DIFF.wendy,"이 노래도 좋은데 많이 안 알려짐ㅠ
재생 다운로드
사랑에 빠졌을 때
볼빨간사춘기
Full Album RED PLANET"
787,earlymap,ㅎㅎㅎㅎ
788,TAYRING,커버가존니이쁘다..
789,청귤조아,볼사님 진짜 사랑해여
790,ㅇ하현,비추 누구냐 ㅋㅋㅋ 개웃기네 노래 좋고 좋은 말들만 하는데 비추함... 찌질이들
791,doebfo,드디어 볼사 나왔다! 1위 가즈아!
792,spring2051,넘 좋다
793,Nuoyagmik,와 진심 노래 개좋다
794,치즈케익두조각,1위 축하드립니다!!
795,boI4,1등 개꿀딱
796,불속성,ㅋㅋㅋㅋㅋㅋ 뮤비 활 맞는거 왤케 웃기냐 진짜 노래 너무 좋다
797,skskakkdksksk,역시 1위는 볼사다.. 내는 노래마다 완벽하다
798,welo위로,봄을 위한 봄생각 나는 예쁜 노래
799,쨔쓰-,볼사는 진짜 봄이랑 찰떡이네..
800,Miracle_Buddy,10시 예측 1위네요 ㄷㄷ
801,35815,음원깡패 컴백~
802,Skyrocket,"노래 스타일이 너무 똑같아 단조로움!
지겨워요!"
803,이수욕하면뚝배기깸,진짜 안지영 목소리랑 창법 사람미치게함
804,퓨쳐밝음,믿고 듣는 볼사
805,사그춘냥기,노래 너무 좋다~
806,딸기잎꽃말,돌아왓구나 볼태식이~
807,무지무지무지무지개,봄 실감 안났었는데 이 노래 들으니까 확 드네ㅋㅋㅋ또 시험때문에 꽃구경은 못해도 노래로 또 봄타겠다...
808,옼킼알겤엨,사랑해 ㅠ
809,뉙넴임임미다,"좋아 좋아 좋아 좋아
그런데 이번에도 우지윤님은 ㅠ...?"
810,경래K,음색이 봄하고 너무 잘 어울리는거 같아요.. 이번 봄엔 뭘 듣지 고민했었는데.. 해결 한거 같네요 ㅎㅎ
811,김광현,아무 생각 없이 들어도 웃음이 절로 나게 만드는 목소리 정말 진짜 행복해
812,Seed._.,좋아♡ 이러는거같아요 너무 예쁜 곡..
813,ㄹ-록시땅-ㄹ,내일 아침에 일어나서 보면 1등이겠죠? 1등 안 해도 좋아 노래가 너무 좋잖아
814,기조수.,가뜩이나 차트 빡센데 볼사까지 ㄷㄷ 들을 음악이 엄청 많네
815,SeriousBug,듣다보면 뭔가 들뜨고 설레는 기분이 듦
816,탈퇴한 회원,너무 좋긴한데 어째 노래가 다 비슷비슷함.. 자주 듣긴 할듯!
817,바람이휘인휘인분다,역시 봄은 볼빨간사춘기야 ((주르륵
818,띵곡을들으면울리는벨,머리가 띵!
819,qwer123ty,너네도 연금타게?
820,탈퇴한 회원,음원킹이 돌아왔다
821,개살구스,곧 아이돌 전쟁터가 될 멜론 차트에 한줄기의 빛이 내려왔으니...! 볼빨간 사춘기 쭉쭉 올라가자!!!
822,jiun222,와...미쳤네 너무 좋잖아..❤️
823,초로기,와 앨범 이쁘다 목소리도 이쁘다ㅎㅎ
824,다슬기슬기다슬기,오~~~ 요즘 나오는 곡 다 좋네~~~
825,동해서해남해방탄사랑해,노래 짱좋아요 ㅠㅠ 1위가자!!
826,베지밀마차,"미뗬고 행님덜~~ 볼빨 ~~
닥치고 스트리밍 고고씽!!"
827,슴덕후,믿고든는 볼사~~ 노래 넘 좋아요❤️
828,bibba,너무 좋아요 너무 너무나
829,ㄹ-록시땅-ㄹ,너무 오랫동안 기다렸어요ㅜㅜ 노래 좋아요❤️
830,지뽀니,기다렸어요ㅠㅠ귀호강은 역시 볼빨❤️
831,검은헤드셋,꽃기운 맡으며 듣는 봄의 노래
