,melon_id,댓글
647,ha0933,장범준이 실은 벚꽃이 좋아서 쓴게 아니라 벚꽃필때 벚꽃땜에 많은 인파와 그로인해서 좋아하는 연인과 데이트를 잘 못해서 쓴거라던데요
648,기간제_26481,때가 됬다
649,쿠크다스바삭,존심이 있는데 장범준한테 질순 없지 올라가라
650,HuUuU,멜론 기상청곡
651,탈퇴한 회원,슬슬 올라오는구먼ㅋㅋㅋ
652,탈퇴한 회원,"벚꽃엔딩 들으면
3년간 애인 안생긴다는 썰 있어요~~~ 조심하셔야돼요~ 걍 듣지마세요 !!!!!!!"
653,찬혁쒸,봄좀비.. 봄연금... ˃̵͈̑ᴗ˂̵͈̑
654,깨비깨비도깨비-,벚꽃이 피다
655,오ㅓㅈ,꽃 피면 더 많이 올라올 듯
656,svin,올 때 됐다. 올해 봄도 잘 부탁드려요
657,덩덩덩2,대박 66위 ! ㅋㅋㅋㅋㅋㅋ
658,그러다밥이찾아오면,흩날리는 먹꼰니피~~
659,내고향은_엔CTiy,몰랐던 그대와 단둘이 손잡고ㅠㅠㅠㅠㅠㅠ 가사 너무 설렘
660,Happy_Sad,벛태식이 돌아왔구나ㅎ
661,창모아내,올해도 역시나 듣게되는노래...
662,어른이다까불지마,벚꽃좀비 컴백
663,고칠수없는병에걸렸어,매년 들을 때마다 다른 느낌으로 설렘
664,GF_럽친,벚꽃 들어왔다하핰ㅋ
665,전Do엽,이번 봄엔 장범준 앨범도 나와서...진짜 잘벌겠다...
666,나는야_인간,왘ㅋㅋ 안녕? 오랜만이야 이번 봄에도 이 노래는 내 스밍목록에 ㅋㅋ
667,ㅈㅎㅇㅉ,"제목마저 잘 지었다 벚꽃 추억 , 벚꽃 이런 식으로 지었으면 감흥이 덜 했을 거 같음"
668,sum441,중3때 점심시간이 지나고 봄에는 항상 그대여~로 시작했지
669,바수늬,올라올 때가 됐는데...!
670,둠바_,꼭 봄이 아니여도 주기적으로 듣는노래 들으면 그냥 마음이 설레고 행복해진다
671,루우드으,내 20대의 시작을 이 노래와 함께 했다는 것 만으로도 충분히 따스한 노래. 훗날 내 아들 딸이 아빠의 대학생활은 어땠어? 라고 물어본다면 조용히 웃으며 들려줄 노래. 벚꽃엔딩을 듣고 건축학개론을 보던 내 스무살이 그리울 때마다 다시 들으러 와야지.
672,Eisenhower,"노래가 좋아 그때를 기억하는지, 그때가 좋아 노래를 기억하는지 정확히 알 수 없지만, 어느 봄날 눈부신 그대화 함께한 기억은 이 노래처럼 따스하네요"
673,꿀꽈배깅,슬슬 올라올 때가 됐는데
674,이아르미이,올해는 좀 더디긴 한데 벚꽃피면 확 올라올듯
675,오랜방황의끝-,"봄에는 역시
이 노래 만한 곡 없다
장봄준 갓갓갓
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집"
676,필립스군,벚꽃연금 가즈아
677,이래도그냥지나갈꼬야,좀비인가
678,짜잔형형,이때 사귀던 남자친구가 이노래 들을때마다 생각난닼ㅋㅋㅋ 이미 그후로 남친이 3명은 바뀌었고 걔는 결혼까지했는데 미련같은건 아니고 그냥 노래가 추억을 담고있는 느낌?? ㅠㅠ 그래서 잘 못듣다가 또 매봄마다 찾고있음 ㅋㅋㅋ
679,wisely.,봄바람 휘날리며어~~~
680,메리워드_,범태식이 돌아왔구나! 탑100 재진입 환영이다
681,mentisshrimp,캬 돌아왔구나 범준식이
682,중2벤쿠버,흑우들 또 범준이 연금내주냐?
683,7존예진4,벌ㅆㅓ 생각나고 지롤이네 ... 하아
684,백치.,멜론 실시간 차트 100곡 듣고있었는데 니가 왜나와 ㅋㅋㅋㅋ
685,쌈자와의3자대면,"ㅋㅋㅋㅋ 밖에나가면
슬슬 들려오기시작함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
무섭다"
686,즐기자LIFE,대학생활 때 한창 함께 했던 노래라 너무 좋다. 이만한 봄노래 찾기도 힘들고 수록곡도 다 좋음. 한번 듣고 흘려보내는 유행곡이 없음
687,J이홉,미세먼지 때문에 옛날에 이노래 들을 때 그 느낌이 덜난다ㅜㅜㅜㅜ
688,탈퇴한 회원,또 왔네 왔어
689,CBYB,그냥 봄 그 자체
690,ESPER_,ㄹㅇ 벚꽃좀비 벚꽃연금 ㅋㅋㅋㅋㅋㅋㅋㅋ
691,침딩침딩,솔직히 훗날 봄이 없어져서 노래로만 회상하는 날. 금방 올 것같아서 무섭다
692,조우현,우리나라 노래 역사상에 5년연속 연간 차트인은 유일할듯
693,athanasia,봄에는 봄이라서 듣고 여름에는 지나간 봄을 그리워하며 듣고 가을에는 날씨가 비슷해서 듣고 겨울에는 곧 다가올 봄을 기다리며 듣는 노래.
694,nscrane,아 벚꽃 핀다니까 또 찾아 듣는다 ㅋㅋㅋㅋ 이 노랜 진짜 평생갈듯 ㅋㅋㅋㅋㅋ 거리에서 노래 틀어주면 봄임 ㅋㅋㅋㅌㅋ
695,mi_to_the_mi,헐 이게뭐야 벌써??!!!!
696,한글영문숫자1,진짜 이만한 봄노래 없는거 같다 전주만 들어도 봄이야ㅋㅋ
697,흥서리,봄 되니까 또 생각난다ㅋㅋㅋ
698,Seminy,장범준 공무원 on
699,moha_,"벚꽃 엔딩만큼 봄 하면 연상되는 노래가 또 나올까..
날씨 그지같아도 이거 들으니까 봄이 온 것 같다ㅋㅋㅋㅋ"
700,PanTech,차트진입 나이스
701,찬찬0615,몇년째 매년마다 차트 진입이냐ㄷㄷ
702,내청춘은엑소,차트 올라왔다....연금이 휘날리며~ 진짜 효자곡이다
703,침딩침딩,봄이 왔는지 확인하고 싶으면 차트에 이 노래가 있는지 확인해라
704,왕개박개가최고지,돌아왔구나 벛태식이
705,그저빛-,시작인가..
706,박.찬혁,"좀비,."
707,RaspberryM,이런 효자곡을 다 봤나 ㅋㅋㅋ
708,H2O12,"도입부만 들어도 두근두근
봄이 좋다"
709,nrnrhfbd,또또 올라오기 시작한다...ㄷㄷㄷ
710,HLKD,도입부 그대여 너무 좋다 진심
711,Painter_Kang,역사에 길이남을 명곡. 봄만 되면 생각나는 곡.
712,tae_ook_0111,다시 차트 올라오는 그는 대체..
713,야나두야너두,이노래 나올때 초5가 올해 수능.....근데 120위권 Holy....
714,우아한.프라다,미세먼지만 없었으면 벌써 떡상했을 노래
715,Siskin,미세먼지 땜에 온국민이 나들이 갈 생각을 못하니 이 노래도 연상되지 않는거 같네. 나들이 가던 차에서 이 노래 틀면서 밖에 벚꽃 없어도 풍광보는 재미를 떠올리지 못하는 날씨라니
716,수숫구굿,이제는 역주행기세가 확실히 약하네요
717,Kanu..,"324,120++"
718,야나두야너두,"꽃길을 깔으테니, 즈려밟고 올라가시지요."
719,RRBRV,벚꽃 엔딩 다시 1위 가즈아ㅏㅏ~~~
720,김현우,2019년 에도 듣고 있다 ✋✋
721,보랏길만걷자,올해도 올라오나요~~~
722,Hoiiiii,그대여 그대여 하는 순간부터 마음이 울렁울렁 이 노래가 봄이란 단어 그자체 평생 자자손손 연금 타드실듯요 ㅎㅎ
723,필립스군,벚꽃연금 올해도 가즈아ㅏㅏ
724,whatever_you_do,스..믈...스..믈....
725,쏘님_,차트인ㅋㅋㅋ 99윜ㅋㅋㅋ 올라간다점점!
726,HGONY,슬슬..
727,탈퇴한 회원,올해도 어김없이 찾아왔어요
728,지옥으로꺼져,"이 노래가 봄인가 봄이 이 노래인가
노래 자체가 봄이 된 느낌ㅋㅋㅋㅋ"
729,timberhouse,"군대에서 엠넷만틀면 나오면서 내 마음을 싱숭생숭하게 만들던 노래가

밖에서 더 고통스럽게 들린다...."
730,20something_,4월초에 서울가려는데 벚꽃명소 추천해주세요!!
731,다슬기슬기다슬기,봄 킹 돌아온다~~
732,moonlight_929,"벚꽃이 핀걸 아는 법
일기예보X 벚꽃엔딩이 차트에 있는가O"
733,moonlight_929,"시청앞에 벌써 벚꽃이 폈던데
이 노래도 다시 차트 상위에 올라갈 때가 왔구나"
734,침딩침딩,곧 차트 상위권으로 진입할 곡입니다
735,ERIOL,어제 최고 순위 113위.. 곧 올라오겠네 후덜덜
736,오딨니오딨니오딨니,"미세먼지 가고 벚꽃 엔딩 와라오라ㅏ로아랄라
곧 차트에서 볼듯ㅋㅋㅋㅋ"
737,mygu9001,스물스물 올라간다
738,망고요거트화이트펄,아 진짜 봄 별생각 없는데 이거랑 비투비 봄날의 기억 들으면 진심 따뜻한 날에 밖에 나가서 뛰어댕기고 싶음
739,주선광,벚꽃이 좀비인지 좀비가 벚꽃인지!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
740,주선광,그대여~ 그대여~ 그대여~ 그대여~ 그대여~ 이렇게 바람이 서글피 부는날에는!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
741,호에애엥,봄태식이 돌아왔구나
742,탈퇴한 회원,올해도 어김없이ㅋㅋ
743,nmn18,벚꽃좀비 지려버리네ㅋㅋㅋㅋㅋㅋㅋ
744,띵떙뜡,ㅁㅊㅋㅋㅋㅋㅋ 92위
745,딸기잎꽃말,봄이 왔습니다 벚꽃엔딩은 고개를 들어주세요
746,밍쮸밍,또 올라왔네ㅋㅋㅋㅋㅋ
747,히위얼,오셨군요....ㅋㅋㅋㅋ
748,꺼져라사재기,역시 벚꽃엔딩 올해도 차트인
749,403101k,좀만 있으면 이노래 들리겠네
750,BB_GUSTLR,슬슬 날 풀리네 봄이닿ㅎㅎㅎㅎㅎㅎ
751,레몬느아이스티,이번 년도 출첵
752,무칭개,설레여요~~
753,Thumbsup,날씨 풀리니까 생각나네
754,I_MODA_U,미세먼지 휘날리며~ 흩날리는 중금속이~
755,언.제.나,오랜만에 하늘도 파랗고~ 봄 노래 듣고 싶어져서 벚꽃엔딩 들으면서 걷는데 너무 좋네요~
756,박경오,"봄이왔나보다.
자연스럽게 다시 찾아듣게되는
벚꽃좀비.."
757,판타지너블,봄에 이 노래 안나오면 봄이 아닌거 같애
758,l캉테l,미세먼지 때문에 봄느낌이 안나서 차트인이 늦는것 같음..
759,땅휴니,벚꽃 좀비 가자
760,꿈과책과힘과벽.,듣기만 해도 설레인다..마법 같은 곡
761,I_Love_You_3000,올해부터 다시 연간차트인 하길
762,사황-킬러조-,크으 좋아요 32만개
763,BJ성배1,저기 지금 봄 인데 실시간차트 1순위 올려주세요
764,리스너즈,"봄이라서 틀어봤어요. 이제 봄은 짧아지고 봄마다 오던 황사는 이제 미세먼지가 됐네요.
미래세대는 진짜 봄을 이 노래로만 느낄 수 있을지도 모르겠네요...."
765,FlyingPig7,이젠.. 황사 엔딩이다..
766,jejudong,현재 124위 가즈아
767,1999yule,"내가 노년이 되어서도 청춘을 떠올리면 이노래가 생각날 것 같다. 언제 어디서든 벚꽃엔딩을 들으면 그 날, 봄처럼 생기있고 해맑고 순수했던 그날들이 떠올라서 잠시나마 웃게 된다. 8090 세대들의 청춘을 회상시켜주는 노래."
768,쩡이쩡이93,"슈돌에 장범준씨 나와서 노래가 생각이났어요❤️
역시 좋네요~ 벚꽃엔딩 ~~"
769,besternt,봄이 오려나보다.
770,하앞,곧 차트에 오르겠넹
771,Camarero,아!!!! 다시 봄을 맞을준비를..
772,막내같은리더,"어제 차트 순위 124위 슬슬 올라온다
봄이구나"
773,Soyeony,와 진짜 언제까지 휩쓸까..? 이만큼 봄을 표현한 노래는 앞으로 안나오겠지?
774,daisyyyy,내 스무살 생각난다 돌아가고싶다
775,Lazenca,연금시즌인가요?
776,조리퐁우유맛나,다시 시작인가♩♪ㅇ
777,kxokxo__,"어제자 124위.
곧 봄이라는 증거."
778,일서진,"어김없이 찾아오는 봄
미세먼지가 많아도 오랜만에 봄이 오는게 좋고 설렌다
전역하고 처음으로 맞은 2012년 봄처럼"
779,Wooi,미세먼지엔딩
780,minminv,벚태식이 돌아오는구나!
781,이아르미이,오늘 강변 엔터씩스에서 듣고와서 또 듣는중. 봄이 왔다
782,mr.hsssi,"문득 이 노래가 생각나면 봄이 온거임
그냥 봄임"
783,IV1iN_su,돌아왔구나
784,마헬메,슬슬 온다
785,Blueblues,봄이 왔다!
786,musikbox,128!
787,GF_럽친,이 곡 하나로 얼마를 버는거야 장범준씨는...
788,탈퇴한 회원,벚꽃좀비 또 온다..
789,nunu._.,드디어 다시 재생목록에 넣었습니다..
790,W96NG,이 노래는 잊혀지지않는다..
791,minminv,163 차트인 가즈아ㅋㅋㅋ
792,시현이이이이이이,이제 100위 안으로 들 때가 온다 ..
793,andrewpsw,163..점점올라간다..
794,More_as_TWICE,벚꽃 연금 최대의 적 : 벚꽃 구경 의지를 상실케하고 맑은 봄 날씨를 흐리는 미세먼지
795,당신은내뮤즈,또...온다...스멀스멀..
796,클라우드군,슬슬~~ 또 그때가 오고있다
797,민재노래듣는다잉,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아좋아
798,미로미롱,또 올라온다 또
799,전설의이름,스멀스멀
800,20.08.21.,벚꽃좀비여.. 출동 할 시간이다
801,이동구,역대 스트리밍시간 946년쯤 되서 고려시대부터 듣는셈입니다
802,kirkland.,"여러분! 3월의 첫날..
3•1 운동 100주년..
2019년 3월 1일입니당!❤
올봄도 벚꽃엔딩으로 행복하게,
향기롭게 보내세용!!!"
803,손선.,진짜 이것보다 봄을 잘 표현한 노래가 있을까? 듣기만해도 벚꽃잎이 가로등 밑으로 사르르 떨어지는게 생각나고... 바람이 삭 불면서 걸어가는 연인들이 생각남ㅜㅜㅜㅜㅜ 정말 연금 받아도 충분한 노래
804,SOFY,가시죠 여러분
805,후루유,들을 시기다
806,쿵짜가가가쿵짜악,슬슬 올라온다
807,thect,오늘부터 다시 버닝중
808,po궁수wer,슬슬 올라온다
809,Vinci.,"19.2.28 다시 들으러왔다.
>.<"
810,탱구왔서현,슬슬 들을 계절이 와서 순위 봤더니 182위... 진짜 이러다 벚꽃 오프닝도 만들어야 할 듯
811,탈퇴한 회원,벌써 이 노래 트는 가게 봤음 ㅋㅋㅋ
812,별똥별똥별ㅇ,"다시 왓다,,,그 계절"
813,쌈자와의3자대면,"2010년대 최고의 노래임
봄만되면 특히 벚꽃축제시즌때만되면
1등한데는 다 이유가있는듯"
814,GodDog,이번에도 여전히 봄이 오면 이 노래를 먼저 찾게됨
815,캘리야드토끼,진짜 연애좀 하고싶다 시이발
816,킹갓제네럴태연,봄노래로 벚꽃엔딩 이길 노래 없다..
817,xianesswan,슬슬 올라올거라 생각해서 와봤는데 183이네 벌써
818,eenijaey,오 183
819,바닐라콜드브루라떼,공기는 나쁘지만 날이 점점 따듯해지니 생각나는 벚꽃엔딩ㅋㅋㅋㅋ 올해의 봄은 벚꽃엔딩과 미리 맞이해봅니다.
820,cexx,슬..슬
821,보슬_보슬,와 계속 올라온담ㅋㅋㅋㄲㄱ
822,jib2002,드디어 210...
823,Zuu_,"오늘 날씨 너무 봄 같아서 올 해 처음으로 듣는다,, 이 노래 들으면 13년 대학교 일학년때, 벚꽃 만개한 교정을 봄바람 맞으며 걷던 장면이 생각난다 ㅠㅠㅠ 진짜 어쩜 봄이랑 딱일까 봄 드라이브 할 땐 벚꽃엔딩+꽃송이가 이 두곡은 필수 ,,"
824,cocomingg,다시 그 계절이 돌아오고 있군요
825,cryinggniyrc,오 올랑온다~~~~~~
826,밀실얍,200
827,Ecanus772,한달남았구나
828,탈퇴한 회원,봄 연금
829,맘에쏙들어,벚꽃엔딩의 계절이 오기까지도 얼마 안 남았네요ㅎㅎ 올해는 그녀와 함께 들을 수 있길!
830,멜로디윤덩,298위!!!
831,말랑콩떡초코볼,때가 왔다
832,wjs112828,3월 중반되면 차트에 올라오는거 아닌가
833,shaff007,어제의순위 298. 슥슥 올라오네요
834,이유진,찾게되는군
835,l캉테l,이번봄도 꽃송이가+벚꽃엔딩 조합간다
836,Blueblues,왔다 따숴진다
837,탈퇴한 회원,벌써 설레네
838,YellOhA,'그 시즌'이 온다...
839,승철아사랑해,요새 이 노래 완전 좋음ㅠㅠ
840,h_phenomenon,1000!
841,outchann,언제쯤 질릴까
842,IlIlllIIIlll,빨리 봄 왔으면 좋겠다
843,빛나는_오늘,ㅁㅊ 듣는 순간 따뜻한 바람 불고 벚꽃 휘날리는게 연상된다ㅋㅋㅋ;; 버스커버스커 노래 하난 진짜 잘 만들었따...벌써 부터 설레넹
844,파랭이시티즌,날씨 풀리면서 갑자기 봄이 너무 기다려져서 찾아 듣는 중 ㅋㅋㅋ
845,OceaN,어제의 순위 374
846,음악은역시씨디,그노래가온다...
847,희제를누가사용하는데,슬금슬금 오르네
848,달이쪼꼬토리,"320,968...후덜덜"
849,minminv,어제의 순위 495
850,eses0811,또 이노래 듣고있는거보니 봄의시작이 느껴진다
851,mentisshrimp,듣다가 뜬금없이 눈물이 그렁그렁해짐
852,탈퇴한 회원,크 갑자기 생각나서 들엇는데 너무 설렌다 ㅋㅋㅋㅋ진짜 ㅋㅋㅋ괜히벚꽃연금이아니여 ㅋㅋㅋㅋㅋ
853,minminv,어제의 순위 507
854,minminv,어제 565위 ㅋㅋㅋㅋ 2월말되면 100위 진입하겠다
855,엘로노엘코지보이,어제의 차트 순위 714위.. 점점 올라온다 ㅋㅋㅋ
856,Ifeelgyu,슬슬 올라올때 됐는데 입춘도지났고~
857,김카히,빨리 벚꽃놀이 가고 싶다~ 봄만 되면 생각나는 노래 ㅋㅋㅋㅋ 거의 봄의 애국가급
858,woo_suk_,좋아요 32만개면 상줘야하는거 아니냐?
859,치스즈크램블,"노래 넘 좋아요 ㅠㅠㅠㅠ 진짜 봄이 생각나는 노래...
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집"
860,전설의이름,잠깐만 개소름 돋았어 벌써 봄.....?
861,달빛아래빛나는,"입춘이 열흘 남음
곧 벚꽃엔딩이 다시 올라오는 계절
어제순위 857위"
862,늉뉴냥냐_,첨 들었을 때 진짜 충격이였지 노래가 이렇게 좋을 수가 있나 ㅋㅋㅋ
863,씨아웃,"청각장애인이 기적적으로 장애를 극복하게 된다면
가장 처음으로 들려주고 싶은 노래"
864,Bad_Romance,1000위권 진입 ㅋㅋㅋ 한겨울인데
865,ㅇㄷㅅㄹ,이제 봄이오는구나~~
866,총총이가총총총,오늘 날씨가 넘 따뜻해서 오랜만에 생각나서 들었어요 원래 봄이 올때 설렜는데 이 곡 덕분에 더 설레는 것 같아요!
867,5타쿠,3달뒤면 어김없이 거리 곳곳에서 들려오겠지?
868,NO1YAPJUMMA,"벚꽃엔딩을 듣자면
그때의 캠퍼스도 눈에 보이는 듯 하고
냄새도 나는거같다
그냥 마냥 걷는 것조차 좋았었는데"
869,감염된멀록,"..,.."
870,지헌석,내년 봄에도 다시 올라오겠지..... 벚꽃연금은 영원하다
871,The-dlwlrma,이거 왜 재생목록에 지혼자 추가되어있지
872,웃음의여왕-,319983
873,cocomingg,좋아요 30만 ㄹㅇ.. 대박..
874,wjs112828,초딩때가 생각나네요...
875,라스메니나스,"이노래 들을때마다 흠칫흠칫한다...
이등병때 듣던노래라 그런지 길거리서 이거나올때마다 나혼자긴장타게됨 우울해지고"
876,warriorwithin,하트=명곡은 이제 좀 의미 없어진듯 엑소 방탄때문에
877,찰푸르륵,이게 진정한 대중픽 좋아요 30만개다
878,느낌와써,"12년도에 대학교 1학년이였는데 거리 어디에서도 이노래가 들렸던게 생각나네요..
특히 대학교 축제때 듣는게 최고였죠...
썸 또는 연인이였던 사람이랑 벚꽃보며 걷는것도 좋았구요"
879,너무늦은밤이야너무긴이별이야,"DNA 한테 좋아요 순위 뺏기겠음
재생 다운로드
DNA
방탄소년단
LOVE YOURSELF 承 'Her'"
880,byemy,가을에 들어도 좋다. 역시 봄에 제격이지만.
881,SDPJ,범준씨 군대 잘 다녀와요 기다리고 있을게요
882,소림전설,띵작!
883,ellsworth,얼른 컴백!
884,azzu929292,아직도 듣는다
885,지민지킴이,뭐야 .. 벌써 벚꽃엔딩 6년동안 봄을 지나쳤어..
886,범희영,기분이 좋은때 꼭 이노래 틀러요
887,colseya81,죽지않는 좀비... 만병통치약 없나요?
888,부르는게좋아,봄이 짧아지는데 노래로 연장되는 느낌
889,춫,넘좋아요!벗꽃이바람에흗날리는기분이네요 상쾌한 기분이네요
890,스윙스까스,"형들 보고싶어요
이대로 끝나는 거 아니죠?"
891,songjh153,319477
892,기르도르규,하트개수봐라
893,DickJohnson,수학여행 버스에서 이노래틀고놀던때가 그리워지네
894,ffb69f,"진짜 말그대로 벚꽃좀비네요 ㅎㄷㄷ 아직도 차트인 이라니 ...
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집"
895,하이첼,100등진입!
896,송아지스타튜브,하트319000개뭐지....
897,간zlS2,좀비엔딩
898,ksh101014,"봄철 과일마냥
봄만되면 어김없이 등장하는.."
899,해롭지않음,"근데 매년 들어도 너무 좋아 진짜
그래서 얘네 컴백 언제 해요..."
900,예압요요요요,318455
901,greywhale,"봄마다 살아나는게

거의 좀비수준임"
902,LampFire,ㄹㅇ 좀비 그자체
903,배시월,"봄에 듣기 좋은 노래 추천
재생 다운로드
벚꽃고백
데일
나의 사계절 '봄'"
904,Jisun_1004,지겨움 이 노래 거리에서 나오면 귀막고다님
905,연재,봄에 이 노래 안들으면 서운함..
906,go_down,집-회사만 왔다갔다 너무바빠서 벚꽃이피고 다 져버린줄도 몰랐는데 이노래들으면 눈으로안봐도 벚꽃이보이는것 같아서 좋다
907,Artdani,넘좋아~ 예전의 너가 생각나~
908,임시완아내1호,이노래는 한 10년되도 봄만되면 차트오를듯 ㅋㅋㅋㅋ
909,발라드좋아연,벚꽃연금 또 시작된건가... 이 노래로만 수천억 벌었다는데...
910,QOOD,가장 대표적인 봄시즌 노래......... 히트친 봄노래들 봄되면 역주행하는곡들 몇몇있지만 이만큼 좋은건 갠적으로 없는듯..
911,Color_Hani,"거품 너무 많이 낀듯


언빌리’버블’"
912,나는칸쵸,비가와서벚꽃못봣지만 ㅜ좋아하는사람이 나 이노래안다고해서 불러줫는데 ㅋㅋ 더소름은 100점 !ㅎ
913,kytai99,"ㄹㅇ 좋음♡♡#벛꽃엔딩#버스커버스커
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집"
914,Odyssey_,이시기면 한 20위해야하는거 아닌가...
915,쟈스민향이가득한,"중학교때 수련회 활동중
이 노래를 교관님이 틀어줬었는데 60명이서 떼창하던 그때 2012년 봄이 생각난다"
916,bettertogether,14일 1빠
917,탈퇴한 회원,지구온난화땜에 봄이사라지면 제일 손해보시는분
918,읭치키,벚꽃연금이다 진짜 ㅋㅋㅋㅋㅋ
919,안젤라안젤로2,벚꽃엔딩~ 영원하라~❤️
920,atmosp,10년뒤에도 이곡은 매년 봄마다 뜰듯
921,borisong,벚꽃엔 버스커버스커
922,프롬백선생,벚꽃연금 매년 잘받을듯
923,탈퇴한 회원,ㅋㅋㅋㅋㅋㅋ챠트실화냐
924,Omoknuni,오졌다... 차트역주행을 매년봄마다하네 ㄷㄷ
925,moro9779,봄 될쯤이면 이젠 당연히 한번쯤은 생각나는 노래가 됨...
926,뚱이밥탱이,노무노무 좋다
927,ohkim2425,사랑해요 버스커버스커
928,Four달러,아진짜 날씨좀 좋아져라ㅠㅠㅠㅠㅠ
929,가수신다빈,작년까지만 해도 날씨가 좋았는데 ㅠㅠㅠ
930,JJH1,얘네 이걸로 평생 일안해도 되겠다 ㄹㅇ
931,진지한데뜬금없지만,"벚꽃오면들어야할노래는 벚꽃엔딩
여수가면들어야할노래는 여수밤바다"
932,dnjsdl3ro,"좀 올라갈라 하니까 비오고 눈오네...
벚꽃다떨어진다ㅠㅠ 미세먼지도.."
933,정배찌,Spring Zombie.... 대단한 노래인거같아요~!!
934,Fanxxy_Child,이번년도는 조금 함들거 같아요 10위 안에는
935,kakaka00,또 왔구나
936,shoksak,..ㅎㅇ
937,싸우고싶펑피나고싶펑,벚꽃 엔딩 순위없으면 서운할뜻
938,바나나맛우유쥬아,질리지가않다 ㅋㅋㅋ큐ㅠㅠㅠ몇년이지났는데도
939,아로니가아롱아롱,좀비세요
940,멜뭄,얘무서워
941,정환,"최강좀비.. 봄에만나타난다는 차트좀비..
대단하다"
942,탈퇴한 회원,벚꽃연금
943,MiZU,"아니 이건 또올라와있네ㅋㅋㅋ
바로 위에 안보이길래 웬일로 차트에 없네? 하고 내려봤더니 역시나 있네 아직 안올라온거였네ㅡㅡㅋㅋㅋㅋ"
944,콜-라,벚꽃좀비
945,덕구온천-,벚꽃연금 등장 !!!
946,W.You,ㅋㅋㅋㅋ 또올라왔네 ㅋㅋ
947,lcdaer,벚꽃 네버엔딩 ㅎ
948,끌끌껄껄낄낄,이야..역시 봄되니 벚꽃엔딩 ㅋㅋㅋ
949,kagwodnjs,아니 차트에 어느새 또올라왔네 ㅋㅋ
950,찌니써비,에바임
951,YouRun,벚꽃좀비ㄷㄷ..
952,봄길만가자,"또다른 연금송
재생 다운로드
벚꽃송
재호, 주아, 큭큭
벚꽃송"
953,ppcherry,아 이제 슬슬 순위 올라올 때 됐는데 하고 슥 보니까 역시나ㅋㅋㅋㅋㅋ 봄하면 벚꽃엔딩 아닙니까 거의 공식이죠
954,횅지수,벚꽃연금 이여...!!
955,Wigs,아직 순위 다 안올라온듯.. 좀있으면 20위안에도 올라갈듯
956,SE12A,진짜 매년 봄마다 수도없이 들었는데도 늘 새로움
957,가수신다빈,30등 ㄷ ㄷ
958,888235012177355,때가 되었다...
959,lucky8800,봄이 좋냐?꽃송이가♡(이노래도 좋아요)
960,pkong71,미세먼지 때문에 봄느낌도 예전같지 않은데 이노래 들으면 그래도 좀 봄느낌이 살아나는듯..대단한 명곡임
961,박효신다음주자,벛꽃연금 또스멀스멀올라가고있다ㅋㅋㅋㅋ
962,영덕이요,벚꽃보고싶다 . ㅠ ㅠ
963,ljyssw,이거 교과서 음악책에 등재될 전무후무한노래....
964,PEACEMlNUSONE,멜론에서 가장 좋아요가 많은 노래ㅋㅋㅋ
965,Jhstjmj,"내 삶의 서러움이 이 노래처럼 끝나길
올해는 간절히 그대와 이 노래 들으며
행복할 수 있기를"
966,김효성,벛꽃연금....
967,KiLoo,봄에는 이노래지 그대와 손잡고 벚꽃보고싶어요 ㅜㅜ
968,탈퇴한 회원,오늘 날씨가 좋아서 이 노래를 듣고싶었었나봐요ㅎ
969,ishoo_cream,꽃피니까 생각난다!
970,연재,언제 여기까지!!!
971,야나두야너두,봄마다 벚꽃엔딩이랑 봄봄봄 들으면 아련터져서 눈물남
972,노래듣징,"이 노래 들으면 매년 나의 봄의 모습이 생각나면서 아련함 나만 그런가,,"
973,eenoo,범준이형 보고싶어 으허어허~~~
974,solsxl,❤️ 312358 넘사벽
975,k5816565,25위 ㄷㄷ
976,탈퇴한 회원,봄이면 꼭 들어야할거같은 기분..
977,산에불내기,들을 때마다 설레네... 내 님은 어디에?
978,탈퇴한 회원,올라왔네.. 25위!
979,kang쥐,벚꽃엔딩...그는...도덕책..
980,Outpost,슬슬 올라온다~~
981,오세훈_412,와 또 올라와 미쳤다
982,DAY__,"ㅋㅋㅋㅋㅋ네버엔딩 벚꽃좀비 꽃길걷자~~
이건 잊혀지지도않을거같다"
983,wjdckdud12,25위
984,박남극,이건 삼십년뒤에도 길거리에서 나올거 같다 개띵곡..
985,제림인뎅,하트수봐..진짜 명곡이다
986,JSDI0,ㅠㅠ진짜 몇년을 들어도 안질린다
987,오칠42육,벚꽃 엔딩이 12년에 나온 노래라는거에 갑자기 소오름... 좀비인건 알았다만..6년동안ㄷㄷㄷ
988,장끼_,벚꽃핀거 보고 홀린듯이 들으러왔는데 벌써차트에 있넹ㅋㅋㅋㅋ ;_;
989,흐르는잡덕,32위!!!!!
990,ㅣlㅣlㅣlㅇoㅇo,좋아요수 넘사 미쳤어
991,R_-C_-,벚꽃좀비 들으러 왔습니다
992,서지니애여,와 순위봐
