,user,comments,processed_comment
437,신비,또 올라왔냐? 정말 이거 나올때 제일 울컥했던게 군대에서 근무설때 취사장에서 이 노래가 흘러나올때 봄이 왔구나라는걸 느끼게 해줬던 노래그리고 이 노래를 들으면서 전역을 해서 기억에 남는 노래네요.,"['또', '올라오다', '정말', '거', '나오다', '때', '제일', '하다', '군대', '근무', '설때', '취사', '이', '노래', '흘러나오다', '때', '봄', '오다', '나르다', '느끼다', '해주다', '노래', '이', '노래', '들다', '전역', '하다', '기억', '남다', '노랗다']"
438,칼루아,매년 듣는데 매년 좋고 질리지도 않음...명곡이라고 불러도 손색없는..,"['매년', '듣다', '매년', '좋다', '질리다', '않다', '명곡', '불다', '손색', '없다']"
439,띵동,"또 시즌이 돌아왔네요. 매년 이 노래 많이 듣는데, 들을 때마다 정말 좋습니다.","['또', '시즌', '돌아오다', '매년', '이', '노래', '듣다', '들다', '때', '정말', '좋다']"
440,송현호,먼지 맛있졍,"['먼지', '맛있졍']"
441,ura***,그가온다...장담하건데 4월초부터 꽃 피기 시작하면 모든 음원사이트 99퍼 1위찍는다...,"['가온', '장', '담하다', '꽃', '피기', '시작', '하다', '모든', '음원', '사이트', '위', '찍다']"
442,동서기,안녕 벚꽃연금~ 올해도 잘 부탁해 ㅋㅋㅋㅋㅋㅋ,"['안녕', '벚꽃', '연금', '올해', '자다', '부탁', '하다']"
443,qeu***,예수가 봄에 태어났어봐.. 이게 아이 위시 어 메리크리스마스 되는거지,"['예수', '봄', '태어나다', '보다', '이', '아이', '위시', '메리크리스마스', '되다']"
444,hEedONg,밤꽃엔딩도 만들어줘 범준이형~~,"['밤꽃', '엔딩', '만들다', '범준', '이형']"
445,오키,이제 벗어나게 해줘 이 악마야!,"['이제', '벗어나다', '해주다', '이', '악마']"
446,ess***,봄에 이노래가 없으면 이제 심심하다..,"['봄', '노래', '없다', '이제', '심심하다']"
447,ksk***,41위...온다 벚꽃좀비,"['위', '오다', '벚꽃', '좀비']"
448,stv***,벚꽃좀비..,"['벚꽃', '좀비']"
449,iam***,길거리에서 봄에 이노래 안나오면 이상한....,"['길거리', '봄', '이노', '나오다', '이상하다']"
450,가즈아ㅏㅏ,ㅋㅋㅋㅋㅋㅋㅋㅋ66위 실화냨ㅋㅋㅋㅋ 역시 벚꽃연금이네 이 정도면 거의 애국가 수준 ㅋㅋㅋㅋㅋㅋ 차라리 봄에 애국가 대신 이걸 부르는게 더 나을 듯ㅋㅋㅋㅋㅋ,"['위', '실화', '역시', '벚꽃', '연금', '이', '정도', '거의', '애국가', '수준', '차라리', '봄', '애국가', '대신', '걸', '부르다', '더', '나다', '듯']"
451,윤봄,와...벌써 6년째 봄만왔다하면 올라오는구나 질릴만도한데 그래도 좋다ㅠㅠㅜㅠ10년이고100년이고 봄캐럴 탑 해드세요ㅜㅜㅜ♡,"['오다', '벌써', '봄', '오다', '올라오다', '질리다', '데', '좋다', '봄', '캐럴', '탑', '해', '들다']"
452,sun***,슬금슬금 올라오는거 보니 봄이네,"['슬금슬금', '올라오다', '보다', '봄']"
453,jos***,올해도 역시 벚꽃엔딩~~~~~,"['올해', '역시', '벚꽃', '엔딩']"
454,뀨우,100년뒤에 우리 민족의 봄 민요로 교과서에 실리는거 아니냐,"['우리', '민족', '봄', '민요', '교과서', '실리다', '아니다']"
455,ysy***,국민연금송이 슬금슬금 올라오기 시작합니다,"['국민연금', '송이', '슬금슬금', '올라오다', '시작', '하다']"
456,일산흔남,그건 아니에요.....제작년부터 10위도 간당간당이였는데....ㅋㅎ,"['아니다', '작년', '위도', '이다']"
457,송현호,연금이긴한데 잊혀지고있음,"['연금', '이기다', '잊혀지다']"
458,jin***,밤꽃? ㅋㅋ,['밤꽃']
459,KBS,벌써 교과서에는 있음 ㅋㅋㅋ음악책,"['벌써', '교과서', '있다', '음악', '책']"
460,아힛뎀🌌,어엌ㅋㅋㅋㅋㅋ 교과서ㅋㅋㅋㅋ심지어 벌써 있댘ㅋㅋㅋㅋㅋ,"['어어', '교과서', '심지어', '벌써', '있다']"
461,차일드,와 요즘교과서는 진짜 센세이셔널하구만,"['오다', '요즘', '교과서', '진짜', '세다', '널다']"
462,잘자요,슬슬 치고 올라오네,"['슬슬', '올라오다']"
463,sgl***,좋다!!봄이왔네요😍😍,"['좋다', '봄', '오다']"
464,kms***,17년에도 죽지않고 또왔네 ㅋㅋㅋㅋㅋ,"['죽지', '않다', '또', '오다']"
465,ina***,12년도에 나와서 전성기1년간 스트리밍 집계안됐는데 2천만이라니 대대나다,"['나오다', '전성기', '스트리밍', '지다', '돼다', '대대', '나다']"
466,wsu***,와라와라 올라와라,"['오다', '오다', '올라오다']"
467,ssk***,출췍!,['출췍']
468,탱구9,이게 5년전 노랜데 지금 57위면ㅎㄷㄷㄷ이번년 재생수 2000만 기록하겠다,"['이', '노래', '지금', '위', '이번', '년', '재생', '수', '기록', '하다']"
469,gkw***,진짜 띵곡중에 띵곡이다,"['진짜', '띵곡중', '띵곡']"
470,aaa***,이 노래가 듣고싶은걸 보니 봄이왔네,"['이', '노래', '듣다', '보다', '봄', '오다']"
471,원인어밀리언!!,장범준 이걸로 60억 벌었다는데 저작권료만 ...연금복권보다 더좋은거다,"['장범준', '것', '벌다', '저작권료', '연금복권', '더', '좋다', '거']"
472,dk2***,날씨가 따뜻해지면 자연스레 찾게 되는 곡👏💕,"['날씨', '따뜻하다', '찾다', '되다', '곡']"
473,김자라,나도 이런 연금하나있음 좋겠당,"['나다', '이렇다', '연금', '있다', '좋다']"
474,1004다,여러분 잘만든노래한곡이 이렇게 무섭습니다,"['여러분', '잘만', '노래', '곡', '무섭다']"
475,wnd***,그대여~를 흥얼거리고 있는 나를 반견했다...올해도 내가졌다 ..,"['그대', '를', '흥얼거리다', '있다', '나르다', '견', '하다', '올해', '내다']"
476,hsu***,헐 벚꽃엔딩 타임 왔다,"['헐다', '벚꽃', '엔딩', '타임', '오다']"
477,박범수,이곡은 2012년 3월 29일날 나온 노래입니다. 5년이지난 지금까지도 봄이되면 100위권 안에 머무르는거 자체가 대단하다고 봅니다.👍👍,"['이곡', '나오다', '노래', '이다', '지금', '봄', '되다', '위', '안', '머무르다', '자체', '대단하다', '보다']"
478,임파인,어어? 또 올라온다..ㅎㄷ,"['어어', '또', '올라오다']"
479,목련,벚꽃연금 차트 진입 100위 2017.3.15 21시,"['벚꽃', '연금', '차트', '진입', '위']"
480,dbf***,아니 뭔데 또 순위권이얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이제 봄이구낰ㅋㅋㅋㅋ,"['아니다', '뭐', '또', '순위', '이제', '봄']"
481,bon***,나중에 봄이없어져도 봄을 느낄수있는 노래죠..,"['나중', '봄', '없어지다', '봄', '느끼다', '노래']"
482,바람별랑,올봄에는 이 노래 틀면...아예 매장 안들어 갈려고 ㅋ,"['봄', '이', '노래', '틀', '아예', '매장', '들다', '갈리다']"
483,묜화,거참 지겨운데..봄만 되면 듣고 있는...,"['거참', '지겹다', '봄', '되다', '듣다', '있다']"
484,가나다,벚꽃좀비 또 올라왔네..진짜 대단..,"['벚꽃', '좀비', '또', '올라오다', '진짜', '대다']"
485,skd***,버스커버스커 벚꽃길만 걷자,"['버스커버스커', '벚꽃', '길', '걷다']"
486,sim***,매년 차트에 다시 올라서도 누구도 싫어하는 사람없는.. 음악교과서에 실려도 될듯한 노래인듯,"['매년', '차트', '다시', '올라서다', '누구', '싫어하다', '사람', '없다', '음악', '교과서', '실리다', '되다', '노랗다']"
487,wls***,이 노래가 차트에 다시나오는구나 봄이온다 ㅎㅎㅎ,"['이', '노래', '차트', '달다', '봄', '오다']"
488,ncs***,"분위기 목소리 멜로디 그냥 봄, 따뜻함, 사랑 이런 거에 최적화인듯","['분위기', '목소리', '멜로디', '그냥', '봄', '따뜻하다', '사랑', '이렇다', '거', '최적화', '듯']"
489,안물,솔직히 이게 한국 봄캐롤중 탑이라는건 부정할수없는 사실임,"['솔직하다', '이', '한국', '봄', '캐롤', '탑', '것', '부정', '하다', '없다', '사실', '임']"
490,대나무,구태여 구태여 구태여 제 구태여,"['구태여', '구태여', '구태여', '제', '구태여']"
491,바보,봄이면 이 노래가 생각나네...ㅎㅎ,"['보다', '이', '노래', '생각나다']"
492,달🌙,세상에 7년전 내 생일 때 나온 노래였어..,"['세상', '내', '생일', '때', '나오다', '노랗다']"
493,rob***,저는 개인적으로 몰랐던 이후에 EP소리와 멜로디가 신선해서 설레이는것같아여 ㅎㅎ,"['저', '개인', '모르다', '이후', '소리', '멜로디', '신선하다', '설레다', '같다']"
494,임파인,이번 봄에는 집에만 계시겠네요,"['이번', '봄', '집', '계시다']"
495,바람별랑,그럴려구요. 너무 지긋지긋~ (>.<),"['그렇다', '구', '지긋지긋']"
496,J,음악교과서 인정ㅎㅎㅎ,"['음악', '교과서', '인정']"
497,KBS,저희 학교 음악교과서에 있어요~~,"['저희', '학교', '음악', '교과서', '있다']"
498,가즈아ㅏㅏ,역시 봄하면 이 노래다...이제 이걸 들을 때가...,"['역시', '봄', '하다', '이', '노래', '이제', '걸', '들다', '때']"
499,✿,벚꽃좀비 슬슬 올라온다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['벚꽃', '좀비', '슬슬', '올라오다']"
500,tjd***,올해는 안보이나 싶었는데 60위대류 쑥 올라와있넼ㅋㅋㅋㅋㅋㅋㅋ,"['올해', '안보', '싶다', '위대', '류', '쑥', '올라오다']"
501,pap***,온 국민이 고생했던 추운겨울이 지나고 진정한 봄이 왔다❤,"['온', '국민', '고생', '하다', '추다', '겨울', '지나다', '진정하다', '봄', '오다']"
502,whd***,매년 들어도 좋다 ㅎㅎ,"['매년', '들다', '좋다']"
503,gus***,개화시기가 20일 언저리쯤으로 예상되니 그때되면 걍 부활각임,"['개화', '시기', '저리', '예상', '되다', '그때', '되다', '부활', '임']"
504,wor***,3월9일 104위ㅋㅋ,['위']
505,kim***,같이 벚꽃길 걸을 훈남 구합니다 (0/1),"['벚꽃', '길', '걸', '훈남', '구합', '니']"
506,wor***,3월8일 123위ㅋㅋㅋ,['위']
507,목련,연금 ㅋㅋㅋ3월 7일 129위,"['연금', '위']"
508,sup***,봄 오기전에 벚꽃엔딩 먼저 왔다 이거에요.,"['봄', '기전', '벚꽃', '엔딩', '먼저', '오다', '거']"
509,뚱,와.. 매년 질렸다고 생각해도 봄되면 또 좋네ㅋㅋ,"['오다', '매년', '질리다', '생각', '하다', '보다', '면', '또', '좋다']"
510,re.appear,장범준 지금 집에서 각재고있음,"['장범준', '지금', '집', '재고', '있다']"
511,hoc***,봄도 벚꽃엔딩부터 듣고 온다는 소문이 있음,"['봄', '벚꽃', '엔딩', '듣다', '오다', '소문', '있다']"
512,버즈,ㄹㅇ 봄만되면 생각나네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['봄', '되다', '생각나다']"
513,환,다시 차트권 진입,"['다시', '차트', '진입']"
514,닉넴모야,벚꽃연금ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['벚꽃', '연금']"
515,후이,봄의 필수 청취곡~,"['봄', '필수', '청취', '곡']"
516,die***,좀비엔딩차트에 또 들어왔네..,"['좀비', '엔딩', '차트', '또', '들어오다']"
517,mix***,봄이면 벚꽃엔딩이 정석이죠ㅎ,"['보다', '벚꽃', '엔딩', '정석']"
518,Rapahel,자자 이제 10위권으로 가실시간입니다,"['자다', '이제', '위', '가시다', '시간', '이다']"
519,mkh***,차트인 ㅋㅋㅋ 달려보자,"['차트', '달다', '보다']"
520,hjh***,자 이제 벚꽃좀비 깨어날 시간입니당 상위권 가쟈ㅋㅋㅌㅌ,"['자', '이제', '벚꽃', '좀비', '깨어나다', '시간', '이다', '상위', '가쟈']"
521,Amaranth,"나는 아무렇지 않았는데, 그냥. 그냥. 설렜다. 마땅한 이유를 찾지못해, 그렇게 둘러대었다. 봄이 시켰다고. 그래서 두근거렸다고.","['나', '아무렇다', '않다', '그냥', '그냥', '설레다', '마땅하다', '이유', '찾다', '둘러대다', '봄', '시키다', '두근거리다']"
522,가즈아ㅏㅏ,봄만 되면 벚꽃 좀비가 올라오네....ㄷㄷ,"['봄', '되다', '벚꽃', '좀비', '올라오다']"
523,sha***,늘 봄만되면 설레이는 노래🎈,"['늘', '봄', '되다', '설레다', '노래']"
524,t97***,매년들어도 설레는노래 갑이닼ㅋㅋㅋㅋㅋ,"['매년', '어도', '설레다', '노래', '갑']"
525,pit***,3/1 현재순위 128위니 조만간 봄이 오겠구나~,"['현재', '순위', '위니', '조만간', '봄', '오다']"
526,xha***,순위 보면 벚꽃 핀지 안핀지 아는곡~,"['순위', '보다', '벚꽃', '피', '피다', '알다', '곡']"
527,soo***,진짜 어떻게 노래만으로 봄을 잘 표현할수가 잇지 진짜 봄마다 들어도 안질린다..갓..,"['진짜', '어떻다', '노래', '봄', '자다', '표현', '하다', '잇다', '진짜', '봄', '들다', '안질리다', '갓']"
528,말랑갱얼쥐,진짜 질리지가않는 노래다...,"['진짜', '질리다', '않다', '노래']"
529,ye9***,들어도 들어도 일년만에 들어도 또 좋다,"['들다', '들다', '년', '들다', '또', '좋다']"
530,mkh***,좀 날 풀리니 슬슬 올라오네 ㅋㅋㅋ,"['좀', '날', '풀리다', '슬슬', '올라오다']"
531,him***,근데 노래가 좋긴 함 ㅋㅋㅋ,"['노래', '좋다', '함']"
532,tpd***,봄만되면 귀신같이 흥얼거리는 벚꽃갓딩,"['봄', '되다', '귀신', '흥얼거리다', '벚꽃', '딩']"
533,OliveYou,아직 2월인데 오셨군요,['오다']
534,siy***,아직 쌀쌀한데 벌써 106위라니.....역시 벚꽃연금,"['쌀쌀하다', '벌써', '위', '역시', '벚꽃', '연금']"
535,hij***,오랫만에 들었는데 여전히좋다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['만', '들다', '여전하다', '좋다']"
536,pap***,멜론은 이미 차트인ㅋㅋㅋ 여기도 곧이군.. 어쩐지 날이 따뜻하다했음 ㅋㅋㅋㅋㅋ,"['멜론', '차트', '여기', '곧다', '어쩐지', '날', '따뜻하다', '하다']"
537,dlr***,벚꽃연금,"['벚꽃', '연금']"
538,으느느느우,점점올라온다... 좀비가.,"['점점', '올라오다', '좀비']"
539,ssk***,이쿠죠!!!,['이쿠']
540,dbs***,봄아 언제오니ㅣ이이,"['봄', '오니', '이이']"
541,rng***,주위에 이노래가 슬슬 들리는걸보니 봄이 오긴 왔나보네,"['주위', '노래', '슬슬', '들리다', '보다', '봄', '오다', '오다', '보다']"
542,하늬7바람,올해도 시작합니다.,"['올해', '시작', '하다']"
543,메이피르,올해도 시작합니다,"['올해', '시작', '하다']"
544,bon***,"벚꽃연금 시작 할 시간..,,","['벚꽃', '연금', '시작', '하다', '시간']"
545,뉴슷,벌써 라디오에서 벚꽃엔딩 나오기 시작함,"['벌써', '라디오', '벚꽃', '엔딩', '나오다', '시작', '함']"
546,kim***,만약 봄이 없어져서 손자에게 봄을 설명한다면 이 노래를 들려줄 거라던 말이 생각나는군 완전 동의한다,"['만약', '봄', '없어지다', '손자', '봄', '설명', '하다', '이', '노래', '들려주다', '거', '던', '말', '생각나다', '완전', '동의', '하다']"
547,뇽짱과함께하는음악시간,둘이걸어효오~~봄빠람~휘날리며허어어언~허어어~울려퍼지는~이거리르흐으으으을~~연금오졌다리오졌다,"['둘', '걸다', '효오', '봄빠람', '휘날리다', '허다', '허다', '울리다', '거리', '르', '연금', '오다', '다리다']"
548,jji***,올라갑시다.정말 봄만되면 생각나서 또 찾아왔음,"['올라가다', '정말', '봄', '되다', '생각나다', '또', '찾아오다']"
549,난그냥심심,좀비여 어서 깊은잠에서 께어나세요,"['좀비', '어서', '깊다', '잠', '세']"
550,닉네임,자 이제 슬슬 순위권 올라올 준비 하세요.,"['자', '이제', '슬슬', '순위', '올라오다', '준비', '하다']"
551,댕댕댕,내가 딱 스무살되자마자 들엇던 설레는ㄴ음악 ..추억,"['내', '스무살', '되다', '들다', '덥다', '설레다', '음악', '추억']"
552,car***,이노랜 교과서에 실려야해ㅐ,"['이노', '랜', '교과서', '실리다']"
553,유리성,장범준~ 꺅! 음색 좋고악쓰면서 안불러서 좋고~,"['장범준', '음색', '좋다', '악쓰다', '불다', '좋다']"
554,goa***,언재 들어두 좋다,"['재', '들다', '좋다']"
555,car***,봄에는 역시~,"['봄', '역시']"
556,fli***,봄 점점 짧아지는 게 너무 아쉽다이 노래 들을 기간이 점점 줄어들음 ㅜㅜ내년에 만나요 👋,"['봄', '점점', '짧아지다', '게', '아쉽다', '노래', '들다', '기간', '점점', '줄어들다', '내년', '만나다']"
557,khm***,내년에 다시만나요,"['내년', '다시', '만나다']"
558,KBS,몇몇 음악책에 실렸어요~~,"['몇몇', '음악', '책', '실리다']"
559,siy***,슬슬 올라오네요 이제,"['슬슬', '올라오다', '이제']"
560,kim_paul,그러게요 슬슬 올라오네요~,"['그렇다', '슬슬', '올라오다']"
561,wls***,이제 슬슬 올라올때가 됐는데~,"['이제', '슬슬', '올라오다', '때', '돼다']"
562,pap***,내년이되었습니다 ㅋㅋㅋㅋㅋ 올해도 듣겠네요ㅋㅋ,"['내년', '되어다', '올해', '듣다']"
563,은서,올해에도 들을거에요,"['올해', '들다']"
564,미련충,자 들읍시다,"['자', '들다']"
565,yeah_11n,ㅋㅋㅋㅋㅋㅋ 또 보네용,"['또', '보다']"
566,jwo***,내년에 다시만나요,"['내년', '다시', '만나다']"
567,ㅇㅅㅇ,올해도 왔습니다 ☺️,"['올해', '오다']"
568,xog***,또 보내용,"['또', '보내다']"
569,레온,저도욬 ㅋ,['저도욬']
570,😍,또 보내여!,"['또', '보내다']"
571,지훈,저도 합류하겠습니당 내년에 보아용,"['저', '합류', '하다', '내년', '보다']"
572,정만구,올해도 와야죠 ㅎㅎ,"['올해', '오다']"
573,lisa,2021년에 또 봐요,"['또', '보다']"
574,지수제니로제리사,봄바람 휘날리며 흩날리는 벚꽃 잎이 울려 퍼질 이 거리를 우우 둘이 걸어요,"['봄바람', '휘날리다', '흩날리다', '벚꽃', '잎', '울리다', '퍼지다', '이', '거리', '둘', '걸다']"
575,마인부우,벚꽃이폈는데ㅈㅓ는 꽃구경은커녕 공부나하면서 벛꽃앤딩을......,"['벚꽃', '피다', '늘다', '꽃', '구경', '공부', '하다', '벛꽃앤딩']"
576,٩(◕ᗜ◕)و,역시 봄에는 이 노래가 ggㅋㅋ,"['역시', '봄', '이', '노래']"
577,lin***,벚꽃좀비!,"['벚꽃', '좀비']"
578,봄봄봄봄봄이왔어요,곡 명은 벚꽃엔딩인데 이 노랜 엔딩이 없어ㅋㅋㅋ하...,"['곡', '명', '벚꽃', '엔딩', '이', '노랜', '엔딩', '없다']"
579,she***,나타났따ㅋㅋㅋㅋㅋ 또 슬금슬금 올라오고있쎀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['나타나다', '따다', '또', '슬금슬금', '올라오다', '써다']"
580,우오우오,올라오는군하,"['올라오다', '군']"
581,adios,벚꽃연금,"['벚꽃', '연금']"
582,djf***,벚꽃좀비 컴백,"['벚꽃', '좀비', '컴백']"
583,pow***,시작됬군...,"['시작', '되다']"
584,sky***,좋아요...노래가 계속 반복되어서싫지만 좋네요,"['좋다', '노래', '계속', '반복', '되어다', '싫다', '좋다']"
585,Black,다음주가 벚꽃 절정이랍니다~~,"['다음주', '벚꽃', '절정', '랍니']"
586,크로쉬조아,지구 멸망해도 벚꽃엔딩은 안없어질듯;,"['지구', '멸망하다', '벚꽃', '엔딩', '없어지다']"
587,ith***,역시 벚꽃 엔딩ㅎㅎㅎㅎ 내년에도 후내년에도 올라와라♥,"['역시', '벚꽃', '엔딩', '내년', '후', '내년', '올라오다']"
588,sam***,입대곡 그때는 그렇게 처량하던대...,"['입대', '곡', '그때', '처량하다']"
589,뚜,공부ㅏ다보니까 벚꽃져서 개행복 ㅎㅎ,"['공부', '보', '벚꽃', '지다', '개', '행복']"
590,김뚱혜,스무살의 봄날이 생각나는 노래..말도 안되게 누워있는데 가슴벅찬노래,"['스무살', '봄날', '생각나다', '노래', '말', '안되다', '눕다', '가슴', '벅차다', '노래']"
591,ㅈㅎㅇ,벚꽃좀비 벚꽃연금...♡,"['벚꽃', '좀비', '벚꽃', '연금']"
592,《리루엘》,벛꽃엔딩에 후폭풍 ㄷㄷ,"['벛꽃엔딩', '후', '폭풍']"
593,너에게간다,이건뭐...  이번앨범 vs 벚꽃엔딩 ㅋ 과연승자는? ㅋㅋ,"['것', '뭐', '이번', '앨범', '벚꽃', '엔딩', '과연', '승자']"
594,plenilune,이정도면 ㅋㅋㅋㅋ자신과의 싸움,"['정도', '자신', '싸움']"
595,김말자,여러분 봄이왔습니다 벚꽃연금이 올라오면 봄이온겁니다,"['여러분', '봄', '오다', '벚꽃', '연금', '올라오다', '봄', '이온', '겁니다']"
596,너에게간다,올라오시네요 맞이 합시다 ㅋ 이번 봄도 벚꽃보러 가야겠군요 ㅎ,"['올라오다', '맞이', '하다', '이번', '봄', '벚꽃', '보다', '가다']"
597,kms***,벚꽃연금,"['벚꽃', '연금']"
598,bji***,4년동안 들어도 질리지가않는다,"['들다', '질리다', '않다']"
599,sil***,제발 10위권에는 안오르게 해주셈,"['제발', '위', '오르다', '해주다']"
600,ㅇㅇ,역시 벚꽃좀비👍🏻,"['역시', '벚꽃', '좀비']"
601,alc***,와ㅋㅋ 이노래는 언제까지이렇게 봄만되면 올라오는게 멈출까ㅋㅋㅋㅋㅋ 진짜대단하다 물론 노래가 너무좋다는건 함정ㅋㅋ,"['오다', '노래', '언제', '봄', '되다', '올라오다', '멈추다', '진짜', '대단하다', '노래', '좋다', '함정']"
602,찡,왔다왔어,"['오다', '오다']"
603,chr***,봄만되면 역주행 ㅋㅋㅋ,"['봄', '되다', '역주행']"
604,뚜,노래나올땐 커플이였는데 솔로돼서 다시들으니까 진짜 하......,"['노래', '땐', '커플', '이다', '솔로', '돼다', '다시', '들다', '진짜']"
605,ㅏ,벚꽃엔딩 승,"['벚꽃', '엔딩', '승']"
606,kms***,+좀비,['좀비']
607,동혁c,열등감있냐?,"['열등감', '있다']"
608,아리,왜그래야함?ㅋㅋㅋㅋㅋ 웃기네,"['왜', '그렇다', '야하다', '웃기']"
609,eun***,그만큼 불려지고 듣게 되는 곡이 좋은곡이란 거죠.,"['불다', '듣다', '되다', '곡', '좋다', '곡', '거']"
610,xer***,봄만 되면 순위권으로 올라오는 깡패같은 노래 ㅠㅠ,"['봄', '되다', '순위', '올라오다', '깡패', '같다', '노래']"
611,5메2징,또 치고 올라오는구나,"['또', '올라오다']"
612,천국위에한국,꽃좀비 왔능가?ㅋㅋㅋ 올해도 여전하네,"['꽃', '좀비', '오다', '능가', '올해', '여전하다']"
613,ssu***,벚꽃 연어는 봄이되면 차트상류로올라오죠,"['벚꽃', '연어', '봄', '되다', '차트', '상류', '올라오다']"
614,보보싶,벚꽃시즌되면 또 탑텐가겠네,"['벚꽃', '시즌', '되다', '또', '타다']"
615,tae***,봄만 됬다하면  차트 역주행 하는 노래봄이 없어지더라도 이노랠 들으면  회상가능,"['봄', '되다', '차트', '역주행', '하다', '노래', '봄', '없어지다', '이', '노랗다', '들다', '회상', '가능']"
616,he9***,벚꽃좀비 슬슬 올라오는거보니 봄이 왔구녀,"['벚꽃', '좀비', '슬슬', '올라오다', '보다', '봄', '오다', '녀']"
617,sum***,개나리보다 먼저피는 벚꽃엔딩봄이 오는 소리~~,"['개나리', '먼저', '피다', '벚꽃', '엔딩', '봄', '오다', '소리']"
618,rio***,전체감상자 백만 찍었음 좋겠다,"['전체', '감상', '백만', '찍다', '좋다']"
619,gks***,순위 오르기 시작 ㅋㅋㅋㅋ,"['순위', '오르다', '시작']"
620,xha***,기온 올라가면 순위도 올라가네,"['기온', '올라가다', '순위도', '올라가다']"
621,phw***,봄에 들을때마다 기분이좋음ㅋㅋ,"['봄', '들다', '때', '기분', '좋다']"
622,kim***,벚꽃좀비가 또...,"['벚꽃', '좀비', '또']"
623,syl***,벚꽃연금 다시왔네,"['벚꽃', '연금', '다시', '오다']"
624,bon***,천삼백만입니다....,"['천삼백만', '이다']"
625,rio***,그건 전체 재생 수입니당,"['전체', '재생', '수입', '니']"
626,잇뚬,돌파,['돌파']
627,jon***,진짜봄만되면뜨는노래ㅋㅋㅇㅈ???,"['진짜', '봄', '되다', '뜨다', '노래']"
628,검은패드,진짜 이노래는 봄마다 평생나올듯하다..,"['진짜', '노래', '봄', '평생', '나오다', '하다']"
629,vmf***,장벚꽃 이노래저작권료 46억 ㄷㄷ,"['장', '벚꽃', '노래', '저작권료']"
630,You***,길터라 우리 버스커님들 올라가실 준비하신다,"['길터', '우리', '버스커', '들다', '올라가다', '준비', '하다']"
631,ㅈㅎ,오늘자 어느새 13위 ㅋㅋㅋ사월이면 1위 찍겠지!! 장범준🙆,"['오늘', '어느새다', '위', '사월', '위', '찍다', '장범준']"
632,Dyo***,또 차트역주행ㅋㅋㅋㅋㅋㅋㅋㅋ,"['또', '차트', '역주행']"
633,딩딩우,너무 많이 들려서 질릴 법도 한데 봄이 되면 역시 이 노래만한 건 없는 것 같아요,"['들다', '질리다', '법도', '봄', '되다', '역시', '이', '노래', '건', '없다', '것', '같다']"
634,6f,벚꽃좀빜ㅋㅋㅋ,"['벚꽃', '좀비']"
635,lyn***,오늘 날씨가 급 따듯해져 또 들으러왔습니다.24지금부터 환갑까지 쭉 봄이면 찾게될 노래인듯,"['오늘', '날씨', '급', '따다', '하다', '또', '들다', '오다', '지금', '환갑', '쭉', '보다', '찾다', '되다', '노랗다']"
636,뀨,그대여 그대여 그대여 💕,"['그대', '그대', '그대']"
637,wjd***,벚꽃엔딩 뮤비에 나오는 여자 현재 프로듀스101에 출연중인 강시라연습생입니다,"['벚꽃', '엔딩', '뮤비', '나오다', '여자', '현재', '프로', '듀스', '출연', '강시', '연습생', '이다']"
638,han***,뮤직비디오 보니깐 왠지 따듯한 봄기운이 느껴진다. 봄은 봄인듯...,"['뮤직비디오', '보', '따다', '봄', '기운', '느껴지다', '봄', '보다']"
639,jih***,버스커버스커노래는 봄의들어야지 제맛(캬~),"['버스커버스커', '노래', '봄', '들다', '맛', '캬']"
640,den***,다른 추억은 없지만 스무살 봄이었던게 가장큼,"['다른', '추억', '없다', '스무살', '보다', '가장', '크다']"
641,twi***,벚꽃엔딩 또 왔네?반가워✋🏻,"['벚꽃', '엔딩', '또', '오다', '반갑다']"
642,tham thmith,장범준 이랑 너무닮아서 장범준 여동생인줄 알았는데 강씨네요,"['장범준', '닮다', '장범준', '여동생', '줄', '알다', '강씨']"
643,스르르,와 또올라와..?,"['오다', '또', '올라오다']"
644,가슴뛰도록☆,낮엔 벚꽃보고 밤엔 벗고보고,"['낮', '벚꽃', '보고', '밤', '벗다', '보고']"
645,wkd***,벚꽃 연금 다시올라오는군,"['벚꽃', '연금', '다시', '올라오다']"
646,렘넌21,명곡되었음  봄의 캐롤,"['명곡', '되어다', '봄', '캐롤']"
647,eun***,또 다시 벚꽃엔딩의 계절이 왔나보네요...,"['또', '다시', '벚꽃', '엔딩', '계절', '오다', '보다']"
648,ㅇㅁㅇㅇㅎㅎ,벛꽃엔딩계절,"['벛꽃', '엔딩', '계절']"
649,에지오 아디토레,그만 좀 듣자 씨발..,"['좀', '듣다', '씨발']"
650,pat***,벚꽃이 빨리 피면 좋겠네요,"['벚꽃', '피', '좋다']"
