,melon_id,댓글,processed_comment
679,음악이좋다오,ㅋㅋㅋㅋㅋㅋㅋ비추충들 지금 자기 오빠 노래가 순위 더 낮다고 비추누르면서 부들대는거 봐라 ㅋㅋㅋㅋㅋㅋㅋ어쩌니 볼빨간사춘기 노래가 좋은걸 ㅠㅠ,"['비추다', '충', '지금', '자기', '오빠', '노래', '순위', '더', '낮다', '비추다', '누르다', '부들대다', '보다', '어쩌', '볼', '빨갛다', '사춘기', '노래', '좋다']"
680,워너원좋아함,노래 진짜 좋네요,"['노래', '진짜', '좋다']"
681,99정지희,귀호강 ㅠㅠㅠ 녹아내리는중 ❤️,"['호강', '녹아내리다', '중']"
682,DPRLive,줫 병 -신들 지네 오빠 누나들 차트에서 떨어지니까 얼굴 홍익인간 되서 억지로라도 껀덕지 하나 잡아서 선동하는거봐라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 더 떨어 지길 기원합니다,"['주다', '병', '신들', '지네', '오빠', '누나', '차트', '떨어지다', '얼굴', '홍익인간', '되다', '억지로', '지다', '하나', '잡다', '선동', '하다', '보다', '더', '떨다', '지다', '기원', '하다']"
683,최강현,볼빨간도 볼빨간인데 바닐라맨은 대체 얼마를 버는 거냐,"['볼', '빨갛다', '볼', '빨갛다', '바닐라', '맨', '대체', '얼마', '버', '거']"
684,갓이유__,와 역시 다 꺾고 1등 찍어버리네!,"['오다', '역시', '꺾다', '찍다', '버리다']"
685,수수민수깡,와 노래 진짜 좋다,"['오다', '노래', '진짜', '좋다']"
686,Axiyo0516,너무 좋으니까 매년 봄될때마다 역주행했음 좋겠다 볼빨간 사춘기 사랑해요~~!!,"['좋다', '매년', '봄', '되다', '때', '역주행', '하다', '좋다', '볼', '빨갛다', '사춘기', '사랑', '하다']"
687,amyvely,"꺄아아아ㅏ아앙 마음이 간질간질 해진당 ㅎㅎ
좋은곡 감사합니당:)!
출근길에 들으면 나도 몰래 콩콩 스탭밟을듯한 노래 :)!","['꺄아아', '아앙', '마음', '해진', '좋다', '곡', '감사하다', '출근길', '들다', '나다', '몰래', '스탭밟을듯', '노래']"
688,시즈니와미라클,너무좋다 ㅜㅜㅜ,['좋다']
689,fjqm1199,오피셜리미씽유 아는사람얘기 우연히봄 등등등 이 코드로 쓴 노래 셀수없이 많으니까 어디서 들은것 같은데 하고 표절 소리 하지말긔~,"['오피', '셜리', '미씽', '유', '알다', '사람', '얘기', '봄', '등등', '등', '이', '코드', '쓸다', '노래', '셀', '많다', '들다', '것', '같다', '하다', '표절', '소리', '하다', '긔']"
690,달달무슨달쟁반같이둥군달,노래 진짜 좋다ㅠㅠㅠ대박ㅠㅠ,"['노래', '진짜', '좋다', '대박']"
691,민지_b_b,첨부분 그레이 하기나해 인줄 알았따,"['첨부', '그레이', '하다', '이다', '알다', '따다']"
692,흐잇짜아,4월 음원경쟁 볼빨간사춘기님이 제일 무서움~~이번에도 너무 좋으네요~,"['음원', '경쟁', '볼', '빨갛다', '사춘기', '제일', '무서움', '이번', '좋다']"
693,윾리둥절,볼적볼,"['볼', '볼']"
694,엉엉ㅀ,볼빨간사춘기 진짜 간질간질한 음악 독보적이다b 게다가 프로 작곡러,"['볼', '빨갛다', '사춘기', '진짜', '음악', '독보', '게다가', '프로', '작곡', '러']"
695,wellseetoto,보컬빨..,"['보컬', '빨']"
696,윾리둥절,24시간 이용자수 폭발할듯 ㅋㅋㅋ 얼마나 나올라나,"['이용', '자수', '폭발', '하다', '얼마나', '나오다', '라나']"
697,so-daily,"작사,작곡 미쳤다ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 지영님 노래 정말 힐링되고 아침에 딱 들으면 저절로 미소지으면서 출근하게되요 흥얼흥얼","['작사', '작곡', '미치다', '지영', '노래', '정말', '힐링', '되다', '아침', '들다', '저절로', '미소', '지다', '출근', '하다', '요', '흥얼흥얼']"
698,강.경민,최정우 사랑해,"['최정우', '사랑', '하다']"
699,새벽별30,나만봄,"['나', '봄']"
700,대가리깨져도송형준,진짜 존11111111111121111나 좋네 씨111111231111121발 욕이 절로 나와버리네;,"['진짜', '존', '나', '좋다', '씨', '발', '욕', '절로', '나오다', '버리다']"
701,GwakDDo,진짜 존222나 좋네 시이12발 욕이절로 나와버리네;;,"['진짜', '존', '나', '좋다', '이', '발', '욕', '절로', '나오다', '버리다']"
702,이수욕하면뚝배기깸,"벚꽃도 뭐고 ->이부분
벚꽃이고 뭐고,벚꽃도 뭐도
이렇게 고쳐야되는거 아님?
벚꽃도 뭐고 약간 뭔가 어색하지않음?","['벚꽃', '뭐', '부분', '벚꽃', '뭐', '벚꽃', '뭐', '고치다', '되다', '아니다', '벚꽃', '뭐', '약간', '뭔가', '어색하다', '않다']"
703,PCSJA11,"지나가는 엑소엘인데 역시 믿듣입니닿ㅎ!ㅠ
볼빨간사춘기 노래 1일1듣하고 있은데 이번노래듀 넘 좋아ㅏ유ㅠ 대박나세뇨❤️","['지나가다', '엑소', '엘', '역시', '믿다', '듣다', '이다', '볼', '빨갛다', '사춘기', '노래', '듣다', '있다', '이번', '노래', '듀', '넘다', '좋다', '유', '대박나다', '세뇨']"
704,탈퇴한 회원,"사랑해요 언니들,,,,,,","['사랑', '하다', '언니']"
705,nooooop,"요즘 멜론 줄서기 없으니 들을곡도 많고, 좋은 곡도 많이 알게되고 너무좋다","['요즘', '멜론', '줄', '서기', '없다', '들다', '곡', '많다', '좋다', '곡', '알', '되다', '좋다']"
706,지욤아,와 타팬덤이지만 볼사는 인정하지않을수가 없다.. 노래가 너무좋아,"['오다', '팬덤', '볼', '살다', '인정', '하다', '않다', '없다', '노래', '좋다']"
707,양은규,노래 나올때마다 멜론을 점령하는 볼사....당신들은 도대체......,"['노래', '나오다', '때', '멜론', '점령', '하다', '보다', '당신', '도대체']"
708,더블-트리,우리 동네는 벚꽃 벌써 다 떨어졌지만 그래도 괜히 공원 걸으면서 들을 듯ㅋㅋㅋ,"['우리', '동네', '벚꽃', '벌써', '떨어지다', '공원', '걸다', '들다', '듯']"
709,aapp419,6시부터 반복 재생하다가 딱 한 번만 더 듣고 자야지 하다가 벌써 두 시..^-^,"['반복', '재생', '하다', '하다', '번만', '더', '듣다', '자다', '하다', '벌써', '두', '시']"
710,cjstkvb,노래 너무 좋다아아,"['노래', '좋다']"
711,gamsungchoong,근데 노래나오고 바로 1등하는 사람들 보면 진짜 대단한듯,"['노래', '나오다', '바로', '사람', '보다', '진짜', '대단하다']"
712,하하하하하씨이바아아알,와 노래 너무 좋아요.....!!!,"['오다', '노래', '좋다']"
713,나는이안,선하트 후감상,"['선', '하트', '후', '감상']"
714,Wilpainting,"나만,봄 들으면서 떠올랐던 기억이 두사랑 들으면서 떠올린기억이랑 비슷하게 떠오르네
재생 다운로드
두사랑 (Feat. 매드클라운)
다비치
두사랑","['나', '봄', '들다', '떠오르다', '기억', '사랑', '들다', '떠올리다', '기억', '비슷하다', '떠오르다', '재생', '다운로드', '사랑', '매드클라운', '다비치', '사랑']"
715,송맹하,이야 노래 죽인다,"['노래', '죽이다']"
716,감성돋이,새앨범 나왔네요 노래좋다~~ㅎㅎ,"['앨범', '나오다', '노래', '좋다']"
717,세르히나,"들을수록 너무 좋아요!!
재생 다운로드
Spark (Feat. DONO)
JADE KEY (제이드 키)
Hard Mode","['들다', '좋다', '재생', '다운로드', '제이드', '키']"
718,Melodrama,"후렴구가 너무 비슷...
재생 다운로드
Officially Missing You
긱스 (Geeks)
Officially Missing You","['후렴구', '비슷', '재생', '다운로드', '긱스']"
719,9416_.,하여튼 사람들 말 한번 예쁘게 못해서 안달임; 싫으면 안들으면 되지 얘네는 우리 많이 들으라고 노래 하나하나 애써서 만들었을텐데 고작 듣는 말 하고는 진짜,"['하여튼', '사람', '말', '한번', '예쁘다', '하다', '달이다', '싫다', '들다', '되다', '얘', '우리', '들다', '노래', '하나', '하나', '애쓰다', '만들다', '고작', '듣다', '말', '진짜']"
720,임현식내꺼,사랑해 볼사!!!!♥️♥️♥️♥️♥️,"['사랑', '하다', '보다']"
721,hutazone0721,너무 좋아!!!,['좋다']
722,어메쥬,도입부 장인ㅠㅠ .,"['도입', '부', '장인']"
723,딩유3,좀 의심되는데..,"['좀', '의심', '되다']"
724,부먹이진리지,볼사는 원래 나올 때마다 1위였어여~~사재기 늘어나니까 원음원강자가 오해를 받네ㄷㄷ,"['볼', '살다', '원래', '나오다', '때', '위', '이다', '사재기', '늘어나다', '음원', '강', '오해', '받다']"
725,kashy,볼빨간 사춘기 화이팅 !!!~,"['볼', '빨갛다', '사춘기', '화이팅']"
726,통장스틸,차트계속바뀌는 것 봐..왕,"['차트', '계속', '바뀌다', '것', '보다', '왕']"
727,뚠뚠-박자,볼사 최고야.... 역시 음원강자님들 사랑해요♡,"['보다', '최고', '역시', '음원', '강자', '들다', '사랑', '하다']"
728,1.bin_,우리 학교 축제 때 왔었는데 라이브가.. 기대를 너무 많이 했나봐요,"['우리', '학교', '축제', '때', '오다', '라이브', '기대', '하다', '보다']"
729,tkfogo2,"생일에 볼빨간 사춘기 노래라니
너무좋아","['생일', '볼', '빨갛다', '사춘기', '노래', '좋다']"
730,rnjsgj,나만 오프닝에서 사랑이 뭔데 노래 생각남?,"['나', '오프닝', '사랑', '뭐', '노래', '생각나다']"
731,nOtsObAd,"officially missingyou 샘플링인듯..?
전혀모르다가 다끝나고 후주나올때야 알았네요","['샘플링', '듯', '전혀', '모르다', '끝나다', '후주', '때', '알다']"
732,Hyungjoon673,볼태식이 돌아왔구나ㅠㅠ,"['볼', '태식', '돌아오다']"
733,dbscksdud00,볼사는 대중픽,"['볼', '살다', '대중', '픽']"
734,행우니니니,진짜 볼사 노래 너무 좋아요ㅠㅠㅠㅠㅠㅠ 요즘 딱 제마음같은 노래네요,"['진짜', '보다', '노래', '좋다', '요즘', '마음', '같다', '노랗다']"
735,Heyoulove,노래너무예뻐요ㅠㅠㅠ,"['노래', '예쁘다']"
736,또향쓰,볼사다 ㅠㅜㅜㅠㅠㅠㅠㅠㅠㅠㅠ,"['볼', '사다']"
737,2재빈,헉 1등하셨네요 어느 노래던 항상 좋은노래 들려주셔서 감사합니다 이번 봄에 잘 들을게요 이쁘세요,"['노랗다', '항상', '좋다', '노래', '들려주다', '감사하다', '이번', '봄', '자다', '들다', '이쁘다']"
738,탈퇴한 회원,직시작곡 다 안지영❣ㅜㅜㅜㅜ 진짜 능력 갑...,"['직시', '작곡', '안지영', '진짜', '능력', '갑']"
739,xoon.a,비공테러 언년이냐진짜 ㅋㅋ,"['비', '테러', '년', '진짜']"
740,mshhjj,"1등이다 ㅜㅜㅜ 컨셉이 너무 좋다
콘서트 재밌게 보고올게요 좋은곡 내줘서 감사해요❤❤❤","['컨셉', '좋다', '콘서트', '재밌다', '보고오다', '좋다', '곡', '내주다', '감사하다']"
741,앚엑,목소리가..진짜..너무 이쁘다..,"['목소리', '진짜', '이쁘다']"
742,ki213y,거의 힙합만 듣다가 차트1위에 있어서 들어봤더니 신세계네..,"['거의', '힙합', '듣다', '차트', '위', '있다', '들다', '보다', '신세계']"
743,ooper12,진짜 노래 너무 좋잖아요...ㅠㅠㅠㅠ❣️,"['진짜', '노래', '좋다']"
744,운즈ssss,"곡 1,2,3위 퍼팩트킬가자!!!","['곡', '위', '퍼팩트킬가자']"
745,molommlon,ㅠㅠ 사랑해요 이제 고등학교 첫시험이 곧 시작인데 이 노래 듣고 힘내서 시험 잘 볼게요!,"['사랑', '하다', '이제', '고등학교', '시험', '곧', '시작', '이', '노래', '듣다', '힘내다', '시험', '자다', '보다']"
746,앗살라말라이큠,목소리 녹네요..! (๑ ̆ꇴ ̆๑),"['목소리', '녹다']"
747,사랑해taco,ㅋㅋㅋㅋㅋ비공테러 오지네 누구팬들임,"['비', '테러', '오지', '누구', '팬', '들이다']"
748,임한솔,역시 믿듣볼사 이번 노래도 넘나 좋은것 ㅜㅜ❤❤❤❤❤❤,"['역시', '믿다', '듣보다', '이번', '노래', '넘다', '좋다', '것']"
749,크레이프케잌,볼사가 돌아왔다!,"['볼', '사가', '돌아오다']"
750,탈퇴한 회원,생일날 볼사 컴백이라니 너무좋네요,"['생일', '날', '보다', '컴백', '좋다']"
751,사랑___하자,볼빨간사춘기는 진짜 노래 나오는것마다 듣는거같네 음색 진짜 좋고 내년 봄에도 들을거같다ㅠㅜ,"['볼', '빨갛다', '사춘기', '진짜', '노래', '나오다', '듣다', '같다', '음색', '진짜', '좋다', '내년', '봄', '들다', '같다']"
752,멋지게살자100,방금 라이브원 보고 또 들으러 온사람! ㅎㅎㅎ,"['방금', '라이브', '보고', '또', '들다', '사람']"
753,hangumylove,아니 우지윤? 그 분은 왜 파트가 없는거지?? 우주를 줄게 이후로 단독 파트 있는 걸 본 적이 없는 것 같음.. 이럴거면 그룹으로 하지 말던가; 쇼케이스 때도 안지영만 비추던데 보기 좀 그럼;,"['아니다', '지윤', '그', '분', '왜', '파트', '없다', '우주', '줄', '이후', '단독', '파트', '있다', '걸', '보다', '적', '없다', '것', '같다', '이렇다', '그룹', '하다', '말다', '쇼케이스', '때', '안지영', '비추다', '보기', '좀', '그렇다']"
754,Miracle_Buddy,1위가 되고나서부터 댓글 비추쟁이들 늘어나는거봐라 ㅋㅋㅋ 니들 노래만 1위하라는법있니?^^ 니들 수준이 딱 그런거야^^,"['위', '되다', '나서다', '댓글', '비추', '들다', '늘어나다', '보다', '니', '노래', '위', '법', '있다', '니', '수준', '그렇다']"
755,류가장,"처음부분 이노래 생각나면서 추억에 젖는느낌~~ 좋네요
재생 다운로드
쿨밤
슬리피, 송지은
쿨밤","['처음', '부분', '이노', '생각나다', '추억', '젖다', '느낌', '좋다', '재생', '다운로드', '쿨밤', '슬리피', '송지은', '쿨밤']"
756,기부니가조아욧,너무좋아요 안지영 최공,"['좋다', '안지영', '최공']"
757,이름없음.1,볼빨간 사춘기 노래는 늘 좋은듯,"['볼', '빨갛다', '사춘기', '노래', '늘', '좋다', '듯']"
758,권민철,"영주 자랑스럽다 ㅎㅎㅎ
안지영 누나 꿀 보이스
믿고 듣는 볼빨~
Up
Up
Up
Up","['영주', '자랑스럽다', '안지영', '누나', '꿀', '보이스', '믿다', '듣다', '볼빨']"
759,KANG__E,딱 붙어서~~~ 할 때 너무 좋다,"['붙다', '하다', '때', '좋다']"
760,sin_s__h,귀가 녹았어... 노래 너모 좋아ㅠㅠㅠㅠ,"['귀가', '녹다', '노래', '모', '좋다']"
761,버디린,"나만, 봄! 이 곡이 정말 대박이네요❣
볼사하면 떠오를 수 있는 정말 밝고 예쁜 노래!","['나', '봄', '이', '곡', '정말', '대박', '요', '볼', '사하다', '떠오르다', '수', '있다', '정말', '밝다', '예쁘다', '노래']"
762,아이유-사랑해,"나만,봄 노래 너무 좋아요~ 이제 완전히 봄이 되면 매일 들어야겠어요!~
물론 지금도 들어야죠!~","['나', '봄', '노래', '좋다', '이제', '완전하다', '봄', '되다', '매일', '들다', '지금', '들다']"
763,난너의구찌,"이거 안들어 보신분 들어보세요ㅠㅠ 이것도 띵곡임
재생 다운로드
나의 사춘기에게
볼빨간사춘기
Red Diary Page.1","['거', '들다', '보신', '들다', '보다', '것', '띵곡임', '재생', '다운로드', '나', '사춘기', '볼', '빨갛다', '사춘기']"
764,마멜공주님,역시 이 곡이 1등 ㅠ ㅠ,"['역시', '이', '곡']"
765,DIFF.wendy,"이 노래도 좋은데 많이 안 알려짐ㅠ
재생 다운로드
사랑에 빠졌을 때
볼빨간사춘기
Full Album RED PLANET","['이', '노래', '좋다', '안', '알려지다', '재생', '다운로드', '사랑', '빠지다', '때', '볼', '빨갛다', '사춘기']"
766,TAYRING,커버가존니이쁘다..,"['커버', '존', '이쁘다']"
767,청귤조아,볼사님 진짜 사랑해여,"['볼사', '진짜', '사랑', '하다']"
768,ㅇ하현,비추 누구냐 ㅋㅋㅋ 개웃기네 노래 좋고 좋은 말들만 하는데 비추함... 찌질이들,"['비추다', '누구', '기네', '노래', '좋다', '좋다', '말', '하다', '비추다', '함', '찌다', '이']"
769,doebfo,드디어 볼사 나왔다! 1위 가즈아!,"['보다', '나오다', '위', '가즈']"
770,spring2051,넘 좋다,"['넘다', '좋다']"
771,Nuoyagmik,와 진심 노래 개좋다,"['오다', '진심', '노래', '개', '좋다']"
772,치즈케익두조각,1위 축하드립니다!!,"['위', '축하', '드리다']"
773,boI4,1등 개꿀딱,['개꿀']
774,불속성,ㅋㅋㅋㅋㅋㅋ 뮤비 활 맞는거 왤케 웃기냐 진짜 노래 너무 좋다,"['뮤비', '활', '맞다', '왜', '웃기다', '진짜', '노래', '좋다']"
775,skskakkdksksk,역시 1위는 볼사다.. 내는 노래마다 완벽하다,"['역시', '위', '볼', '사다', '내다', '노래', '완벽하다']"
776,welo위로,봄을 위한 봄생각 나는 예쁜 노래,"['봄', '위', '봄', '생각', '나', '예쁘다', '노래']"
777,쨔쓰-,볼사는 진짜 봄이랑 찰떡이네..,"['볼', '살다', '진짜', '봄', '찰떡']"
778,Miracle_Buddy,10시 예측 1위네요 ㄷㄷ,"['예측', '위']"
779,35815,음원깡패 컴백~,"['음원', '깡패', '컴백']"
780,Skyrocket,"노래 스타일이 너무 똑같아 단조로움!
지겨워요!","['노래', '스타일', '똑같다', '로움', '지겹다']"
781,이수욕하면뚝배기깸,진짜 안지영 목소리랑 창법 사람미치게함,"['진짜', '안지영', '목소리', '창법', '사람', '미치다', '함']"
782,퓨쳐밝음,믿고 듣는 볼사,"['믿다', '듣다', '보다']"
783,사그춘냥기,노래 너무 좋다~,"['노래', '좋다']"
784,딸기잎꽃말,돌아왓구나 볼태식이~,"['돌다', '왓', '구나', '볼', '태식']"
785,무지무지무지무지개,봄 실감 안났었는데 이 노래 들으니까 확 드네ㅋㅋㅋ또 시험때문에 꽃구경은 못해도 노래로 또 봄타겠다...,"['봄', '실감', '나다', '이', '노래', '들다', '확', '드', '또', '시험', '때문', '꽃', '구경', '하다', '노래', '또', '봄타다']"
786,옼킼알겤엨,사랑해 ㅠ,"['사랑', '하다']"
787,뉙넴임임미다,"좋아 좋아 좋아 좋아
그런데 이번에도 우지윤님은 ㅠ...?","['좋다', '좋다', '좋다', '좋다', '이번', '지윤']"
788,경래K,음색이 봄하고 너무 잘 어울리는거 같아요.. 이번 봄엔 뭘 듣지 고민했었는데.. 해결 한거 같네요 ㅎㅎ,"['음색', '봄', '자다', '어울리다', '같다', '이번', '봄', '뭘', '듣다', '고민', '하다', '해결', '거', '같다']"
789,김광현,아무 생각 없이 들어도 웃음이 절로 나게 만드는 목소리 정말 진짜 행복해,"['아무', '생각', '들다', '웃음', '절로', '나다', '만들다', '목소리', '정말', '진짜', '행복하다']"
790,Seed._.,좋아♡ 이러는거같아요 너무 예쁜 곡..,"['좋다', '이르다', '같다', '예쁘다', '곡']"
791,ㄹ-록시땅-ㄹ,내일 아침에 일어나서 보면 1등이겠죠? 1등 안 해도 좋아 노래가 너무 좋잖아,"['내일', '아침', '일어나서', '보다', '안', '해도', '좋다', '노래', '좋다']"
792,기조수.,가뜩이나 차트 빡센데 볼사까지 ㄷㄷ 들을 음악이 엄청 많네,"['가뜩이나', '차트', '빡세', '볼사', '들다', '음악', '많다']"
793,SeriousBug,듣다보면 뭔가 들뜨고 설레는 기분이 듦,"['듣다', '보다', '뭔가', '들뜨다', '설레다', '기분', '들다']"
794,탈퇴한 회원,너무 좋긴한데 어째 노래가 다 비슷비슷함.. 자주 듣긴 할듯!,"['좋다', '기다', '어째', '노래', '비슷', '비슷하다', '자주', '듣다', '하다']"
795,바람이휘인휘인분다,역시 봄은 볼빨간사춘기야 ((주르륵,"['역시', '봄', '볼', '빨갛다', '사춘기', '주르륵']"
796,띵곡을들으면울리는벨,머리가 띵!,"['머리', '띵']"
797,qwer123ty,너네도 연금타게?,"['네', '금타']"
798,탈퇴한 회원,음원킹이 돌아왔다,"['음원', '킹', '돌아오다']"
799,개살구스,곧 아이돌 전쟁터가 될 멜론 차트에 한줄기의 빛이 내려왔으니...! 볼빨간 사춘기 쭉쭉 올라가자!!!,"['곧', '아이돌', '전쟁', '터', '되다', '멜론', '차트', '줄기', '빛', '내려오다', '볼', '빨갛다', '사춘기', '쭉쭉', '올라가다']"
800,jiun222,와...미쳤네 너무 좋잖아..❤️,"['오다', '미치다', '좋다']"
801,초로기,와 앨범 이쁘다 목소리도 이쁘다ㅎㅎ,"['오다', '앨범', '이쁘다', '목소리', '이쁘다']"
802,다슬기슬기다슬기,오~~~ 요즘 나오는 곡 다 좋네~~~,"['오', '요즘', '나오다', '곡', '좋다']"
803,동해서해남해방탄사랑해,노래 짱좋아요 ㅠㅠ 1위가자!!,"['노래', '좋다', '위', '가다']"
804,베지밀마차,"미뗬고 행님덜~~ 볼빨 ~~
닥치고 스트리밍 고고씽!!","['미뗬', '행', '덜', '볼빨', '닥치고', '스트리밍', '고고씽']"
805,슴덕후,믿고든는 볼사~~ 노래 넘 좋아요❤️,"['믿다', '늘다', '보다', '노래', '넘다', '좋다']"
806,bibba,너무 좋아요 너무 너무나,['좋다']
807,ㄹ-록시땅-ㄹ,너무 오랫동안 기다렸어요ㅜㅜ 노래 좋아요❤️,"['기다리다', '노래', '좋다']"
808,지뽀니,기다렸어요ㅠㅠ귀호강은 역시 볼빨❤️,"['기다리다', '호강', '역시', '볼빨']"
809,검은헤드셋,꽃기운 맡으며 듣는 봄의 노래,"['꽃', '기운', '맡다', '듣다', '봄', '노래']"
810,양주영2,이 노래는 과연 미쳤다고 할수있다. 만약 이 노래를 그렇게 춥다던 러시아에서 50년간 살아온 알렉세이 씨에게 들려준다면 갑자기 장범준 빙의해서 러시아어로 벚꽃엔딩을 부르리라.,"['이', '노래', '과연', '미치다', '하다', '만약', '이', '노래', '추다', '러시아', '살아오다', '알렉세이', '씨', '들려주다', '갑자기', '장범준', '빙의', '하다', '러시아어', '벚꽃', '엔딩', '부르다']"
811,프골팩,응원 온 원스입니다~~볼빨간 사춘기 파이팅! 목소리가 넘나 고와요,"['응원', '온', '원스', '이다', '볼', '빨갛다', '사춘기', '파이팅', '목소리', '넘다', '고', '요']"
812,MyPlayList,"너무 좋아 봄 노래♥️♥️
재생 다운로드
정말 좋다니까 (feat. 박성욱 of 마리슈)
도리토리
정말 좋다니까","['좋다', '봄', '노래', '재생', '다운로드', '정말', '좋다', '박성욱', '마리', '슈', '도리', '토리', '정말', '좋다']"
813,ioip1212,"노래에 포인트가 없는 느낌? 어느 부분을 따라해야할지 한번에 갈피를 못잡겠음.
-별 보러 갈래가 더 봄같음 느낌","['노래', '포인트', '없다', '느낌', '부분', '따르다', '야하다', '한번', '갈피', '못자다', '별', '보다', '갈래', '더', '봄', '같다', '느낌']"
814,한밤의카니발,안지영 천재,"['안지영', '천재']"
815,PAKA,들을거생김 개꿀,"['들다', '생기다', '개꿀']"
816,슬기,너무 좋아요 진짜ㅠㅠㅠㅠㅠㅠ❤️❤️,"['좋다', '진짜']"
817,겨울.바다,봄에 듣기 가볍고 좋은 곡이네,"['봄', '듣기', '가볍다', '좋다', '곡']"
818,이기쁨찾기,"이제 매년 봄에는 벚꽃연금에 이어서 나도연금의 탄생인가???
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운","['이제', '매년', '봄', '벚꽃', '연금', '나다', '연금', '탄생', '재생', '다운로드', '나', '봄', '볼', '빨갛다', '사춘기', '사춘기', '집', '꽃', '기운']"
819,Crrush,"봄빨간사춘기 1위하자 ㅠㅠㅠㅠ
노래 진짜 최고,,","['봄', '빨갛다', '사춘기', '위', '하다', '노래', '진짜', '최고']"
820,배지녕ㅇ,노래 좋아..ㅜㅜㅜㅠㅠㅠㅠㅠㅠㅜㅠ 너무 좋아ㅠㅜㅠㅜㅠ,"['노래', '좋다', '좋다']"
821,Kimherin,인트로랑 멜로디가 너무 또오해영....,"['인트로', '멜로디', '또', '오해', '영']"
822,WWWWWWWWV,너무 좋다 진짜,"['좋다', '진짜']"
823,Kirr_1022,와 미친 역대급이다 진짜,"['오다', '미치다', '역대', '진짜']"
824,Kim.aa,봄 느낌이 너무 좋닿 꿈 같은 느낌,"['봄', '느낌', '좋다', '닿다', '꿈', '같다', '느낌']"
825,ㄹ-록시땅-ㄹ,1등 가자!,['가다']
826,I_MODA_U,봄 타도송이 점점많아지는군요 후후,"['봄', '타도', '송이', '점점', '많아지다']"
827,cvrd_red_color,또다른 봄 anthem의 탄생이군뇨 ..... ✨,"['봄', '의', '탄생', '이군', '뇨']"
828,김지유김민지,개좋아,"['개', '좋다']"
829,Seminy,믿고듣는 볼사 ㅠㅠ 볼사 없었으면 무슨 낙으로 살았을까,"['믿다', '듣다', '보다', '보다', '없다', '무슨', '낙', '살다']"
830,마른반찬,노래에 취한다,"['노래', '취한']"
831,Before_sunrise,넘 좋당 ㅠㅠ,"['넘다', '좋다']"
832,뺑알스,이게 가수지 !!!,"['이', '가수']"
833,탈퇴한 회원,외쳐 갓볼사,"['외치다', '갓', '보다']"
834,Su_J_,진정한 가수다 진짜로,"['진정하다', '가수', '진짜']"
835,아침은다시올거야,진짜 너무 좋다ㅠㅠㅠㅜ,"['진짜', '좋다']"
836,이쁘다증말루,"너무 기다렸어 이 목소리ㅠㅠ
노래도 너무 좋고 사랑해,,❤️","['기다리다', '이', '목소리', '노래', '좋다', '사랑', '하다']"
837,탈퇴한 회원,"볼빨간사춘기 노래들은 안좋은노래들이 없음
수록곡 매번 다 좋고 와 역시 볼빨간사춘기 이번앨범도 대박 ㅠㅠㅠㅠㅠㅠ 1위가자♥","['볼', '빨갛다', '사춘기', '노래', '안좋다', '노래', '없다', '수록', '곡', '매번', '좋다', '오다', '역시', '볼', '빨갛다', '사춘기', '이번', '앨범', '대박', '위', '가다']"
838,JKLR,노래 좋당,"['노래', '좋다']"
839,ㅎㅅㅎㅅㅎ11,믿듣이다 진짜,"['믿다', '듣다', '진짜']"
840,나연이가너무좋나연,잊지 않고 노래 내주셔서 감사합니다 ㅜㅜㅜ 곡 너무조아용,"['잊다', '않다', '노래', '내주다', '감사하다', '곡', '무조', '용']"
841,bbh0506loving,믿듣볼사,"['믿다', '듣보다']"
842,탈퇴한 회원,믿고 듣는 볼빨간사춘기~~~,"['믿다', '듣다', '볼', '빨갛다', '사춘기']"
843,hl7018,너무 좋다!!!!!!,['좋다']
844,곰키,안돼 그만해 꼬ㅊ은 넣어줘,"['돼다', '그만하다', '꼬', '은', '넣다']"
845,Batori,"좋아요!!
재생 다운로드
좋다고 말해
볼빨간사춘기
Full Album RED PLANET 'Hidden Track'","['좋다', '재생', '다운로드', '좋다', '말', '하다', '볼', '빨갛다', '사춘기']"
846,신채호,봄 노래 하나 또 나왔네 “믿듣”,"['봄', '노래', '하나', '또', '나오다', '믿다', '듣다']"
847,홍멜스,"""믿듣""","['믿다', '듣다']"
848,syounvely,인트로랑 간주부분 약간 유승우 서현진 사랑이뭔데랑 ㅂ슷한데...?,"['인트로', '간주', '부분', '약간', '유승우', '서현진', '사랑', '데', '슷한데']"
849,이런다있데,짝사랑 노래 너무 좋다...,"['짝사랑', '노래', '좋다']"
850,가나다라마사자바,녹는다녹아 ㅎㅎ,"['녹다', '녹다']"
851,parthos,믿고있었다구 ㅠㅡㅠ,['믿다']
852,키티님ㅇㅡㅇ,볼빨간 사춘기 봄이랑 넘잘어울리공 목소리도 매력쩔어요 ><,"['볼', '빨갛다', '사춘기', '봄', '넘다', '어울리다', '공', '목소리', '매력', '쩔어요']"
853,깡슬공주,봄 노래 감사합니다. 잘 들을게요 :),"['봄', '노래', '감사하다', '자다', '들다']"
