,melon_id,댓글,processed_comment
303,hohototo19,노래 듣고 있으면 설렘가득.. ㅋㅋ,"['노래', '듣다', '있다', '설레다', '가득']"
304,piona7788,"진심 올봄에 들을 노래 너무 많아서 좋다 방탄, 볼사, 태연까지. 마구 마구 노래 듣고 있음. 어느 곡 하나 빠지는 곡이 없다는 개 함정.","['진심', '봄', '들다', '노래', '많다', '좋다', '방탄', '보다', '태연', '마구', '마구', '노래', '듣다', '있다', '곡', '하나', '빠지다', '곡', '없다', '개', '함정']"
305,gamsungchoong,왜자꾸 오르락내리락하너 심장떨리게,"['왜', '자꾸', '오르락내리락', '너', '심장', '떨리다']"
306,VWVw,목소리 너무 귀여워ㅠ ㅠ ㅠ ㅠ,"['목소리', '귀엽다']"
307,이이름름없없음음,"와 엄청나게 끈질기네. 방탄, 볼사 둘다 응원해요","['오다', '엄청나다', '끈질기다', '방탄', '보다', '두다', '응원', '하다']"
308,afera10,"싸우지마세여....
전 둘다 좋슴다!!
볼사 흥해랏!!!!!
누가 더 잘난거를 따지는 것보단
더 잘나게되라고 응원하는게 더 좋지 않을까욤...
그게 한국(?)을 더 자랑(?)스럽게 하는 부분이지 않을까요...제가 말해놓고 제가 이상하다고 생각되네용ㅎㅎ
볼빨간 사춘기 화이팅!!!
좋은 노래 많이많이 내주세요!!!!","['싸우지마', '세', '전', '두다', '좋다', '보다', '흥해랏', '누가', '더', '잘나다', '따지다', '것', '더', '잘나다', '되다', '응원', '하다', '더', '좋다', '않다', '욤', '그게', '한국', '더', '자랑', '하다', '부분', '않다', '제', '말', '하다', '제', '이상하다', '생각', '되다', '용', '볼', '빨갛다', '사춘기', '화이팅', '좋다', '노래', '내주다']"
309,9명이하나되어-,이것만 들으면 마음이 몽글몽글해진다ㅠ♡ 볼빨간 사춘기 흥해랏♡♡,"['것', '들다', '마음', '몽글몽글하다', '볼', '빨갛다', '사춘기', '흥해랏']"
310,당근순,"댓글 내려보니까 방탄멤버 프로필 사진만 보이네... 방탄 니들이 댓글 관리 안해줘도 대단한거 아니까 그만좀 싸워라 언급을 안할수가 없네 아미너네 까는애들은 차피
끝까지 저럴텐데 걍 무시하면 안되니...애드 시런이 줬는데 노래안좋다는건 걍 멍청이고","['댓글', '내다', '보', '방탄', '멤버', '프로필', '사진', '보이', '방탄', '니', '댓글', '관리', '해주다', '대단하다', '아니다', '좀', '싸우다', '언급', '하다', '없다', '아미', '너', '깔다', '애', '차피', '끝', '저러다', '무시', '하다', '안되다', '애드', '시런', '주다', '노래', '안좋다', '멍청이']"
311,짱짱쌔다,"우리가 언제 먼저와서 시비턴적 있냐 이제 그만좀 하자 왜자꾸 언급하는건데 비추 달짓을 하니까 비추를 달지
이제 다들 타그룹 언급하지말고 서로 좋은노래 많이듣자 제발","['우리', '언제', '먼저', '서다', '시비', '턴', '있다', '이제', '좀', '하자', '왜', '자꾸', '언급', '하다', '비추다', '달짓', '하다', '비추다', '달', '이제', '들다', '그룹', '언급', '하다', '서로', '좋다', '노래', '듣다', '제발']"
312,wlsgud02,근데 음원 시스템 잘 몰라서 그러는데 노래 많이 들으면 그 가수한테 돈이 더 많이 가는거죠?,"['음원', '시스템', '자다', '모르다', '그렇다', '노래', '들다', '그', '가수', '돈', '더', '가다']"
313,깅중형,방탄 팬덤 유일하게 뚫는 클라스보소,"['방탄', '팬덤', '유일하다', '뚫다', '클라스', '보다']"
314,hye11w,버텨주시오 ... 볼사 하이팅 ❤️,"['버티다', '보다', '하이', '팅']"
315,KROWNSAND,차트 온통 핑크빛속에 차트에 굳건히 자리하고있는 볼빨간 사춘기 ㅠㅠㅠ 진짜 흥해랏!!! 이정도 버티는거도 대단한거임..ㄷㄷ,"['차트', '온통', '핑크', '빛속', '차트', '굳다', '자리', '하다', '볼', '빨갛다', '사춘기', '진짜', '흥해랏', '이정', '버티다', '대단하다', '임']"
316,je_taime,왜 자꾸 타그룹 언급을 하시는지 모르겠네 하실거면 존칭 붙여가면서 하시던가 아님 써방하시던가 해주세요~ 이러는 거 볼사 분들이 보심 좋아할 거 같나요 자기 곡 댓창에 타가수 언급하면서 욕하는데~,"['왜', '자꾸', '그룹', '언급', '하다', '모르다', '하다', '존칭', '붙이다', '하다', '아니다', '써다', '방', '하다', '해주다', '이르다', '거', '보다', '분', '보심', '좋아하다', '거', '같다', '자기', '곡', '창', '가수', '언급', '하다', '욕', '하다']"
317,XwXwY,앨범 사진 이뻐요ㅋㅋ 노래도 좋당 화이팅,"['앨범', '사진', '이쁘다', '노래', '좋다', '화이팅']"
318,탈퇴한 회원,왜 아직도 댓글에서 방탄얘기가 나오죠? 스밍빨인지 어떻게 아나요 그냥 팬들 머릿수가 엄청 많은데,"['왜', '댓글', '방탄', '얘기', '나오다', '스밍빨', '어떻다', '나', '그냥', '팬', '머릿수', '많다']"
319,이희원,지영아 응원한다 힘내라,"['지영', '응원', '힘내다']"
320,JJJHHHHHHHH,처음 시작할 때 멜로디가 너무 좋다,"['처음', '시작', '하다', '때', '멜로디', '좋다']"
321,이동훈,과거기록으로 보면 볼사가 대단한게 아니라 방탄이 대단한거임 볼4랑 같은 시기에 나왔으면 볼4가 이겼겠지.,"['과거', '기록', '보다', '볼', '사가', '대단하다', '아니다', '방탄', '대단하다', '임', '볼', '같다', '시기', '나오다', '볼', '가다', '이기다']"
322,heroheroo,대단하다ㅋㅋㅋㄱㅋ볼사 아예 관심도 없었는데 인기 오지네,"['대단하다', '보다', '아예', '관심', '없다', '인기', '오지']"
323,서명규,1등 가아아아앙 쓓,"['가다', '아앙', '쓓']"
324,어허하라,타팬이데 넘나 좋아요ㅠㅜ 매번 잘듣고 있습니다~,"['타팬', '데', '넘다', '좋다', '매번', '듣다', '있다']"
325,띵곡보면짖는개,"좋다,,,",['좋다']
326,엌32,귀호강,['호강']
327,열셋의소년들,타팬인데 볼빨간 사춘기 노래 너무 좋아서 매번 듣고 있ㅇ요 ㅠㅠㅠㅠㅠ 볼사 흥해라 !!!!!,"['타팬', '볼', '빨갛다', '사춘기', '노래', '좋다', '매번', '듣다', '있다', '요', '보다', '흥', '하다']"
328,괄도네넴띵,1등 가즈아아아앜 쓋,"['가다', '아아', '앜', '쓋']"
329,탈퇴한 회원,기계 스트리밍 하는거랑 니들이 안쓰는 계정들 총동원해서 무음 스트리밍 돌리는거랑 뭐가 다름?,"['기계', '스트리밍', '하다', '니', '쓰다', '계정', '총동원', '하다', '무음', '스트리밍', '돌리다', '뭐', '다르다']"
330,잘생긴숙희,어딜가든 무개념은 있다 방탄 앨범 댓글와서 어그로 끄는 놈들이나 여기 댓글창와서 어그로끄는 놈들이나 다 무개념인거지 그냥 무시하고 자기가 듣고 싶은 노래 들으면되는거아니냐 굳이가서욕하고 그런 한심한짓좀 하지말자 볼사 노래는 사람들이 두루두루 들으니까 순위에 올라오는거고 방탄은 팬덤이 워낙큰데 거기에다가 일반인들도 들으니까 순위에 올라오는거지...,"['가든', '무', '개념', '있다', '방탄', '앨범', '댓글', '서다', '어그', '끄다', '놈', '여기', '댓글', '창', '서다', '어그', '끄다', '놈', '무', '개념', '거지', '그냥', '무시', '자기', '듣다', '싶다', '노래', '들다', '되다', '굳이', '가다', '욕', '그렇다', '한심하다', '좋다', '하다', '보다', '노래', '사람', '두루', '두루', '들다', '순위', '올라오다', '방탄', '팬덤', '워낙', '크다', '거기', '일반인', '들다', '순위', '올라오다']"
331,나나나후니,그와중에 음원 깡패인 방탄사이에서 2위라니 ㄷㄷㄷㄷㄷㄷ,"['와중', '음원', '깡패', '방탄', '사이', '위']"
332,tjgjstnr72,좋은 노래 내주셔서 너무 조아요~~ 나만 봄 너무 좋다아 히히,"['좋다', '노래', '내주다', '좋다', '나', '봄', '좋다']"
333,민화령,여러분 이노래 듣는겸으로 엘소드 볼빨이부른 밤의미궁 유튜브로 검색해서 들어주세요ㅠㅠ 갓곡인데 음원안낸다고합니다ㅠㅠㅠ,"['여러분', '이노', '듣다', '겸', '엘소드', '볼빨', '부르다', '밤', '미궁', '유튜브', '검색', '하다', '들어주다', '곡', '음원', '안', '내다', '하다']"
334,G0neGo,볼사 대단하네,"['보다', '대단하다']"
335,Bollove,"근데 봄날,IDOL은 왜 다시 순위에 올라온거임?","['봄날', '은', '왜', '다시', '순위', '올라오다', '임']"
336,지수LOVE,"정정당당하게 방탄이 1위한게 뭐가 문제임?
스밍은 모든팬덤이 다돌리는데","['정정당당하다', '방탄', '위', '게', '뭐', '문제', '임', '스밍', '팬덤', '돌리다']"
337,지횽이이,아니 여기다 방탄분들얘기 하지마세요 애초에;; 그리고 ㅂㅌ팬분들도 어그로는 무시하고가세요 여기는 그래도 볼사 페이지인데 댓글다 싫어요 다는거 추해요.,"['아니다', '여기', '방탄', '얘기', '하다', '말다', '애초', '팬', '어그', '무시', '하다', '여기다', '보다', '페이지', '댓글', '싫다', '달다', '추하다']"
338,정은지너의밤은어때_안냔해롱,순위로 대중들이 원하는 음악이 무엇인지 증명한다.,"['순위', '대중', '원하다', '음악', '무엇', '증명', '하다']"
339,aituo0,우리 서로서로 순위에 목숨걸지 말자구요ㅠ 방탄 볼사 둘다 충분히 좋은곡 많이 내잖아요. 게다가 잘 모르시는 분들도 한번씩은 마음에 품는 그런 아티스트 들이고요. 모두 좋은 가수들이랍니다,"['우리', '순위', '목숨', '걸다', '말', '자구', '방탄', '보다', '두다', '충분하다', '좋다', '곡', '내다', '게다가', '자다', '모르다', '분', '한번', '마음', '품다', '그렇다', '아티스트', '들이다', '모두', '좋다', '가수', '들이다']"
340,에프,"왜 구지 여기 댓글까지 와서 싸워야됨;;; 그냥 니네끼리 카톡방이나 파서 싸워 가만히있는사람 피해주지말고;;,,","['왜', '구지', '여기', '댓글', '오다', '싸우다', '되다', '그냥', '끼리', '카톡', '방이', '파서', '싸우다', '있다', '사람', '피', '해주다']"
341,월드와이드핸섬_,이 노래도 좋고 방탄도 좋은대 아이돌 노래보고 노래같지도않은 노래래ㅋㅋ 자기는 뭐 얼마나 대단한 노래 듣길래;; 아 유치해 저 아래 님 ㅠㅠ 이 노래도 좋아하는 사람도 있고 아닌 사람도 있는거지 지 취향이 무슨 대단한마냥 왜 그러고 다녀요;,"['이', '노래', '좋다', '방탄', '좋다', '아이돌', '노래', '보고', '노래', '같다', '않다', '노래', '자기', '뭐', '얼마나', '대단하다', '노래', '듣다', '유치하다', '저', '아래', '이', '노래', '좋아하다', '사람', '있다', '아니다', '사람', '있다', '지다', '취향', '무슨', '대단하다', '마냥', '왜', '그렇다', '다니다']"
342,European_Union,다들 그만!,['들다']
343,취미로음악듣는남자,방x 노래가 차트도배해도 상관없는데 힘겹게 올라온 노래보고 사재기라고 하지말자 ㅋㅋㅋㅋㅋ니네 노래만 듣는 그런망상에 빠지지말자는거야 ㅇㅋ?,"['방', '노래', '차트', '도배', '해도', '상관없다', '힘겹다', '올라오다', '노래', '보고', '사재기', '하다', '니', '노래', '듣다', '망상', '빠지다', '자다']"
344,자두먹으면자두되나,여러분 다같이 영차영차~ 좀만 힘내서 다시 올라가용,"['여러분', '다', '영차', '영차', '좀', '힘내다', '다시', '올라가다']"
345,rhen,타그룹 언급할거면 존칭이라도 써주시는게 맞다고 생각이 드네요. 타그룹 비하는 피해주세요.,"['그룹', '언급', '하다', '존칭', '써주다', '맞다', '생각', '드네', '그룹', '비', '하다', '피', '해주다']"
346,투패니,진짜 불쌍해 엑소 방탄 블핑 컴백타이밍에 다 엮여가지고.. 이리 치이고 저리 치이고..,"['진짜', '불쌍하다', '엑소', '방탄', '블핑', '컴백', '타이밍', '엮', '가지', '치', '저리', '치']"
347,하저너스,선방하기~,"['선방', '하다']"
348,냠냠긋.,"진짜 이런 분위기, 느낌은 볼사 말고는 아무도 못따라하는것같아 진짜 음색 개찰떡","['진짜', '이렇다', '분위기', '느낌', '보다', '아무', '따르다', '같다', '진짜', '음색', '개', '찰떡']"
349,루_뽀,노래 너무 좋아요! 자주는 못 들어도 항상 나오면 꼭 들어봅니다! 비눗방울 톡톡 튀는 듯한 상큼한 노래 불러주시고 만들어주셔서 감사합니다♥,"['노래', '좋다', '자주', '못', '들다', '항상', '나오다', '꼭', '들다', '보다', '비눗방울', '톡톡', '튀다', '듯', '상큼', '노래', '불다', '만들다', '감사하다']"
350,탈퇴한 회원,방탄팬인대 볼빨간사춘기 노래도 좋아해요. 시상식때보면 탄이들도 볼빨간사춘기 노래 따라 부르고 같이 즐겨요. 글에 비추천 누르는거 다 방탄팬이라고 생각 안했음 좋겠어요.,"['방탄', '팬', '인대', '볼', '빨갛다', '사춘기', '노래', '좋아하다', '시상식', '때', '보다', '타다', '들다', '볼', '빨갛다', '사춘기', '노래', '따르다', '부르다', '즐기다', '글', '비', '추천', '누르다', '방탄', '팬', '생각', '하다', '좋다']"
351,톸낏,막상 ㅂㅌ팬중에 무개념아니고선 시비 거는사람 거의 없는데 본인들이 좋은노래 댓글창 더럽혀놓고 수준보인다느니..ㅎㅎ 혹시 거울을 보고있는건 아닌지 확인부탁드림!,"['막상', '팬', '무', '개념', '아니다', '시비', '거', '사람', '거의', '없다', '본인', '좋다', '노래', '댓글', '창', '더럽히다', '수준', '보이다', '혹시', '거울', '보다', '아니다', '확인', '부탁드리다']"
352,흐잇짜아,볼싸는 노래가 너무 좋아서 그누구도 욕않해요.인정하죠.아마 팬인척하며 팬들 이간질 시키는 사람이 대부분일 꺼에요~^^,"['볼', '싸다', '노래', '좋다', '누구', '욕', '않다', '해', '인정', '하다', '아마', '팬', '인척', '팬', '간질', '시키다', '사람', '대부분', '일', '끄다']"
353,하연쏭,노래 너무 좋아요 ㅠㅠㅠ 좋은노래 만들어주셔서 감사해요!!! 좋은 토요일 밤 되세요 ㅋㅋㅋ,"['노래', '좋다', '좋다', '노래', '만들다', '감사하다', '좋다', '토요일', '밤', '되다']"
354,Kjagw,"도입부 듣고 00인 줄...
재생 다운로드
00 (DOUBLE O)
NO:EL
DOUBLEONOEL","['도입', '부', '듣다', '인', '줄', '재생', '다운로드']"
355,VWVw,기여웡...ㅠ ㅠ,['기여웡']
356,JGDZ,마음이 몽글몽글해지는 노래 너무좋다,"['마음', '몽글몽글하다', '노래', '좋다']"
357,자_드가자,지금 배성재 텐에 나와서 이거 라이브부르심ㄷㄷ,"['지금', '배성재', '텐', '나오다', '거', '라이브', '부르다', '심']"
358,옐롱._.,"나만,봄 도 정말 좋지만 제 갠취는 이거 !!
만약 안들어보셨다면 들어보세용 ㅎㅎ
아미지만 볼사님들 노래 좋아해서 항상 나오면
전곡 틀기 해서 듣는데 이번꺼 다 넘 좋은듯용 ㅜㅜ
재생 다운로드
Mermaid
볼빨간사춘기
사춘기집Ⅰ 꽃기운","['나', '봄', '도', '정말', '좋다', '제', '갠취', '거', '만약', '들다', '보다', '들다', '보다', '아미', '볼사', '들다', '노래', '좋아하다', '항상', '나오다', '전곡', '틀다', '하다', '듣다', '이번', '넘다', '좋다', '듯용', '재생', '다운로드', '볼', '빨갛다', '사춘기', '사춘기', '집', '꽃', '기운']"
359,Bollove,"아티스트의 이미지는 팬들 몫이다.
방탄 볼사 다 1등입니다.","['아티스트', '이미지', '팬', '몫', '방탄', '보다']"
360,HASHASH,헉 타이틀이세개였어? 앨범수록곡 다 타이틀인줄 수록곡들도 타이틀곡마냥 정성들여진게 보이고 좋네..,"['타이틀', '이세', '개다', '앨범', '수록', '곡', '타이틀', '줄', '수록', '곡', '타이틀곡', '마냥', '정성', '여진', '보이', '좋다']"
361,탈퇴한 회원,봄은 볼사다 ... 반박 불가,"['봄', '볼', '사다', '반박', '불가']"
362,냠냠냠염염,"난 일반인이지만 볼사 나의 사춘기부터 이번 노래도 진짜 좋구 이번 소우주 노래 듣고 방탄 좋아하게됐는데 특히 에드시런 수록곡도 좋던데 왤케 싸우지... 다들 이 노래는 열심히 들었잖아영...
재생 다운로드
Shape of You
Ed Sheeran
÷ (Deluxe)","['난', '일반인', '보다', '나', '사춘기', '이번', '노래', '진짜', '좋다', '이번', '소우주', '노래', '듣다', '방탄', '좋아하다', '돼다', '에드', '런', '수록', '곡', '좋다', '왜', '싸우다', '들다', '이', '노래', '들다', '아영', '재생', '다운로드']"
363,싣발어쩌라고,노래 ㅠ ㅠ 좋앙 ^^~~~~!~!~!~!_!_!_!_!_,"['노래', '좋다']"
364,Gkstkd,방탄아미 화력이 쌔긴하네.....,"['방탄', '아미', '화', '쌔긴하']"
365,sssssls,볼사 최고 노래개죠아,"['보다', '최고', '노래', '좋다']"
366,갓랩라쨩쨩,이거든 옆집거든 각 팬들 나름대로 스밍 돌리면서 서로 비꼬는건 무개념으로 봐도 되는부분..??,"['이다', '옆집', '거들다', '각', '팬', '나름', '스밍', '돌리다', '서로', '비꼬다', '무', '개념', '보다', '되다', '부분']"
367,난너무기여워,방탄 팬인데 볼사 안싫어하고 노래도 좋아함..싸움 그만...,"['방탄', '팬', '보다', '싫어하다', '노래', '좋아하다', '싸움']"
368,MignonV,평화 유지군입니다. 제발 어느 가수든 서로 비교하지 말고 좋은 노래를 내준것에 감사하며 즐겁게 감상합시다.,"['평화', '유지', '이다', '제발', '가수', '서로', '비교', '하다', '좋다', '노래', '내주다', '감사하다', '즐겁다', '감상', '하다']"
369,kthㄱㅇㅇ,"볼사 방탄 다 실력좋고 노래좋아서 상위권에있는건데 왜자꾸 방탄욕하는지 모르겠음
솔직히 볼사 스밍 안돌리는거면 몰라도 다들 팬이면 돌리면서 결론은 밀린거 맞는거라고 생각하는데
게다가 스밍안하는아미 많음
인트로 듣는게 뭐가이상하지?컴백 티저가 인트로라 가장 익숙하게시작했고,
그리고 봄날 아이돌 계속 순위권에 있었고 컴백했으니까 같이 들어서 순위 올라온건데...","['보다', '방탄', '실력', '좋다', '노래', '좋다', '상위', '있다', '왜', '자꾸', '방탄', '욕', '하다', '모르다', '솔직하다', '보다', '스밍', '돌리다', '모르다', '들다', '팬', '돌리다', '결론', '밀리다', '맞다', '생각', '하다', '게다가', '스밍안', '하다', '아미', '많다', '인트', '듣다', '뭐', '이상하다', '컴백', '티저', '인트로', '가장', '익숙하다', '시작', '하다', '봄날', '아이돌', '계속', '순위', '있다', '컴백', '하다', '들어서다', '순위', '올라오다']"
370,ShouerKuer,진짜 목소리 악기다 악기,"['진짜', '목소리', '악기', '악기']"
371,헤해헿핼,아니 볼사가 평점 왜이러냐고 ㅋㅋㅋㅋㅋㅋㅋ,"['아니다', '볼', '사가', '평점', '왜', '이르다']"
372,ㅁ밍밍밍밍ㅁ,밑댓글 좀 봤는데 여기 방탄욕하는 댓이 많네요 전 아미이지만 볼사 우주를 줄게부터 좋아해서 컴백할때마다 듣고있는데 둘다 팬인 저로써는 기분이 좋진않네요 두가수다 열심히 만들고 힘들게 작업한곡들인데 그렇게 까내리지않았으면 좋겠습니다 이용자수가 뭐가중요한가요 둘다 노래좋으니까 이용자수 많은건데 서로서로 존중해주면안되나요?,"['밑', '댓글', '좀', '보다', '여기', '방탄', '욕', '댓', '많다', '전', '아미', '보다', '우주', '줄', '부터', '좋아하다', '컴백', '하다', '때', '듣다', '두다', '팬', '로써', '기분', '좋다', '않다', '가수', '만들다', '힘들다', '작업', '곡', '끄다', '않다', '좋다', '이용자', '수가', '뭐', '중요하다', '두다', '노래', '좋다', '이용', '자수', '많다', '존중', '해주다', '안되다']"
373,sj2737,댓글 하나하나 모니터링 해서 비추다는거 우웩ㅋㅋ,"['댓글', '하나', '하나', '모니터링', '하다', '비추다', '우웩']"
374,ㅁ밍밍밍밍ㅁ,아무리생각해도 볼빨간사춘기는 노래 실력이나 노래나 걍 다 잘하는듯ㅠㅜ어쩜 나오는 노래마다 다 좋은건지 내최애곡 여행이였는데 이걸로 바뀔거같다ㅜㅜㅜ,"['생각', '해도', '볼', '빨갛다', '사춘기', '노래', '실력', '노래', '하다', '어쩜', '나오다', '노래', '좋다', '건지다', '최애', '곡', '여행', '이다', '것', '바뀌다', '같다']"
375,어허하라,2위 ㅊㅋ,['위']
376,탈퇴한 회원,"도대체 나이가 몇인데 댓글수준이 이 모양 이 꼴이야!
(우리는 작품을 감상하려고 왔어요)","['도대체', '나이', '몇', '댓글', '수준', '이', '모양', '이', '꼴', '우리', '작품', '감상', '하다', '오다']"
377,leejw0055,이 노래 좋은데 1위에서 떡락하다가 다시 올라오시네 열심히 스밍할게요,"['이', '노래', '좋다', '위', '떡락', '하다', '다시', '올라오다', '스밍할게']"
378,kim인희,역시 볼빨간사춘기! 음원강자답넹,"['역시', '볼', '빨갛다', '사춘기', '음원', '강', '답넹']"
379,wildboy.,"우주를 줄게 때부터 팬이었어용
이번에 좋은신곡 내주셔서 감사해요 볼사♡","['우주', '줄', '때', '팬', '이다', '이번', '좋다', '신곡', '내주다', '감사하다', '보다']"
380,정꾸최고,여기 댓글쓰는 애들중에 진짜 미치도록 파는 애들 거의없음 대부분 라이트덕후임 나빼고ㅋㅋ 그래서 멜론댓글에 수준낮은댓이 많은거임,"['여기', '댓글', '쓰다', '애', '중', '진짜', '미치다', '팔다', '애', '거의', '없다', '대부분', '라이트', '덕후', '임', '나', '빼다', '멜론', '댓글', '수준', '낮다', '댓', '많다', '임']"
381,배건영씨,감상자 수 이 노래가 더 많은데..?,"['감상', '수', '이', '노래', '더', '많다']"
382,악성팬덤댓글금지,순위 연연하지마여 어차피 일간순위가 무한스밍 무시한 숫자임ㅎ,"['순위', '연연하다', '마여', '어차피', '일간', '순위', '무한', '스밍', '무시', '숫자', '임']"
383,은ㅇㅇㅇㅇ,노래 진짜 좋댜 봄노래다 딱 그런데 노래안좋으면 듣지를말지 뭐 안좋다 적당히해 방탄은 방탄이거 볼사는 볼사인데 쓸데없는 견제하고있네;,"['노래', '진짜', '좋댜', '봄', '노래', '노래', '안좋다', '듣다', '말', '뭐', '안좋다', '적당하다', '방탄', '방탄', '거', '볼', '살다', '볼사', '쓸데없다', '견제', '하다']"
384,예은잉요,1위 가자ㅏㅏㅏㅏㅏ 노래 너무 좋다,"['위', '가다', '노래', '좋다']"
385,효섭,노래 계속 끊기시는분 계심?,"['노래', '계속', '끊기다', '분', '계심']"
386,didekdlf,이용자 80만 ㄷㄷ,['이용자']
387,양지성,멜론 재생이 잘 안되냐;; 그분들때문인가,"['멜론', '재생', '자다', '안되다', '그', '때문']"
388,se_yeon010929,와 진짜 볼빨간 사춘기 노래가 얼마나 좋으면 방탄을 뚫고 3위까지 올라왔냐 대박 ㅠㅠㅠㅠㅠㅠ너무 기쁜걸? ㅠㅠㅠㅠㅠㅠㅠ,"['오다', '진짜', '볼', '빨갛다', '사춘기', '노래', '얼마나', '좋다', '방탄', '뚫다', '위', '올라오다', '대박', '기쁘다', '걸']"
389,김민선,아니 지금 멜론 왜 이럼? 나만 이런건가...,"['아니다', '지금', '멜론', '왜', '이렇다', '나', '이렇다']"
390,로얄팡,"중간에 껴서 돋보이네요
역시 대중픽!","['중간', '끼다', '돋보이다', '역시', '대중', '픽']"
391,CMajor7,이 노래는 방탄을 뚫어내네,"['이', '노래', '방탄', '뚫다']"
392,다라미00,아미인데 이 노래 진짜 좋은 것 같아요! 같이 선의의 경쟁하면서 올라갑시다 갠적으로 썸 탈꺼야 제일 좋아하는데 이것도 봄 느낌나고 좋아요!ㅎㅎ,"['아미', '이', '노래', '진짜', '좋다', '것', '같다', '선의', '경쟁', '하다', '올라가다', '갠', '썸', '타다', '제일', '좋아하다', '것', '봄', '느끼다', '좋다']"
393,조용히있고싶다,가즈아 1등,['가즈']
394,pipokkk,나만봄 열스밍 1위가자,"['나', '봄', '열스밍', '위', '가다']"
395,나는야_인간,와 이노래 너무좋아 Blue다음으로 제일 좋은듯,"['오다', '이노', '좋다', '다음', '제일', '좋다', '듯']"
396,2017.11.07,노래 자체로만 승부 멋있네,"['노래', '자체', '로만', '승부', '멋있다']"
397,베메네카카난,"여기서 ♩♪ 팩트는 방탄 악플다는애들은 볼사 팬은 아니다 ~
볼사가 팬이 많은것도 아니고 무슨 저격당할때마다 볼사가 바로 뒷순위니까
볼사팬들이 저격하는것처럼 말하냐
몇몇 아미들도 머가리 없는듯","['여기', '팩트', '방탄', '악플달다', '애', '보다', '팬', '아니다', '볼', '사가', '팬', '많다', '아니다', '무슨', '저격', '당하다', '때', '볼', '사가', '바로', '순위', '보다', '팬', '저격', '하다', '말', '하다', '몇몇', '아미', '머', '가리다', '없다']"
398,G0neGo,대단하다 ㅋㅋㅋ 팬덤없이,"['대단하다', '팬덤']"
399,서어어정,"님들이 여기에 특정 가수 저격이나 비판, 비꼬는 댓글만 안써도 여기 안와도 됨","['님들', '여기', '특정', '가수', '저격', '비판', '비꼬다', '댓글', '써다', '여기', '안', '되다']"
400,rlawjddntkfkdgo,"수록까지 줄세우기한 방탄 역시 월클도 대단하고
그 사이에서 순위 유지하거 지금 심지어 3위엔 볼사도 ㄹㅇ 대단 ㅋㅅㅋ","['수록', '줄', '세우다', '방탄', '역시', '월', '크다', '대단하다', '그', '사이', '순위', '유지', '거', '지금', '심지어', '위엔', '볼', '사도', '대다']"
401,(기도하는부처님),와 방탄 사이를 뚫고 가는거 실화?,"['오다', '방탄', '사이', '뚫다', '가다', '실화']"
402,rckj,안돼 그만해 꼬추 넣어둬,"['돼다', '그만하다', '꼬추', '넣다', '두다']"
403,강유지,노래 진짜 개좋음ㄹㅇ,"['노래', '진짜', '개', '좋다']"
404,멘델멘델,굳이 여기서 왜 타가수 비방하는지 이해가 안가네요 ;,"['굳이', '여기', '왜', '가수', '비방', '하다', '이해', '알다']"
405,한라봉구스,중간에 껴있는게 너무머쨔용 ㅎㅎ노래 너무조아영❤️ㅠ,"['중간', '끼다', '너무머쨔용', '노래', '조아영']"
406,탈퇴한 회원,쓰읍 애기들 타가수 비방 자제좀,"['쓰다', '읍', '애기', '가수', '비방', '자제', '좀']"
407,어허하라,볼사님 노래 넘좋은것~^^7 스밍 돌려드릴께용~~,"['볼사', '노래', '넘다', '좋다', '것', '스밍', '돌리다', '드리다']"
408,짱짱쌔다,"니들이 이런다고 볼사가 좋아할것 같냐~~
그냥 노래가 좋으면 노래만 들어
굳이 여까지와서 타그룹팬,타그룹 비꼬지 말고~~","['니', '이렇다', '볼', '사가', '좋아하다', '같다', '그냥', '노래', '좋다', '노래', '들다', '굳이', '여', '서다', '그룹', '팬', '그룹', '비꼬다']"
409,q-______-p,쭉쭉 올라가서 1위합시다,"['쭉쭉', '올라가다', '위', '하다']"
410,sj2737,지나가는 워즈원인데요 노래 진짜 좋네요 볼사 흥해라~,"['지나가다', '워', '원인', '데', '노래', '진짜', '좋다', '보다', '흥', '하다']"
411,박준성,진짜 추한건 팬도 아닌데 댓글 상시 모니터링하면서 비추박는거^^,"['진짜', '추하다', '팬', '아니다', '댓글', '상시', '모니터링', '하다', '비추다', '박다']"
412,Miracle_Buddy,"진정한 대중픽 볼사
이대로 계속 올라가자","['진정하다', '대중', '픽', '보다', '계속', '올라가다']"
413,rhen,"아니 방탄팬은 아닌데 비추가 많은 이유가 뭔지 아시나요ㅋㅋㅋ 누가봐도 방탄을 저격하는듯한, 비꼬는듯한 댓글을 다시니까 비추가 많아지는겁니다ㅋㅋ
무슨 방탄순위떨어진다, 볼사노래가 더 좋아! 방탄보다 볼사가 짱이다! 이런식으로 쓰고 심지어 닉네임을 방탄비꼬는 닉네임으로 해놓았던데 누가 비추를 안누릅니까?","['아니다', '방탄', '팬', '아니다', '비추가', '많다', '이유', '뭐', '알다', '누가', '보다', '방탄', '저격', '하다', '비꼬다', '댓글', '다시', '비추가', '많아지다', '겁니다', '무슨', '방탄', '순위', '떨어지다', '보다', '노래', '더', '좋다', '방탄', '볼', '사가', '짱', '식', '쓰다', '심지어', '닉네임', '방탄', '비꼬다', '닉네임', '하다', '누가', '비추다', '누르다']"
