,melon_id,댓글,processed_comment
1375,잘자거나깨있거나,천개만 더 받으면 멜론 최초 30만...!!,"['개', '더', '받다', '멜론', '최초']"
1376,롤리폴리롤리롤리폴리,"1100개쯤 남았다..,ㄷㄷ","['개', '남다']"
1377,탈퇴한 회원,성시경님이 콘서트에서 부른 노래로 온전히 듣게 된 저는 이 가사만 보더라도 버스커가 아닌 성시경님의 음성이 자동 지원되네요ㅋㅋㅋ,"['성시경', '콘서트', '부르다', '노래', '오다', '듣다', '되다', '저', '이', '가사', '보더', '버스커', '아니다', '성시경', '음성', '자동', '지원', '되다']"
1378,terian92,"298,729 진짜 얼마 안남았어요ㅋㅋㅋㅋ! 장르불문 모두 바라는 벚꽃엔딩 멜론 최초 30만 좋아요! 올해에는 무조건 가능할 듯 하네요ㅎㅎ","['진짜', '얼마', '안남다', '장르', '불문', '모두', '바라다', '벚꽃', '엔딩', '멜론', '최초', '좋다', '올해', '무조건', '가능하다', '듯', '하다']"
1379,g0oood,오랜만에 듣는데 진짜 명곡이다,"['만', '듣다', '진짜', '명곡']"
1380,DEOK_,"300,000 이 눈앞 모두들 벚꽃엔딩 하트 눌러주세여","['이', '눈앞', '모두', '벚꽃', '엔딩', '하트', '누르다']"
1381,야근돌이1,올해 삼십만 간다,"['올해', '삼십만', '간다']"
1382,im185,멜론최초30만,"['멜론', '최초']"
1383,vPrhkstnfus,거의 30만 실화?,"['거의', '실화']"
1384,Ifeelgyu,이정도면 멜론 이용자들 8~9할이상은 좋아요눌렀다는거아니냐?,"['정도', '멜론', '이용자', '하다', '이상은', '좋다', '누르다']"
1385,im185,"그러니까나의예언 1 30만찍는다하트
2 버스커버스커님이노래를새로운거말들어서랭킹버스커버스커님이노래를새로운거말들어서랭킹차트1위거됀다
3 없다....","['나', '예언', '버스커버스커', '노래', '새롭다', '들어서다', '랭킹', '버스커버스커', '노래', '새롭다', '들어서다', '랭킹', '차트', '위거', '돼다', '없다']"
1386,ㅎㅖ여ㄴ,이거진짜 30만 하트각인데,"['거', '진짜', '하트', '각']"
1387,baek67,벚꽃재밌다,"['벚꽃', '재밌다']"
1388,im185,스포ㅋㅋ,['스포']
1389,섹후땡,순위서 내려갈때마다 점점 더워짐; 봄시작 열고 봄끝까지 닫고 가는듯ㄷㄷ 봄레전드명곡..앞으로도 어떤노래가 나와도 누르기 힘들듯,"['순위', '내려가다', '때', '점점', '더워지다', '봄', '시작', '열다', '봄끝', '닫다', '가다', '봄', '레전드', '명곡', '앞', '노래', '나', '누르기', '힘들다']"
1390,뿌리깊은나무♥,"""봄,벛꽃은 아직살아있다""!!!","['봄', '벛꽃', '살다']"
1391,밍유__,봄과 잘어울리는 노래.. 진짜 봄 하면 떠오르는 노래,"['봄', '어울리다', '노래', '진짜', '봄', '하다', '떠오르다', '노래']"
1392,codi771,헉 곧있으면 좋아요 30만개,"['곧다', '좋다']"
1393,스포_,돈바람 휘날리며~,"['돈', '바람', '휘날리다']"
1394,장원영__,멜론 최초 30만하트ㄱㄱ,"['멜론', '최초']"
1395,모자쓴틴틴,봄의 이미지 그 자체까지 영향을 준 곡이라 생각해요.,"['봄', '이미지', '그', '자체', '영향', '준', '곡', '생각', '하다']"
1396,천재_짱짱맨_뿡뿡,하트수봐라ㅋㅋㅋㅋㅋㅋ,"['하트', '수', '보다']"
1397,kim040510,"이노래나올때 쯤이면 봄이온다는걸 느낀다...
이노래면평생연금 급이네.","['노래', '나오다', '때', '쯤', '봄', '오다', '느끼다', '노래', '평생', '연금', '급']"
1398,im185,봄봄봄보다한수위인거같고노래좋고,"['봄봄봄', '수위', '같다', '노래', '좋다']"
1399,맛나는노래,30만 찍겠다,['찍다']
1400,tTTt,"벚꽃좀비 ㄷㄷㄷ
ㅇㅈ","['벚꽃', '좀비']"
1401,탈퇴한 회원,벚꽃좀비,"['벚꽃', '좀비']"
1402,heehey,차트 순위보소ㄷㄷㄷ 13위...,"['차트', '순위', '보다', '위']"
1403,자몽A드,12위. . . . 근데 넘나좋아서 인정♥,"['위', '넘다', '좋다', '인정']"
1404,ij8687,넘쥬아,['넘쥬']
1405,sspo99,크..연금엔딩 지렸다,"['크다', '연금', '엔딩', '지리다']"
1406,rab135,이 노래만큼 봄 느낌이 나고 봄에 듣고싶은 노래가 있을까ㅠㅠ? 벚꽃이 피기를 기다리면서 봄이 올 즈음에 들으면 괜시리 두근거림..,"['이', '노래', '봄', '느낌', '나다', '봄', '듣다', '노래', '있다', '벚꽃', '피기', '기다리다', '봄', '오다', '즈음', '들다', '괜시리', '두근거리다']"
1407,Dal_93,봄이 왔군여!,"['봄', '오다', '군']"
1408,q.u_u.p,앙 범준띠~,"['범준', '띠']"
1409,clara.daisy,미오가 부른 벚꽃엔딩도 레전드..남자 셋이 화음넣는거 진짜 꿀떨어짐ㅠㅠ님들 유튭에 미오 벚꽃엔딩들어보세여...,"['밉다', '부르다', '벚꽃', '엔딩', '레전드', '남자', '셋', '화음', '넣다', '진짜', '꿀', '떨어지다', '님들', '유튭', '밉다', '벚꽃', '엔딩', '들다', '보다']"
1410,clara.daisy,놀러가고싶다 고삼이라니...,"['놀다', '가다', '고삼']"
1411,gyuram01,하트수 30만 찍겠다ㄷㄷ,"['하트', '수', '찍다']"
1412,yhhppp,장범준- 벚꽃연금,"['장범준', '벚꽃', '연금']"
1413,문제0ㅑ문제,복권엔딩 실화임? ㅋㅋㅋㅋ,"['복권', '엔딩', '실화', '임']"
1414,LeFre,9위 실화냐ㅋㅋㄱㅋ,"['위', '실화']"
1415,탈퇴한 회원,벚꽃좀비ㅎㅎ 들을때마다 새로운 신기한노래♡,"['벚꽃', '좀비', '들다', '때', '새롭다', '신기하다', '노래']"
1416,7dus2,이걸로 60 억을 버셨다는..그..ㅎㄷㄷ,"['것', '억', '버셨다', '그']"
1417,wjd3123,봄마다 아파트 한채씩 산다는 후문이...,"['봄', '아파트', '채', '산다', '후문']"
1418,우비씌,ㅋㅋㅋ좋아요보고 순간 닭살돋았네 실화냐 ㄷ,"['좋다', '보고', '순간', '닭살', '돋다', '실화']"
1419,Han_young,벚꽃캐럴....,"['벚꽃', '캐럴']"
1420,꽃사줄까,"날씨가 포근해지고 봄냄새가 올라오면
어김없이 검색해서 듣게되는 노래","['날씨', '포근하다', '봄', '냄새', '올라오다', '검색', '하다', '듣다', '되다', '노래']"
1421,futos,몇년동안 봄만되면 차트위로 올라오냐 ㄷㄷ,"['년', '동안', '봄', '되다', '차트', '위로', '올라오다']"
1422,뮤지컬배우김진혁,ㅎㄷㄷ벚꽃좀비...,"['벚꽃', '좀비']"
1423,몽환성,실시간 10위네 미쳤네,"['실시간', '위', '미치다']"
1424,아뭐지그그그,좋아요 29만 실화냐,"['좋다', '실화']"
1425,KyoShin,최초로 30만가나,['최초']
1426,daaaababy,좋아요 실화?,"['좋다', '실화']"
1427,셍긋인디언보조개,다시 봄.....다시 듣는 곡.,"['다시', '봄', '다시', '듣다', '곡']"
1428,marialifah,좋아요,['좋다']
1429,qwaszxㅏㅡㄱㄴㄷ,순위 ㄷㄷ,['순위']
1430,서뇨2,봄만되면 찾아오는 마법같은 노래.... 역시 봄날엔 이것만큼 좋은노래가 없네요,"['봄', '되다', '찾아오다', '마법', '같다', '노래', '역시', '봄날', '것', '좋다', '노래', '없다']"
1431,Hansol,벛꽃연금이 순위에 올라온걸 보고 봄이왔음을 실감하게 되었다.,"['벛꽃연금', '순위', '올라오다', '걸', '보고', '봄', '오다', '음', '실감', '하다', '되어다']"
1432,못난이구름,"벚꽃을 봐 놓고 벚꽃엔딩을 안 들었네
어쩐지 뒤가 찝찝하드라~
이제 맘이 편하다 ㅎㅎ","['벚꽃', '보다', '놓다', '벚꽃', '엔딩', '안', '들다', '어쩐지', '뒤', '찌다', '찌다', '하드', '이제', '맘', '편하다']"
1433,blessedguy,와 벚꽃좀비 100년은 가겠다,"['오다', '벚꽃', '좀비', '가다']"
1434,tpfus33,???:봄왔다 가즈아!!,"['봄', '오다', '가즈']"
1435,CREWCROW,ㅋㅋㅋㅋㅋㅋ 다시 1위했네 개쩐다,"['다시', '위', '하다', '개', '쩐다']"
1436,꿈피디,벚꽃 시즌이구나 ㅋㅋ 장범준 연금 개부럽네 ㅋ,"['벚꽃', '시즌', '장범준', '연금', '개', '부럽다']"
1437,wltn1116,가사랑 멜로디만으로 사람 기분을 울렁이게 하는 노래...,"['가사', '멜로디', '사람', '기분', '울렁이다', '하다', '노래']"
1438,양2222,ㅋㅋㅋㅋㅋㅋㅋ.벚꽃좀비,"['벚꽃', '좀비']"
1439,dghm520,ㅋㅋㅋㅋㅋ 벚꽃등수보러 멜론 들어옵니다,"['벚꽃', '등수', '보다', '멜론', '들어오다']"
1440,couleur70,연금 짤랑짤랑,['연금']
1441,탈퇴한 회원,이젠 어디까지 올라왔나 궁금해서 멜론 들어와봄ㅋㅋㅋ,"['젠', '어디', '올라오다', '궁금하다', '멜론', '들어오다', '봄']"
1442,mishome,이 노래 내가 초딩때 나와서 중 3때까지 항상 봄 되면 이노래 뜨네 ㅋㅋ 진짜 대박이다 ㅋ,"['이', '노래', '내', '초딩', '때', '나오다', '중', '때', '항상', '봄', '되다', '이노', '뜨다', '진짜', '대박']"
1443,탈퇴한 회원,벚꽃좀비님 그만 올라오세요....,"['벚꽃', '좀비', '올라오다']"
1444,행운만있네,"씨...개부럽네...
비틀즈 안부럽겠넹","['씨', '개', '부럽다', '비틀즈', '부럽다', '넹']"
1445,lovingmochi012,연애하고싶다 이거 들으니까ㅠ,"['연애', '하다', '거', '들다']"
1446,곰이랑동이,"차트 올라오네!!
역시 !!!","['차트', '올라오다', '역시']"
1447,Vinci.,"또 벚꽃시즌 이네 또 이노래 올라온당
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","['또', '벚꽃', '시즌', '또', '이노', '올라오다']"
1448,ILLUSIA,와우 오늘자 11위... 대단합니다 벚꽃 연금...,"['와우', '오늘', '위', '대단하다', '벚꽃', '연금']"
1449,탈퇴한 회원,날씨가 좋아서 들으러옴ㅋㅋ,"['날씨', '좋다', '들다', '옴']"
1450,magic__,"역시 벚꽃연금..
순위에 또 올라오기 시작하네요 ㅋㅋ","['역시', '벚꽃', '연금', '순위', '또', '올라오다', '시작', '하다']"
1451,뮤직이즈머니,"집에 가는 길에
나도 모르게 흥얼거리는 이 곡이 뭔 가 싶었는데
생각해보니 벚꽃엔딩이더라구요.
무한 반복하면서
이제 꽃망울이 올라와있는 벚꽃나무를 보고있으니 만개할 날이 기다려지고
행복했어요 ㅎㅎ","['집', '가다', '길', '나다', '모르다', '흥얼거리다', '이', '곡', '가다', '싶다', '생각', '해보다', '벚꽃', '엔딩', '이다', '무한', '반복', '하다', '이제', '꽃망울', '올라오다', '벚꽃', '나무', '보다', '개', '하다', '날', '기다리다', '행복하다']"
1452,프랭키뉴욕,밤꽃엔딩,"['밤꽃', '엔딩']"
1453,우우웅니니,벚꽃연금 제데로네..ㅎ,"['벚꽃', '연금']"
1454,레베러비럽,벚꽃좀비,"['벚꽃', '좀비']"
1455,Rubell,그새 또 2위 더 올라갔네 클라스ㄷㄷ,"['새', '또', '위', '더', '올라가다', '클라스']"
1456,ireneBB,여러분들 벚꽃엔딩 물론 좋지만 벜벜의 봄바람도 들어보세요ㅠㅠㅠ분명 어디선가 들어본 적이 있을 거고 이 곡을 장범준이 만들었다는걸 알고나면 놀라실거에용~! 봄바람 같은 곡 중에 유희열의 공원에서 라는곡도 들으면 바로 아실거에요^.~,"['여러분', '벚꽃', '엔딩', '좋다', '벜벜', '봄바람', '들다', '보다', '분명', '어디', '선', '들다', '보다', '적', '있다', '이', '곡', '장범준', '만들다', '알다', '놀라다', '용', '봄바람', '같다', '곡', '중', '유희열', '공원', '곡', '들다', '바로', '알다']"
1457,조영석,올라오네 점점,"['올라오다', '점점']"
1458,gun619,벚꽃피면 순위 엄청오르겠네,"['벚꽃', '피', '순위', '오르다']"
1459,vbwer123,여윽시 벚꽃엔딩이다,"['여윽시', '벚꽃', '엔딩']"
1460,학자7,5년 된 노래를 아직까지 볼 수 있다는게 추억도 새록새록들고 좋은거 같다. 아무튼 벚꽃좀비/벚꽃연금 스물스물 다시 올라오는거 반갑다@@@@,"['되다', '노래', '볼', '수', '있다', '추억', '새록새록', '좋다', '거', '같다', '벚꽃', '좀비', '벚꽃', '연금', '스물', '스물', '다시', '올라오다', '반갑다']"
1461,예쁜달종현,"이노래 별로 안좋아했음 진심
근데 며칠전 관광지 분수대옆 잔디를
남자친구와 손잡고 걸으며
너무 행복했는데 어디선가
너무좋은노래가 나옴
며칠뒤 동영상 확인하는데 벚꽃엔딩ㅋㅋ","['이노', '별로', '좋아하다', '진심', '며칠', '전', '관광지', '분수', '옆', '잔디', '남자친구', '손잡다', '걸다', '행복하다', '어디', '선', '좋다', '노래', '나오다', '며칠', '뒤', '동영상', '확인', '하다', '벚꽃', '엔딩']"
1462,유갤럭시,진심 개띵곡,"['진심', '개띵곡']"
1463,Domong,벚꽃연금의 시작,"['벚꽃', '연금', '시작']"
1464,RCHA,봄마다 계속 생각나는 노래.. 차트또올라오네,"['봄', '계속', '생각나다', '노래', '차트', '또', '올라오다']"
1465,sangten,"두근거리고 기대됐던 중1
그리고 지금 더 높이 뛸 발판을 다지는 고3
매년의 시작이었던 봄에는
항상 이노래였다","['두근거리다', '기대', '돼다', '중', '지금', '더', '높이', '뛰다', '발판', '다지다', '고', '매년', '시작', '이다', '봄', '항상', '노래', '이다']"
1466,KIEN_KY,벚꽃연금만기일ㅋㅋㅋ,"['벚꽃', '연금', '만기일']"
1467,p054012,기상청보다 정확하다는 벚꽃연금 성지순례 왔습니다,"['기상청', '정확하다', '벚꽃', '연금', '성지순례', '오다']"
1468,Tidyy,벚꽃연금 만기일 다가오신 범준찡ㅋㅋㅋㅋ,"['벚꽃', '연금', '만기일', '다가오다', '범준']"
1469,ThisPuls,올해도...또 올라오네 ㅋㅋ,"['올해', '또', '올라오다']"
1470,손현서니,이노래는 들을때마다 벛꽃이휘날리며 좀비가올거같다,"['노래', '들다', '때', '벛꽃', '휘날리다', '좀비', '오다', '같다']"
1471,으흉..,좋아요 수 쩐다....이제 봄이니까 곧 차트 1위 접근하겠네,"['좋다', '수', '쩐다', '이제', '봄', '곧', '차트', '위', '접근', '하다']"
1472,Classsssssic,벚꽃좀비 클라스... 몇십년간은 갈듯,"['벚꽃', '좀비', '클라스', '십년', '갈다']"
1473,Buddy._.,좋아요 수 실화입니까ㄷㄷ,"['좋다', '수', '실화', '입']"
1474,꽃펀,진짜 이노래는 명곡 중에 명곡이다..ㄷㄷ아니 어떻게 노래하나로 이렇게 봄느낌을 낼수있지 딱 듣자마자 봄이구나..라고 진짜 느껴짐,"['진짜', '노래', '명곡', '중', '명곡', '아니다', '어떻다', '노래', '하나로', '봄', '느낌', '내다', '듣다', '봄', '진짜', '느껴지다']"
1475,노잼이면흠냐리하는사람,벚꽃좀비 클라스ㄷㄷㄷㄷㄷ,"['벚꽃', '좀비', '클라스']"
1476,bright9912,고3인데 이거들으니까 너무 놀러가고싶다 오늘 날도 따뜻한데...ㅠㅠ,"['고', '이', '거들다', '놀다', '가다', '오늘', '날', '따뜻하다']"
1477,비규,"비오면 비가오는날엔듣고
봄이오면 벚꽃엔딩듣는닼ㅋㅋㅋㅋ","['비다', '비다', '날', '듣다', '보다', '벚꽃', '엔딩', '듣다']"
1478,1995.12.21.,봄되면 생각나는 노래! 이 노래 안들으면 봄 온 느낌이 안난다,"['보다', '면', '생각나다', '노래', '이', '노래', '들다', '봄', '온', '느낌', '나다']"
1479,DRET33,"이 노래들었을때 중학생이었는데
벌써 대학생 ㅋㅋㅋㅋ","['이', '노래', '들다', '때', '중학생', '이다', '벌써', '대학생']"
1480,JohnBlack,"봄 만 되면 항상 떠오르는 노래, 이곡의 비결이 뭘까? 항상 봄만 되면 이노래가 가장 많이 뜰까?","['봄', '만', '되다', '항상', '떠오르다', '노래', '이곡', '비결', '뭘', '끄다', '항상', '봄', '되다', '노래', '가장', '뜨다']"
1481,김태민,"공
무
원
버
스
커
버
스
커","['공', '무', '원', '버', '스', '크다', '버', '스', '크다']"
1482,방탄그거해사랑,이노래를 들으면 이유도없는데 설렌다. 2012년 때가 새록새록 떠오르고 그냥 설렌다. 봄에 따스한 햇살속에서 행복하게 놀고있는 그림이 그려진다,"['노래', '들다', '이유', '없다', '설레다', '때', '새록새록', '떠오르다', '그냥', '설레다', '봄', '따스하다', '햇살', '속', '행복하다', '놀다', '그림', '그려지다']"
1483,달뮤,좀비음악..봄되면 다시 살아나는... 이젠 좀 무섭다 ㄷㄷ,"['좀비', '음악', '보다', '면', '다시', '살아나다', '젠', '좀', '무섭다']"
1484,오우직격탄이네,이제는 신앙 수준,"['이제', '신앙', '수준']"
1485,QOOD,질릴듯이 들어도 봄이오면 나도모르게 들어지는곡 ㅋㅋㅋㅋㅋㅋ이노래들으면 소풍가고싶음..,"['질리다', '들다', '보다', '나다', '모르다', '들다', '곡', '노래', '들다', '소풍', '가다']"
1486,Lim_S,아 무섭다,['무섭다']
1487,ciozen,좋담!,['좋다']
1488,깃털째요ㄴ,역시 벚꽃연금,"['역시', '벚꽃', '연금']"
1489,태태보라햇,언제 들어도 설레이고 좋은 노래,"['언제', '들다', '설레다', '좋다', '노래']"
1490,상현96,사실상 연금 노래,"['사실', '연금', '노래']"
1491,1st멜lon,진짜 미쳤다 이노래.... 벚꽃피면 1등으로보자~~~,"['진짜', '미치다', '이노', '벚꽃', '피']"
1492,H.Ks,와 좋아요 이정도 첨본다..,"['오다', '좋다', '이정', '보다']"
1493,신팝,이노래가 좋은 건 봄이 와서도 좋지만 봄날같았던 스무살때 모습이 떠올라서 좋다,"['노래', '좋다', '건', '봄', '오다', '좋다', '봄날', '같다', '스무살', '때', '모습', '떠오르다', '좋다']"
1494,싱싱망고,날이따듯해지니 다시 듣고있음. 봄되면 계속 생각나는곡,"['날', '따다', '해지니', '다시', '듣다', '보다', '면', '계속', '생각나다', '곡']"
1495,가나마바아자가,이곡은 미쳤다,"['이곡', '미치다']"
1496,Sky_하늘,좋아요 28만개돌파~,['좋다']
1497,니니냐냐니니뇨,봄되면 또 올라오네 싶다가도 나도 꼭 듣고싶음 ㅋㅋㅋ,"['보다', '면', '또', '올라오다', '싶다', '나다', '꼭', '듣다']"
1498,ㅣㅣ밍ㅣㅣ,28위......실화인가....,"['위', '실화']"
1499,마._.,25위 라니,['위']
1500,아이유참좋다ㅎ,버스커.. 실시간 1위까지..ㄷㄷ 거기에 더신기한건 벛꽃엔딩이 밑에 떠잇어 ㅋㅋㅋㅋㅌ,"['버스커', '실시간', '위', '거기', '더', '신기하다', '벛꽃엔딩', '밑', '뜨다', '잇다']"
1501,kimsin123,벚꽃좀비의시기가또왔군요...,"['벚꽃', '좀비', '시기', '또', '오다']"
1502,아이유참좋다ㅎ,이번년도 역주행 시작인가..ㄷㄷ,"['이번', '년도', '역주행', '시작']"
1503,쿨쿨k,"어제 순위 68위 , 현재 순위 45위 (12계단 하락... 그렇다면 몇시간 전에 33위 찍었다는 야그?)","['어제', '순위', '위', '현재', '순위', '위', '계단', '하락', '그렇다', '시간', '전', '위', '찍다']"
1504,Jeonji,벚꽃연금.....슬슬올라온다..ㄷㄷ,"['벚꽃', '연금', '슬슬', '올라오다']"
1505,ELENA26,오늘 기분좋아서 들으러옴ㅋㅋㅋㅋㅋㅋ,"['오늘', '기분', '좋다', '들다', '옴']"
1506,리미리미장,탄핵되고 들으러 옴ㅋㅋㅋ 대한민국에 이제 봄이 오길♥,"['탄핵', '되다', '들다', '옴', '대한민국', '이제', '봄', '오다']"
1507,발리새벽,나도 모르게 벚꽃좀비를 소환하고 있네요. ㅎㅎ,"['나다', '모르다', '벚꽃', '좀비', '소환', '있다']"
1508,atucsa,올라오는구만,['올라오다']
1509,Dongwoo_01,슬슬...,['슬슬']
1510,ramie0,놀라운건 2012년 3위밖에 안된다는거.. 그래도 2010년대 통합 100위 나오면 3위 안에 있을듯,"['놀랍다', '위', '안되다', '통합', '위', '나오다', '위', '안', '있다']"
1511,마헬메,슬슬 벗꽃좀비 올라 올때 아닌가,"['슬슬', '벗꽃', '좀비', '오르다', '때', '아니다']"
1512,도라예은,이번 봄 잘 견디고 수능 잘보게 해주세요,"['이번', '봄', '자다', '견디다', '수능', '보다', '해주다']"
1513,willy102,벚꽃보험,"['벚꽃', '보험']"
1514,뽐_S2,벚꽃 좀비 ~,"['벚꽃', '좀비']"
1515,1l1l1l81l11i1ll,므믈스믈 또올라온다.,"['므믈스믈', '또', '올라오다']"
1516,FANXYXCX,차트보다가 개놀랬네 또 올라왔냨ㅋㅋㅋㅋㅋㅋ,"['차트', '가다', '개', '놀래다', '또', '올라오다']"
1517,Ryanjoo9,올해봄은 10cm 봄이좋냐랑 벚꽃엔딩 두개구나!,"['올해', '봄', '봄', '좋다', '벚꽃', '엔딩', '개구']"
1518,알약고기,오늘도 찾아온 그들의 좀비는,"['오늘', '찾아오다', '그', '좀비']"
1519,바래다주던,우아 벌써 봄인가보다...,"['벌써', '보다']"
1520,근혜탄핵개이득,버스커버스커 컴백 언제쯤 할까?,"['버스커버스커', '컴백', '언제', '하다']"
1521,탈퇴한 회원,좀비떳다,"['좀비', '떳다']"
1522,ㅣㅣ밍ㅣㅣ,와우..... 59위... 이제 진짜 봄인가....,"['와우', '위', '이제', '진짜', '봄']"
1523,콩나옹이,이노래는 몇년뒤까지있을까 궁금하닼ㅋㅋㄱㄱ,"['노래', '년뒤', '있다', '궁금하다']"
1524,조씨_,ㅁㅊ 37위,['위']
1525,19살.,또 스물스물 올라온닼ㅋ,"['또', '스물', '스물', '올라오다']"
1526,Oneboy,이곡은진짜희대의명곡이다 ...,"['이곡', '진짜', '희다', '대의', '명곡']"
1527,zjhlim1,좋아요 27만개 미쳣네,"['좋다', '미쳣']"
1528,fhwhsjjw,ㅋㅋㅁㅊ43위,['위']
1529,이주영,봄이 결국 온건가,"['봄', '온건']"
1530,snow-flake,올 봄 그들이 온다,"['오다', '봄', '그', '오다']"
1531,슬기만큼만해라,대한민국 봄 그 자체,"['대한민국', '봄', '그', '자체']"
1532,포항박군,벚꽃좀비...,"['벚꽃', '좀비']"
1533,dltmf6988,우리나라 4대연금 국민연금 공무원연금 사학연금 벚꽃연금,"['우리나라', '연금', '국민연금', '공무원', '연금', '사학', '연금', '벚꽃', '연금']"
1534,따수워라,ㅋㅋㅋㅋㅋㅋ1위 찍었네 이제 진짜 봄이로구나,"['위', '찍다', '이제', '진짜', '보다']"
1535,Ym0229,"봄이 오면 젤 먼저 생각나는 노래 ♥
그대여 그대여 그대여","['봄', '오다', '젤', '먼저', '생각나다', '노래', '그대', '그대', '그대']"
1536,근혜탄핵개이득,10시 87위 ㄷㄷ,['위']
1537,How_wow,남자친구 생기게 해주세요,"['남자친구', '생기', '해주다']"
1538,잭._.,102위.. 곧 차트인 할 듯 합니당,"['위', '곧', '차트', '하다', '듯', '하다']"
1539,큐티따거,음..때가 되었군...ㅋ,"['음', '때', '되어다']"
1540,닝기리마떼,슬슬 기어올라온다,"['슬슬', '기어', '올라오다']"
1541,러버쉬,좋은 인연 만나게 해주세요!,"['좋다', '인연', '만나다', '해주다']"
1542,니가테,차트 다시 올라오는군ㅎㅎ,"['차트', '다시', '올라오다']"
1543,서혀닝혀닝,노래만 들어도 설레ㅠㅠ 봄이다,"['노래', '들다', '설레다', '봄']"
1544,탈퇴한 회원,4월인적성 잘보고 면접 하이패스해서 취업되게해주세요,"['보다', '면접', '하이패스', '하다', '취업', '해주다']"
1545,lch7227,벚꽃연금의 계절이 와씁니당,"['벚꽃', '연금', '계절', '오다', '쓰다']"
1546,탈퇴한 회원,벚꽃연금 지리네,"['벚꽃', '연금', '지리']"
1547,e_kooow,"벚꽃엔딩 역주행이 진짜 언제까지 계속될지 궁금 ㅎㅎㅎ
이러다 봄됬는데 차트 안올라오면
뭔가 내가 괜히 섭섭할듯ㅋㅋㅋㅋㅋ","['벚꽃', '엔딩', '역주행', '진짜', '언제', '계속', '되다', '궁금', '이르다', '봄', '되다', '차트', '올라오다', '뭔가', '내', '섭섭하다']"
1548,juniel-,입춘이 훨씬 지남에도 한파가 만연한 한반도에 벚꽃 좀비가 한국의 봄을 강타한다. 국민들의 마음을 조물딱 조물딱 사실 한국의 비선실세는 장범준일 지도... 나도 벚꽃 같이 보고싶어 정말 못 봐서 안타깝다 만기야 이글 봤으면 좋겠다. 연락은 못하지만 그래도 많이 좋아해. 보고싶다,"['입춘', '지남', '한파', '만연하다', '한반도', '벚꽃', '좀비', '한국', '봄', '강타', '하다', '국민', '마음', '조물', '조물', '사실', '한국', '비', '선실', '세다', '장범준', '일', '지도', '나다', '벚꽃', '보다', '정말', '못', '보다', '안타깝다', '만기', '이글', '보다', '좋다', '연락', '하다', '좋아하다', '보다']"
1549,비오는날에는파전에동동주,"ㅁㅊ다 가사부터 멜로디까지 하나하나 너무너무 설렌가 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 두근거려 ㅠㅠㅠㅠㅠㅠㅠ
수험셍이라서 노래들으면서 공부하는데 뛰쳐나가고픔 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ흐오어엉","['가사', '멜로디', '하나', '하나', '설레다', '두근거리다', '수험셍', '노래', '들다', '공부', '하다', '뛰다', '치다', '고프다', '흐오어엉']"
1550,청잏,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대단해서 말이안나온다 이젠 일간차트까지 차트인해버리는 벚꽃연금ㄷㄷ,"['대단하다', '말다', '나오다', '젠', '일간', '차트', '차트', '인하다', '버리다', '벚꽃', '연금']"
1551,stormkm3,노래 넘~좋아♥♥,"['노래', '넘다', '좋다']"
1552,Lim_S,이젠 무섭,"['젠', '무섭다']"
1553,김석정,올라오기 시작했다....,"['올라오다', '시작', '하다']"
1554,mk-.-,로또 1등 되게해주세요,"['로또', '해주다']"
1555,Jungta2,또 시작된건가......,"['또', '시작', '되다', '건가']"
1556,에꾸잉,적당히 해 X발,"['적당하다', '해', '발']"
1557,Pone_tive,다시 올라온다아아아,"['다시', '올라오다']"
1558,Chloe.Leehom,"벚꽃느님
남자도, 공부도 잘 되게 해주세요...
살기 넘나 힘든것...","['벚꽃', '느님', '남자', '공부', '자다', '해주다', '살기', '넘다', '힘드다']"
1559,탈퇴한 회원,벚꽃 연금이 매년 3~4월에 차트권에 오른다...,"['벚꽃', '연금', '매년', '차트', '오르다']"
1560,hesoo1228,4월의 제왕... 그가 돌아온다!!! 경배하라,"['제왕', '그', '돌아오다', '경배']"
1561,어차피엑소가대상인걸요,빨리 듣고싶고 2050년까지 듣고싶은노래,"['듣다', '듣다', '노래']"
1562,Metamorphosis,"분명 그냥 노래를 듣고있을뿐인데
내 주위로 벚꽃잎이 휘날리는 것 같은 노래.","['분명', '그냥', '노래', '듣다', '뿐', '내', '주위', '벚꽃', '잎', '휘날리다', '것', '같다', '노래']"
1563,잭._.,벚꽃 아직 피지도 않았는데 차트 105윜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['벚꽃', '피지', '않다', '차트', '위']"
1564,youth_by_young,제가 생각하고 있는 모든 것들이 이루어지게 해주세요 엔시티가 행복하게 해주세요,"['제', '생각', '있다', '모든', '것', '이루어지다', '해주다', '엔시', '티', '행복하다', '해주다']"
1565,쪼롱말,헤어진 여자친구를 다시 만나게 해주세요.. 카드절도체리,"['헤어지다', '여자친구', '다시', '만나다', '해주다', '카드', '절도', '체리']"
